"feature_id_full","feature_id","feature_mz","feature_rt","pDelta_vs_psDelta_p_value","pDelta_vs_sDelta_p_value","pDelta_vs_WT_p_value","psDelta_vs_sDelta_p_value","psDelta_vs_WT_p_value","sDelta_vs_WT_p_value","pDelta_vs_psDelta_p_value_minus_log10","pDelta_vs_sDelta_p_value_minus_log10","pDelta_vs_WT_p_value_minus_log10","psDelta_vs_sDelta_p_value_minus_log10","psDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_fold_change","psDelta_vs_WT_fold_change","pDelta_vs_WT_fold_change","psDelta_vs_sDelta_fold_change","pDelta_vs_sDelta_fold_change","pDelta_vs_psDelta_fold_change","sDelta_vs_WT_fold_change_log2","psDelta_vs_WT_fold_change_log2","pDelta_vs_WT_fold_change_log2","psDelta_vs_sDelta_fold_change_log2","pDelta_vs_sDelta_fold_change_log2","pDelta_vs_psDelta_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"392_496.34_7",392,496.33990065618,6.9502935,0.169582307826942,0.813630299724066,0.453795412514921,0.0453833888949625,0.837339990020875,0.131888959893411,0.770619458765188,0.0895728865873515,0.343139898776173,1.34310307734862,0.0770981670854248,0.879791556675321,3.61459293680235,0.787350854494259,1.84707540971307,0.21782559426755,0.511005095734815,2.34593688337267,1.85383318490159,-0.34492143089203,0.88524276778122,-2.19875461579362,-0.968590417120371,1.23016419867325,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","1-16:0-lysoPC","CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C","CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C","CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O","InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1","ASWBNKHCZGQVJV-UHFFFAOYSA-O","ASWBNKHCZGQVJV-UHFFFAOYSA-O","ASWBNKHCZGQVJV","ASWBNKHCZGQVJV","InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1","ASWBNKHCZGQVJV-HSZRJFAPSA-N","InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1","ASWBNKHCZGQVJV"
"109_184.07_0.6",109,184.07339934265,0.5782038,0.171400574001415,0.00549805653973534,0.00541290222250945,0.000305579845630954,0.000301829341996185,0.999999655843316,0.765987728006579,2.25979079836508,2.26656981783932,3.51487529283164,3.52023854306404,1.49465374412053e-07,0.960981631682938,0.0339001266904367,0.051804146274702,0.0352765605218369,0.0539075301407988,1.52814019687177,-0.0574192394691831,-4.88256552481065,-4.27078861752776,-4.82514628534147,-4.21336937805858,0.611776907282884,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","phosphocholine","C[N+](C)(C)CCOP(=O)(O)O",NA,"C[N+](C)(C)CCOP(=O)(O)O","\"\"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1\"\"",NA,"YHHSONZFOIEMCP-UHFFFAOYSA-O","YHHSONZFOIEMCP",NA,NA,NA,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1","YHHSONZFOIEMCP"
"160_148.04_0.8",160,148.043070633532,0.7666405,0.174882208494807,0.499896080445922,0.487775795626763,0.0196834028491817,0.818917412776685,0.0589024084665263,0.757254370884699,0.301120268423206,0.311779754015193,1.70589981897016,0.0867598943127071,1.22986694693892,7.57748388087793,0.780649801186291,1.7771743389257,0.103022297831117,0.234533569040044,2.27653210982066,2.92171887805517,-0.357252593124216,0.829585215168686,-3.27897147117939,-2.09213366288649,1.1868378082929,"Amino acids and Peptides","Small peptides","Aminoacids","bmse000397",NA,NA,"CS(=O)CCC(C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)","QEFRNWWLZKMPFJ"
"57_208.88_0.5",57,208.883925866701,0.49018735,0.178544847904014,0.389173196335458,0.746324318386059,0.01450010631223,0.593113545940993,0.0876400210427447,0.748252677306203,0.409857078692645,0.127072407007762,1.83862881358257,0.226862157133002,1.05729752683535,2.04381604363715,0.790779560700534,1.24006221856737,0.386913275860812,0.606738665364703,1.56815158129382,1.03126535044599,-0.338652512713843,0.310412507843361,-1.36991786315983,-0.720852842602629,0.649065020557204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79_223.97_0.5",79,223.972218519982,0.53832173,0.211928190773566,0.437037788210896,0.330228440811143,0.0203514839024909,0.968443245957361,0.028483872248893,0.673811269419109,0.359481010393514,0.481185525999232,1.69140391925605,0.0139258253214907,1.54540097072295,2.58652373878207,0.918354180307056,1.48616984845835,0.355053451293467,0.574581948031201,1.61829703651094,1.37101443247188,-0.122877431851142,0.571599005193956,-1.49389186432303,-0.799415427277929,0.694476437045098,"Amino acids and Peptides","Small peptides","Aminoacids","P-serine",NA,NA,"C(C(C(=O)O)N)OP(=O)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)","BZQFBWGGLXLEPQ"
"237_229.15_1.7",237,229.15483959829,1.6674097,0.23099741940614,0.702566520250328,0.170881637335829,0.0466417097588774,0.999981589535221,0.0290272697716828,0.636392871813195,0.153312549700519,0.767304603354084,1.33122553789664,7.99563686477089e-06,1.53719381083914,5.14687096528392,1.00958040374407,2.18534525374326,0.196154209140618,0.424596860594251,2.16460744051569,2.36369561388727,0.013755812565013,1.12786122321105,-2.34993980132225,-1.23583439067622,1.11410541064604,"Amino acids and Peptides","Small peptides","Dipeptides","Isoleucylproline",NA,NA,"CCC(C)C(C(=O)N1CCCC1C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H20N2O3/c1-3-7(2)9(12)10(14)13-6-4-5-8(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)","BBIXOODYWPFNDT"
"277_267.08_2.7",277,267.077457799108,2.7490802,0.247177064572528,0.0212211446520238,0.756871805598424,0.601254175200901,0.710058878120783,0.109517794897817,0.60699182966616,1.67323119429658,0.120977672462706,0.220941894800372,0.148705638065741,0.96051530915229,4.10240560209705,1.53279124682751,0.771281364534964,0.373632301507189,0.188007096163457,0.503187479789778,2.03647013716292,0.616161227542024,-0.374670841530987,-1.4203089096209,-2.41114097869391,-0.990832069073011,"Alkaloids","Pseudoalkaloids","Pyridine alkaloids","MNK1 Inhibitor","CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1","O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21","C1=CC(=CC=C1NC2=C3C(=NC=NC3=NN2)N)F","InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",NA,"JZRWCGZRTZMZEH-UHFFFAOYSA-N","JZRWCGZRTZMZEH","YBJHBAHKTGYVGT","InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1","YBJHBAHKTGYVGT-ZKWXMUAHSA-N","InChI=1S/C11H9FN6/c12-6-1-3-7(4-2-6)16-11-8-9(13)14-5-15-10(8)17-18-11/h1-5H,(H4,13,14,15,16,17,18)","UQPMANVRZYYQMD"
"254_298.1_1.9",254,298.096842033814,1.884042,0.259861390253085,0.0201627495020793,0.319011670441236,0.564636675432776,0.0175372717737714,0.00111412872806371,0.585258242413767,1.69545024543282,0.496193428806392,0.248230916092088,1.75603796774044,2.95306462724318,5.79860103793334,2.53808987010471,1.3876879919884,0.437707276893342,0.239314273030755,0.546745018107318,2.53570487970926,1.3437431538358,0.472683228570938,-1.19196172587346,-2.06302165113832,-0.871059925264861,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","Vitamin L2","CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O",NA,"CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O","InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1",NA,"WUUGFSXJNOTRMR-IOSLPCCCSA-N","WUUGFSXJNOTRMR",NA,NA,NA,"InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)","WUUGFSXJNOTRMR"
"275_227.08_2.7",275,227.084839764326,2.7482634,0.2610928709204,0.0213672706690173,0.733982234067632,0.581151581688852,0.752948190311056,0.117814276772176,0.583204986324126,1.67025094854654,0.134314451990974,0.235710575862815,0.123234906184592,0.928802078414098,2.71246046918697,1.37801986900397,0.791922533427438,0.50803316201582,0.291957262575262,0.574681505862349,1.4396021121844,0.462596689716254,-0.33656878340338,-0.977005422468144,-1.77617089558778,-0.799165473119634,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","Appearex","O=C(O)CCCCC1SCC2N=C(O)NC21","CC(=O)c1nc(O)cc2c1[nH]c1ccccc12","C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2","\"\"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6?,7-,9?/m0/s1\"\"",NA,"YBJHBAHKTGYVGT-UHFFFAOYSA-N","YBJHBAHKTGYVGT","IKXVCSKDYINBFT","InChI=1S/C13H10N2O2/c1-7(16)12-13-9(6-11(17)15-12)8-4-2-3-5-10(8)14-13/h2-6,14H,1H3,(H,15,17)","IKXVCSKDYINBFT-UHFFFAOYSA-N","InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)","YBJHBAHKTGYVGT"
"88_185.03_0.6",88,185.032353833931,0.55073,0.268499847466457,0.559943469122383,0.131425391423756,0.0379491015488955,0.99016761143692,0.0144483755636986,0.571055956685076,0.251855816364298,0.881320720849965,1.42079850163875,0.00429128362387756,1.84018097805479,4.33995988647703,1.07097941216731,1.98126226709767,0.246771730656867,0.456516262574484,1.84995364484948,2.11768170814254,0.0989307468952623,0.986419867807852,-2.01875096124728,-1.13126184033469,0.887489120912589,"Amino acids and Peptides","Small peptides","Aminoacids","4-ureidobutanoic acid","C[N+](C)(C)CCOP(=O)(O)O",NA,"C(CC(=O)O)CNC(=O)N","InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1",NA,"YHHSONZFOIEMCP-UHFFFAOYSA-O","YHHSONZFOIEMCP",NA,NA,NA,"InChI=1S/C5H10N2O3/c6-5(10)7-3-1-2-4(8)9/h1-3H2,(H,8,9)(H3,6,7,10)","QYTWIMMLQKHPGL"
"255_188.07_1.9",255,188.07073873776,1.8948429,0.273446194003077,0.27468259608239,0.17953331911639,0.0157313882603425,0.999258349178229,0.00770690775146665,0.563128117032311,0.56116885665089,0.745854940035222,1.80323295015469,0.000322214359441368,2.11311983931019,4.00787698674567,1.02512280188189,1.67164421244799,0.255777012436271,0.41708970060115,1.6306770363309,2.0028382287588,0.0357967439297903,0.741267821368047,-1.96704148482901,-1.26157040739075,0.705471077438257,"Alkaloids","Tryptophan alkaloids","Simple indole alkaloids","bmse000409",NA,NA,"C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)","XGILAAMKEQUXLS"
"103_148.07_0.6",103,148.072910551266,0.57277817,0.274431523895295,0.494936318646282,0.134908959751039,0.0325602523098321,0.990147951437456,0.012254615663432,0.561566002777883,0.305450676298075,0.869959206434695,1.48731223841603,0.00429990672359133,1.91170030480098,2.68663964438636,1.05564168685401,1.64177038642297,0.392922693990515,0.611086935255123,1.55523451457826,1.42580282744678,0.078120228332761,0.715252369787734,-1.34768259911402,-0.710550457659049,0.637132141454973,"Alkaloids","Lysine alkaloids","Piperidine alkaloids","4-methyl-5-oxo-hexanenitrile","C(CC(=O)O)C(C(=O)O)N",NA,"CC(CCC#N)C(=O)C","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",NA,"WHUUTDBJXJRKMK-UHFFFAOYSA-N","WHUUTDBJXJRKMK",NA,NA,NA,"InChI=1S/C7H11NO/c1-6(7(2)9)4-3-5-8/h6H,3-4H2,1-2H3","NWVJJSXURDQKFU"
"95_277_0.6",95,276.998631478388,0.5672853,0.283743515978594,0.531278993505266,0.240867415098098,0.0375052800448458,0.999986245652546,0.0259814386836825,0.547074054052184,0.274677355528442,0.618221948030964,1.4259075873944,5.97347828209222e-06,1.5853368041835,3.33058520486591,0.99272089501782,1.70703162674591,0.298062002307426,0.512532039189983,1.71954840007197,1.73577569020393,-0.0105399360189928,0.771489787906835,-1.74631562622293,-0.964285902297098,0.782029723925828,"Amino acids and Peptides","Small peptides","Aminoacids","erythro-imidazole-glycerol-P","C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N","O=P(O)(O)OC[C@@H](O)[C@@H](O)c1cnc[nH]1","C1=C(NC=N1)C(C(COP(=O)(O)O)O)O","1/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1/f/h14,16,18H",NA,"ZDGJAHTZVHVLOT-UHFFFAOYSA-N","ZDGJAHTZVHVLOT","HFYBTHCYPKEDQQ","InChI=1S/C6H11N2O6P/c9-5(2-14-15(11,12)13)6(10)4-1-7-3-8-4/h1,3,5-6,9-10H,2H2,(H,7,8)(H2,11,12,13)/t5-,6+/m1/s1","HFYBTHCYPKEDQQ-RITPCOANSA-N","InChI=1S/C6H11N2O6P/c9-5(2-14-15(11,12)13)6(10)4-1-7-3-8-4/h1,3,5-6,9-10H,2H2,(H,7,8)(H2,11,12,13)","HFYBTHCYPKEDQQ"
"125_146.17_0.6",125,146.165316561689,0.61913854,0.291022269634517,0.778678447917607,0.409589659397057,0.753805992153774,0.0271867308240196,0.103255394520365,0.536073776617768,0.108641845439959,0.387651016200892,0.122740414579468,1.5656430127306,0.986087249606413,1.97880886693932,3.35937323236127,1.45206651713189,1.69767443864212,0.733808374013324,0.432243283700647,0.984632269264889,1.74819209047078,0.538107542685107,0.763559821205896,-0.446524726579782,-1.21008454778568,"Alkaloids","Ornithine alkaloids","Polyamines","Spermidin",NA,"NCCCCNCCCN","C(CCNCCCN)CN",NA,NA,NA,NA,"ATHGHQPFGPMSJY","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY-UHFFFAOYSA-N","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY"
"229_120.08_1.5",229,120.081112360189,1.5049064,0.29489960853878,0.749996963739933,0.228161555662844,0.07080945852786,0.999989804658131,0.0463129986338157,0.53032580394722,0.124940494786516,0.641757530689179,1.14990872660273,4.42780328613968e-06,1.33429709877379,2.89325230498626,1.00695550797968,1.78314575350746,0.34803584403762,0.616311875198152,1.77082874007521,1.53269213843544,0.00999993971498492,0.834424633006745,-1.52269219872045,-0.698267505428692,0.82442469329176,"Alkaloids","Tyrosine alkaloids","Phenylethylamines","bmse000307",NA,NA,"C1=CC=C(C=C1)C(CN)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2","ULSIYEODSMZIPX"
"165_251.07_0.8",165,251.069980311528,0.7705094,0.300755764623136,0.483326331927207,0.111602291184544,0.0352180729761356,0.962612954067938,0.00970186257728267,0.521786039732007,0.315759543575866,0.95232688928204,1.45323441096745,0.01654829823484,2.01314488126123,8.16022858122956,1.12769322164495,2.23915729390408,0.138193827589451,0.274398844543971,1.98560854222202,3.02860956498936,0.173374649468155,1.16295587663389,-2.85523491552121,-1.86565368835547,0.989581227165736,"Amino acids and Peptides","Small peptides","Dipeptides","gammaGluCys","C(CC(=O)NC(CS)C(=O)O)[C@@H](C(=O)O)N","N[C@@H](CCC(=O)N[C@@H](CS)C(=O)O)C(=O)O","C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N","InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/t4-,5?/m0/s1",NA,"RITKHVBHSGLULN-ROLXFIACSA-N","RITKHVBHSGLULN","RITKHVBHSGLULN","InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/t4-,5-/m0/s1","RITKHVBHSGLULN-WHFBIAKZSA-N","InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)","RITKHVBHSGLULN"
"276_290.15_2.7",276,290.153234251437,2.748996,0.301257749306359,0.0282041537962285,0.757807611543603,0.610115537171161,0.786551626723356,0.142789193005214,0.521061772839633,1.54968692579647,0.120441036914306,0.214587915145655,0.104272766409762,0.845304660877825,3.4786180830385,1.43901218834514,0.769955313407446,0.413673520344662,0.221339421295397,0.535058229279416,1.79851429437838,0.525078811668633,-0.377153377646397,-1.27343548270975,-2.17566767202478,-0.90223218931503,"Shikimates and Phenylpropanoids","Flavonoids","Chalcones","p-Dibenzylaminophenol",NA,NA,"C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C3=CC=C(C=C3)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H19NO/c22-20-13-11-19(12-14-20)21(15-17-7-3-1-4-8-17)16-18-9-5-2-6-10-18/h1-14,22H,15-16H2","KIZJKDGQKFCELU"
"96_188.07_0.6",96,188.074073878111,0.5674206,0.304255722977092,0.534961732848129,0.25277209092865,0.0412566171800504,0.999999103398345,0.0277973916450064,0.516761244046145,0.271677283039124,0.597270879063687,1.3845063847067,3.89389325664473e-07,1.55599595398576,1.82729773719844,0.998071769041314,1.36359416005089,0.546200954953039,0.746235346485741,1.36622856426514,0.869711723720815,-0.00278453471840192,0.447414325884375,-0.872496258439217,-0.422297397836441,0.450198860602777,"Alkaloids","Lysine alkaloids","Piperidine alkaloids","null",NA,NA,"C1CC=CC(C1)NCCS(=O)(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H15NO3S/c10-13(11,12)7-6-9-8-4-2-1-3-5-8/h2,4,8-9H,1,3,5-7H2,(H,10,11,12)","QYBHFBWGLSFIEN"
"256_205.1_1.9",256,205.097330906442,1.8948429,0.314882966714876,0.266132252842046,0.213353419453232,0.0180432533829228,0.999328779562735,0.00898076800698377,0.501850831461944,0.574902489663129,0.670900392233922,1.74368515200135,0.000291605208684432,2.04668652224884,3.96318108655888,1.02475552710669,1.63419352064409,0.258568938619067,0.412343893693492,1.59471549790817,1.98665888875726,0.0352797712929223,0.708578837058884,-1.95137911746434,-1.27808005169838,0.673299065765962,"Amino acids and Peptides","Small peptides","Aminoacids","Pacitron","C1=CC2=C(C=C1)NC=C2C[C@@H](C(=O)O)N","NC(Cc1c[nH]c2ccccc12)C(=O)O","C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N","\"\"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1\"\"",NA,"QIVBCDIJIAJPQS-VIFPVBQESA-N","QIVBCDIJIAJPQS","QIVBCDIJIAJPQS","InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)","QIVBCDIJIAJPQS-UHFFFAOYSA-N","InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)","QIVBCDIJIAJPQS"
"112_239.04_0.6",112,239.042835780754,0.58153385,0.329518307023583,0.535288602372667,0.162347060745325,0.0456053505257094,0.987669277425168,0.0168644106804878,0.482120452334125,0.271412003729132,0.789555569764445,1.3409842019085,0.00538845524449261,1.77302883044181,2.40499920680833,1.05905381512951,1.5717344905278,0.440355161919152,0.653528070229031,1.48409312923875,1.26603641818081,0.0827759008013131,0.652357527042549,-1.1832605173795,-0.613678891138265,0.569581626241236,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","(5R,6R,7S,8S)-5,6,7,8-Tetrahydro-5-hydroxymethyl-imidazo[1,2-a]pyridine-6,7,8-triol",NA,"O=P(O)(O)OC[C@@H](O)[C@@H](O)c1cnc[nH]1","C1=CN2C(C(C(C(C2=N1)O)O)O)CO",NA,NA,NA,NA,"HFYBTHCYPKEDQQ","InChI=1S/C6H11N2O6P/c9-5(2-14-15(11,12)13)6(10)4-1-7-3-8-4/h1,3,5-6,9-10H,2H2,(H,7,8)(H2,11,12,13)/t5-,6+/m1/s1","HFYBTHCYPKEDQQ-RITPCOANSA-N","InChI=1S/C8H12N2O4/c11-3-4-5(12)6(13)7(14)8-9-1-2-10(4)8/h1-2,4-7,11-14H,3H2","RZRDQZQPTISYKY"
"230_166.09_1.5",230,166.086440549731,1.505634,0.337274867003447,0.712213081400305,0.219688465354814,0.0752538399422529,0.998614557494611,0.0395872033748903,0.472016020294321,0.147390053790389,0.658192744919553,1.1234713346287,0.000602107223931637,1.40244517775659,3.31723116149054,1.03832594285585,1.85393658346287,0.313009824250324,0.558880733120158,1.78550540532939,1.72997954993599,0.0542593939151307,0.890591895372073,-1.67572015602086,-0.839387654563915,0.836332501456942,"Amino acids and Peptides","Small peptides","Aminoacids","Sabiden","C1=CC=C(C=C1)C[C@@H](C(=O)O)N","NC(Cc1ccccc1)C(=O)O","C1=CC=C(C=C1)CC(C(=O)O)N","\"\"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1\"\"",NA,"COLNVLDHVKWLRT-QMMMGPOBSA-N","COLNVLDHVKWLRT","COLNVLDHVKWLRT","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","COLNVLDHVKWLRT-UHFFFAOYSA-N","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","COLNVLDHVKWLRT"
"104_148.06_0.6",104,148.060493257088,0.5750869,0.341090791201744,0.409806396009616,0.150747036062817,0.0331698258462962,0.978188248551504,0.0105502214146058,0.46713000555377,0.387421267677123,0.821751218054926,1.47925680867922,0.00957755887303933,1.97673842585136,2.62329926228419,1.07162785051718,1.57546696817551,0.408503850827939,0.600567000046994,1.47016239584961,1.391382397609,0.099803980955962,0.655779506593502,-1.29157841665304,-0.735602891015498,0.555975525637539,"Amino acids and Peptides","Small peptides","Aminoacids","Glutamat","C(CC(=O)O)C(C(=O)O)N","NC(CCC(=O)O)C(=O)O","C(CC(=O)O)C(C(=O)O)N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",NA,"WHUUTDBJXJRKMK-UHFFFAOYSA-N","WHUUTDBJXJRKMK","WHUUTDBJXJRKMK","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)","WHUUTDBJXJRKMK-UHFFFAOYSA-N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)","WHUUTDBJXJRKMK"
"59_122.92_0.5",59,122.924692932453,0.49065888,0.348673778344403,0.329995933831578,0.413061042170806,0.0262107604074453,0.993917510845453,0.0263062257272816,0.457580712069191,0.481491411411167,0.383985763551824,1.58152037943619,0.0026496579278451,1.57994145763064,2.27238381369133,0.956708324577832,1.36128372500408,0.421015287476338,0.599055369432847,1.42288270106229,1.18420653173666,-0.0638489432417534,0.444967791306507,-1.24805547497841,-0.739238740430154,0.508816734548261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278_245.1_2.7",278,245.095600461834,2.74958,0.350643469503517,0.0147485852038532,0.860335799602564,0.357556986116277,0.745266040284716,0.0546027023182913,0.455134245129657,1.83124963850815,0.0653320052099864,0.446654732090714,0.127688667919051,1.26278586328646,5.06633422587523,1.42279634610232,0.82458501851845,0.280833494725968,0.162757722202191,0.579552386943753,2.34094225472659,0.508729174517441,-0.278259845043242,-1.83221308020914,-2.61920209976983,-0.786989019560683,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","Appearex","C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2","O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21","C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2","InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",NA,"YBJHBAHKTGYVGT-ZKWXMUAHSA-N","YBJHBAHKTGYVGT","YBJHBAHKTGYVGT","InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1","YBJHBAHKTGYVGT-ZKWXMUAHSA-N","InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)","YBJHBAHKTGYVGT"
