"feature_id_full","feature_id","feature_mz","feature_rt","sDelta_vs_WT_p_value","sDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_fold_change","sDelta_vs_WT_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"47_374.97_0.5",47,374.973270752978,0.48720485,0.000644772914935086,3.1905932142881,2.94860415799756,1.56003215755561,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","2-(4-methoxyphenyl)-2-sulfanylidene-6-(trifluoromethyl)-1H-[1,2,4]triazolo[4,3-d][1,3,4,2]thiadiazaphosphole",NA,NA,"COC1=CC=C(C=C1)P2(=S)NN3C(=NN=C3S2)C(F)(F)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H8F3N4OPS2/c1-18-6-2-4-7(5-3-6)19(20)16-17-8(10(11,12)13)14-15-9(17)21-19/h2-5H,1H3,(H,16,20)","CJRRMYSWLAXWRU"
"73_195.98_0.5",73,195.977354464213,0.52641565,0.000654148253522911,3.18432381377005,2.86364455151826,1.51785242989744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115_203.05_0.6",115,203.052664086245,0.59369534,0.000671464381728821,3.17297701982162,2.34280157284508,1.22823476811694,NA,NA,NA,NA,"CCCC(=O)N[C@@H](CC(=O)O)C(=O)O",NA,NA,"InChI=1S/C8H13NO5/c1-2-3-6(10)9-5(8(13)14)4-7(11)12/h5H,2-4H2,1H3,(H,9,10)(H,11,12)(H,13,14)/t5-/m0/s1",NA,"AKENSLPCKUWJFX-YFKPBYRVSA-N","AKENSLPCKUWJFX",NA,NA,NA,NA,NA
"276_290.15_2.7",276,290.153234251437,2.748996,0.000673964410007665,3.17136303661806,3.4786180830385,1.79851429437838,"Shikimates and Phenylpropanoids","Flavonoids","Chalcones","p-Dibenzylaminophenol",NA,NA,"C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C3=CC=C(C=C3)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H19NO/c22-20-13-11-19(12-14-20)21(15-17-7-3-1-4-8-17)16-18-9-5-2-6-10-18/h1-14,22H,15-16H2","KIZJKDGQKFCELU"
"93_170.04_0.6",93,170.042485631083,0.56643265,0.000688502140214424,3.16209470539708,2.05988102986917,1.04256101577053,"Shikimates and Phenylpropanoids","Small peptides","Aminoacids","2-(Methylthio)pyrimidine-5-boronic acid",NA,NA,"B(C1=CN=C(N=C1)SC)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H7BN2O2S/c1-11-5-7-2-4(3-8-5)6(9)10/h2-3,9-10H,1H3","SLNVTXVTMQIKCE"
"91_169.06_0.6",91,169.058467925313,0.5581121,0.000800956728202861,3.09639094610097,2.88775510900702,1.52994840219693,"Amino acids and Peptides","Small peptides","Aminoacids","glutamin","CC1=C(O)C(C=O)=C(CO)C=N1",NA,"C(CC(=O)N)C(C(=O)O)N","InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3",NA,"RADKZDMFGJYCBB-UHFFFAOYSA-N","RADKZDMFGJYCBB",NA,NA,NA,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)","ZDXPYRJPNDTMRX"
"146_225.12_0.7",146,225.123318323299,0.6910378,0.000820035798764915,3.08616718802275,9.62313243672878,3.26650658373936,"Alkaloids","Tetramate alkaloids","Pyrazine and Piperazine alkaloids","3-hydroxy-2-(hydroxymethyl)-2-methyl-N''-phenylpropanehydrazide",NA,NA,"CC(CO)(CO)C(=O)NNC1=CC=CC=C1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H16N2O3/c1-11(7-14,8-15)10(16)13-12-9-5-3-2-4-6-9/h2-6,12,14-15H,7-8H2,1H3,(H,13,16)","QXVQVTBWOPOSTG"
"376_250.12_6.5",376,250.118656785313,6.478004,0.00086629118225682,3.06233610614434,0.286189222038867,-1.8049587540732,"Alkaloids","Pseudoalkaloids","Purine alkaloids","Activator OC","C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1",NA,"C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C","1S/C12H15N3O3/c1-4-7-16-10-13-11(17-8-5-2)15-12(14-10)18-9-6-3/h4-6H,1-3,7-9H2",NA,"BJELTSYBAHKXRW-UHFFFAOYSA-N","BJELTSYBAHKXRW",NA,NA,NA,"InChI=1S/C12H15N3O3/c1-4-7-16-10-13-11(17-8-5-2)15-12(14-10)18-9-6-3/h4-6H,1-3,7-9H2","BJELTSYBAHKXRW"
"223_268.1_1.4",223,268.10374815297,1.3733622,0.000927426501709574,3.03272049806521,3.54147531631538,1.82435048690059,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","Adenocor",NA,NA,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","OIRDTQYFTABQOQ"
"287_201.16_2.9",287,201.159847036535,2.912907,0.000957917530557197,3.01867187877702,3.60159654054297,1.84863657614729,"Alkaloids","Ornithine alkaloids","Polyamines","1,2-Dimorpholinoethane",NA,NA,"C1COCCN1CCN2CCOCC2",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H20N2O2/c1(11-3-7-13-8-4-11)2-12-5-9-14-10-6-12/h1-10H2","QRQKCMFVJWNKQI"
"63_334.99_0.5",63,334.992035713088,0.49264824,0.000972245118658338,3.01222422863313,2.146737688767,1.10214591814839,"Alkaloids","Small peptides","Aminoacids","methyl 2-[(6-acetamido-1,3-benzothiazol-2-yl)sulfanyl]acetate",NA,NA,"CC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(=O)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H12N2O3S2/c1-7(15)13-8-3-4-9-10(5-8)19-12(14-9)18-6-11(16)17-2/h3-5H,6H2,1-2H3,(H,13,15)","TYXZJDHELRGQTC"
"286_343.13_2.9",286,343.129858624746,2.8603036,0.00105697795214753,2.97593407169024,3.15512938335384,1.65769916745685,"Fatty acids","Fatty amides","N-acyl amines","null",NA,NA,"CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H24N2O5S/c1-9(17)21-7-6-14-10(18)4-5-15-12(20)11(19)13(2,3)8-16/h11,16,19H,4-8H2,1-3H3,(H,14,18)(H,15,20)","WWROXTIUCJPVJU"
"44_359_0.5",44,358.999235760419,0.4821121,0.00107836233121601,2.9672352910895,4.35692943099591,2.12331174617097,"Alkaloids","Ornithine alkaloids","Wax monoesters","Sufosfamide",NA,NA,"CS(=O)(=O)OCCNP1(=O)N(CCCO1)CCCl",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H18ClN2O5PS/c1-18(13,14)16-8-4-10-17(12)11(6-3-9)5-2-7-15-17/h2-8H2,1H3,(H,10,12)","ZSZKJARKHWCBJK"
"11_301.07_0.4",11,301.07316112746,0.42861518,0.00115068383398561,2.93904398828808,3.71138938569129,1.89195937137648,"Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids","Crisonar",NA,NA,"CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3","SEQDDYPDSLOBDC"
"298_251.19_3.5",298,251.185357805485,3.4630523,0.00117507385903919,2.92993483503901,2.32377072053067,1.21646772938298,"Fatty acids","Glycerolipids","Monoacylglycerols","2-[2-[2-(2-hydroxypropoxy)propoxy]propoxy]propan-1-ol",NA,NA,"CC(CO)OCC(C)OCC(C)OCC(C)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H26O5/c1-9(14)6-15-11(3)8-17-12(4)7-16-10(2)5-13/h9-14H,5-8H2,1-4H3","QVHMSMOUDQXMRS"
"35_169.09_0.5",35,169.094809843315,0.45533895,0.0012327845727681,2.90911280907517,3.11567423470855,1.63954439753968,"Amino acids and Peptides","Small peptides","Aminoacids","lysinium","Cc1c(c(c(cn1)CO)CO)O",NA,"C(CCN)CC(C(=O)O)N","InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",NA,"LXNHXLLTXMVWPM-UHFFFAOYSA-N","LXNHXLLTXMVWPM",NA,NA,NA,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","KDXKERNSBIXSRK"
"151_123.06_0.7",151,123.055598956531,0.7200533,0.00124840734851268,2.90364368360722,9.08754166400922,3.18389007342802,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","Amide PP",NA,NA,"C1=CC(=CN=C1)C(=O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)","DFPAKSUCGFBDDF"
"104_148.06_0.6",104,148.060493257088,0.5750869,0.00126672934778264,2.89731616753238,2.62329926228419,1.391382397609,"Amino acids and Peptides","Small peptides","Aminoacids","Glutamat","C(CC(=O)O)C(C(=O)O)N","NC(CCC(=O)O)C(=O)O","C(CC(=O)O)C(C(=O)O)N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",NA,"WHUUTDBJXJRKMK-UHFFFAOYSA-N","WHUUTDBJXJRKMK","WHUUTDBJXJRKMK","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)","WHUUTDBJXJRKMK-UHFFFAOYSA-N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)","WHUUTDBJXJRKMK"
"79_223.97_0.5",79,223.972218519982,0.53832173,0.00128513329440771,2.89105182484358,2.58652373878207,1.37101443247188,"Amino acids and Peptides","Small peptides","Aminoacids","P-serine",NA,NA,"C(C(C(=O)O)N)OP(=O)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)","BZQFBWGGLXLEPQ"
"250_258.07_1.9",250,258.074125437548,1.8552842,0.00130372995380616,2.88481235624004,5.52877890685405,2.46696088017904,"Carbohydrates","Saccharides","Glycerophosphocholines","null",NA,NA,"CC(=O)NCCOP(=O)(O)OCC(CO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H16NO7P/c1-6(10)8-2-3-14-16(12,13)15-5-7(11)4-9/h7,9,11H,2-5H2,1H3,(H,8,10)(H,12,13)","OZSOSOMDMHEXQY"
"96_188.07_0.6",96,188.074073878111,0.5674206,0.00130923159362807,2.88298352309151,1.82729773719844,0.869711723720815,"Alkaloids","Lysine alkaloids","Piperidine alkaloids","null",NA,NA,"C1CC=CC(C1)NCCS(=O)(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H15NO3S/c10-13(11,12)7-6-9-8-4-2-1-3-5-8/h2,4,8-9H,1,3,5-7H2,(H,10,11,12)","QYBHFBWGLSFIEN"
"56_392.95_0.5",56,392.94548011304,0.4901592,0.00135468734754597,2.86816092538238,2.43755484538797,1.28543468010494,"Alkaloids","Ornithine alkaloids","Polyamines","2-(2,4-dibromophenoxy)-N-(propan-2-ylcarbamoyl)acetamide",NA,NA,"CC(C)NC(=O)NC(=O)COC1=C(C=C(C=C1)Br)Br",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H14Br2N2O3/c1-7(2)15-12(18)16-11(17)6-19-10-4-3-8(13)5-9(10)14/h3-5,7H,6H2,1-2H3,(H2,15,16,17,18)","DXUSESKZVPFYSV"
"99_147.08_0.6",99,147.076684860766,0.5692322,0.00139397353885248,2.85574547016873,2.92485728847522,1.54836623350563,"Amino acids and Peptides","Small peptides","Aminoacids","glutamin","N[C@@H](CCC(O)=O)C(O)=O","NC(=O)CCC(N)C(=O)O|O=C1CCC(C(=O)O)N1|NC(CO)C(=O)O","C(CC(=O)N)C(C(=O)O)N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",NA,"WHUUTDBJXJRKMK-VKHMYHEASA-N","WHUUTDBJXJRKMK","ZDXPYRJPNDTMRX|ODHCTXKNWHHXJC|MTCFGRXMJLQNBG","InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)|InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)|InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)","ZDXPYRJPNDTMRX-UHFFFAOYSA-N|ODHCTXKNWHHXJC-UHFFFAOYSA-N|MTCFGRXMJLQNBG-UHFFFAOYSA-N","InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)","ZDXPYRJPNDTMRX"
"133_193.07_0.7",133,193.0681512957,0.66081923,0.00142687895333312,2.84561286790095,9.3252635055333,3.22114449241935,"Amino acids and Peptides","Small peptides","Aminoacids","S-(2-boronoethyl)-L-cysteine",NA,NA,"B(CCSCC(C(=O)O)N)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H12BNO4S/c7-4(5(8)9)3-12-2-1-6(10)11/h4,10-11H,1-3,7H2,(H,8,9)","OTJHLDXXJHAZTN"
"40_197.1_0.5",40,197.100974106442,0.47442687,0.00151421181117677,2.81981337054849,2.37916926259876,1.25045791389218,"Amino acids and Peptides","Small peptides","Aminoacids","arginine","N=C(N)NCCC[C@H](N)C(=O)O","CNc1c(OC)ccc(C(N)=O)c1O","C(CC(C(=O)O)N)CN=C(N)N","\"\"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1\"\"",NA,"ODKSFYDXXFIFQN-BYPYZUCNSA-N","ODKSFYDXXFIFQN","FRESVRQONWYDRN","InChI=1S/C9H12N2O3/c1-11-7-6(14-2)4-3-5(8(7)12)9(10)13/h3-4,11-12H,1-2H3,(H2,10,13)","FRESVRQONWYDRN-UHFFFAOYSA-N","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN"
"49_291.01_0.5",49,291.011866797247,0.48822495,0.00151875680897849,2.81851176199907,2.83038944051789,1.50100057081311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137_385.13_0.7",137,385.128876767751,0.66370046,0.00164381971179083,2.78414581603439,10.6423344120561,3.41174273776583,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","Ara-ahcy","C(CSC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)O)[C@@H](C(=O)O)N",NA,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N","\"\"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1\"\"",NA,"ZJUKTBDSGOFHSH-WFMPWKQPSA-N","ZJUKTBDSGOFHSH",NA,NA,NA,"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)","ZJUKTBDSGOFHSH"
"103_148.07_0.6",103,148.072910551266,0.57277817,0.0016900491870749,2.77210065552576,2.68663964438636,1.42580282744678,"Alkaloids","Lysine alkaloids","Piperidine alkaloids","4-methyl-5-oxo-hexanenitrile","C(CC(=O)O)C(C(=O)O)N",NA,"CC(CCC#N)C(=O)C","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",NA,"WHUUTDBJXJRKMK-UHFFFAOYSA-N","WHUUTDBJXJRKMK",NA,NA,NA,"InChI=1S/C7H11NO/c1-6(7(2)9)4-3-5-8/h6H,3-4H2,1-2H3","NWVJJSXURDQKFU"
"155_346.05_0.8",155,346.047447537927,0.7525022,0.00177826105430902,2.75000448289133,20.2241291644447,4.33800567753345,"Amino acids and Peptides","Small peptides","Dipeptides","Glutinal",NA,NA,"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)","RWSXRVCMGQZWBV"
"50_390.95_0.5",50,390.947186753104,0.4886804,0.00180099511935515,2.7444874641044,2.34930746674033,1.23223553911142,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","2-(4-methoxyphenyl)-2-sulfanylidene-6-(trifluoromethyl)-1H-[1,2,4]triazolo[4,3-d][1,3,4,2]thiadiazaphosphole",NA,NA,"COC1=CC=C(C=C1)P2(=S)NN3C(=NN=C3S2)C(F)(F)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H8F3N4OPS2/c1-18-6-2-4-7(5-3-6)19(20)16-17-8(10(11,12)13)14-15-9(17)21-19/h2-5H,1H3,(H,16,20)","CJRRMYSWLAXWRU"
"100_130.05_0.6",100,130.05017311371,0.5707168,0.00182284899667079,2.73924930645684,2.74559660423302,1.45711967361909,"Amino acids and Peptides","Small peptides","Aminoacids","Glutamat",NA,NA,"C(CC(=O)O)C(C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)","WHUUTDBJXJRKMK"
"165_251.07_0.8",165,251.069980311528,0.7705094,0.00188457993904153,2.72478543616699,8.16022858122956,3.02860956498936,"Amino acids and Peptides","Small peptides","Dipeptides","gammaGluCys","C(CC(=O)NC(CS)C(=O)O)[C@@H](C(=O)O)N","N[C@@H](CCC(=O)N[C@@H](CS)C(=O)O)C(=O)O","C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N","InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/t4-,5?/m0/s1",NA,"RITKHVBHSGLULN-ROLXFIACSA-N","RITKHVBHSGLULN","RITKHVBHSGLULN","InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/t4-,5-/m0/s1","RITKHVBHSGLULN-WHFBIAKZSA-N","InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)","RITKHVBHSGLULN"
"166_364.07_0.8",166,364.065690086849,0.7841255,0.00195711360400631,2.70838396424435,7.97314857182967,2.99514955256592,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","guanylate","c1nc2c(=O)[nH]c(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N",NA,"C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=N)N=C2O","InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1",NA,"RQFCJASXJCIDSX-UUOKFMHZSA-N","RQFCJASXJCIDSX",NA,NA,NA,"InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)","RQFCJASXJCIDSX"
"70_197.03_0.5",70,197.032362393603,0.50074196,0.00200804874652533,2.69722574865351,2.26746621546943,1.18108105521341,NA,NA,NA,NA,"COC(=O)C(CC1=CC=C(C=C1)O)N",NA,NA,"InChI=1S/C10H13NO3/c1-14-10(13)9(11)6-7-2-4-8(12)5-3-7/h2-5,9,12H,6,11H2,1H3/t9-/m0/s1",NA,"MWZPENIJLUWBSY-UHFFFAOYSA-N","MWZPENIJLUWBSY",NA,NA,NA,NA,NA
"62_235.06_0.5",62,235.056751320603,0.4917349,0.00203502237586773,2.69143081117465,2.47962963878035,1.31012465359754,"Alkaloids","Pseudoalkaloids","pteridine alkaloids","1H-Tetrazole, 5-(p-nitrobenzamido)-",NA,NA,"C1=CC(=CC=C1C(=O)NC2=NNN=N2)[N+](=O)[O-]",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H6N6O3/c15-7(9-8-10-12-13-11-8)5-1-3-6(4-2-5)14(16)17/h1-4H,(H2,9,10,11,12,13,15)","ODLUTVBIDGJWAA"
"97_120.07_0.6",97,120.065838178875,0.567822,0.00205089292864618,2.6880570123337,4.10666922550037,2.03796874913138,"Amino acids and Peptides","Small peptides","Aminoacids","Threonin","C[C@H]([C@@H](C(=O)O)N)O",NA,"CC(C(C(=O)O)N)O","\"\"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1\"\"",NA,"AYFVYJQAPQTCCC-GBXIJSLDSA-N","AYFVYJQAPQTCCC",NA,NA,NA,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)","AYFVYJQAPQTCCC"
"189_162.08_0.9",189,162.07620859509,0.89955974,0.00207870855182947,2.68220639725106,6.99507036634792,2.80633857013779,"Amino acids and Peptides","Small peptides","Dipeptides","N-Acetylthreonine",NA,"CC(=O)OCCC(N)C(=O)O","CC(C(C(=O)O)NC(=O)C)O",NA,NA,NA,NA,"FCXZBWSIAGGPCB","InChI=1S/C6H11NO4/c1-4(8)11-3-2-5(7)6(9)10/h5H,2-3,7H2,1H3,(H,9,10)","FCXZBWSIAGGPCB-UHFFFAOYSA-N","InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)","PEDXUVCGOLSNLQ"
"88_185.03_0.6",88,185.032353833931,0.55073,0.00214739854295115,2.66808734590293,4.33995988647703,2.11768170814254,"Amino acids and Peptides","Small peptides","Aminoacids","4-ureidobutanoic acid","C[N+](C)(C)CCOP(=O)(O)O",NA,"C(CC(=O)O)CNC(=O)N","InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1",NA,"YHHSONZFOIEMCP-UHFFFAOYSA-O","YHHSONZFOIEMCP",NA,NA,NA,"InChI=1S/C5H10N2O3/c6-5(10)7-3-1-2-4(8)9/h1-3H2,(H,8,9)(H3,6,7,10)","QYTWIMMLQKHPGL"
"423_377.32_8.5",423,377.320753290709,8.455139,0.00215208697331235,2.66714018130195,4.21448358722068,2.07535586442975,"Terpenoids","Steroids","Cholestane steroids","null","O=C([C@](N1)(SC)CC2=CNC3=C2C=CC=C3)N[C@](C(C)C)(SC)C1=O",NA,"CC(C=CC(C)C(=C)C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C","InChI=1S/C18H23N3O2S2/c1-11(2)18(25-4)16(23)20-17(24-3,15(22)21-18)9-12-10-19-14-8-6-5-7-13(12)14/h5-8,10-11,19H,9H2,1-4H3,(H,20,23)(H,21,22)/t17-,18-/m1/s1",NA,"JXDWMFMAEDSXNI-QZTJIDSGSA-N","JXDWMFMAEDSXNI","CPRUTHPUWILGGA","nan","nan","InChI=1S/C28H42O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h7-10,19-20,22,24-26,29H,1,11-17H2,2-6H3","BVOOLULFYOLJAW"
"84_255.1_0.5",84,255.097527042454,0.54697776,0.00219493042680706,2.65857924113149,2.12466464516504,1.08723514575023,"Carbohydrates","Nucleosides","Pyrimidine nucleos(t)ides","ribosylnicotinamide",NA,NA,"C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1","JLEBZPBDRKPWTD"
"140_348.07_0.7",140,348.070441133564,0.67147744,0.00224414277575653,2.6489495160653,6.50214735798627,2.70091625215669,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","[(2R,3S,4R,5R)-5-(2-amino-6-oxo-7,8-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","Nc1c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1",NA,"C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N","InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1","UDMBCSSLTHHNCD-KQYNXXCUSA-N","UDMBCSSLTHHNCD-KQYNXXCUSA-N","UDMBCSSLTHHNCD",NA,NA,NA,"InChI=1S/C10H16N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h3,5-6,9,12,16-17H,1-2H2,(H2,19,20,21)(H3,11,13,14,18)","PRELUFZXUIIWGM"
