row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20240710_CVOL_mapp_01_82_blk.mzML Peak height,20240710_CVOL_mapp_01_82_006.mzML Peak height,20240710_CVOL_mapp_01_82_010.mzML Peak height,20240710_CVOL_mapp_01_82_008.mzML Peak height,20240710_CVOL_mapp_01_82_005.mzML Peak height,20240710_CVOL_mapp_01_82_015.mzML Peak height,20240710_CVOL_mapp_01_82_007.mzML Peak height,20240710_CVOL_mapp_01_82_014.mzML Peak height,20240710_CVOL_mapp_01_82_011.mzML Peak height,20240710_CVOL_mapp_01_82_003.mzML Peak height,20240710_CVOL_mapp_01_82_009.mzML Peak height,20240710_CVOL_mapp_01_82_013.mzML Peak height,20240710_CVOL_mapp_01_82_001.mzML Peak height,20240710_CVOL_mapp_01_82_002.mzML Peak height,20240710_CVOL_mapp_01_82_004.mzML Peak height,20240710_CVOL_mapp_01_82_012.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_00.mzML Peak height,20240710_CVOL_mapp_01_82_qc_01.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_02.mzML Peak height,20240710_CVOL_mapp_01_82_qc_04.mzML Peak height,20240710_CVOL_mapp_01_82_qc_03.mzML Peak height,20240710_CVOL_mapp_01_82_qc_02.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_01.mzML Peak height,
98,265.02312664673263,0.5691755,,,,,,,,,,,1184275.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,147.07668486076602,0.5692322,,,,,,,,,,,0,3528572.5,1959374.9,4551125.0,3703265.0,8957028.0,3611708.2,1.0767657E7,5869651.5,1.2559413E7,5067001.0,1.3340262E7,1.0213598E7,1.4092358E7,8161853.5,1.0479888E7,1.6391373E7,1.4850061E7,1.6146045E7,1.5059961E7,1.3877006E7,1.5194014E7,1.7143826E7,
100,130.05017311370992,0.5707168,,,,,,,,,,,0,5383987.0,3481268.2,7056451.5,5751645.0,1.2628105E7,5555125.0,1.5274599E7,9581767.0,1.8284652E7,8274553.5,1.9295624E7,1.4653819E7,2.0453266E7,1.1808525E7,1.6147399E7,2.1341736E7,2.0214492E7,2.1811278E7,2.1983974E7,1.9943394E7,2.1232518E7,2.3068312E7,
101,277.13945870741986,0.5707753,,,,,,,,,,,0,215363.94,223675.7,320836.9,244453.58,479407.47,236200.7,507943.62,651909.94,1294817.8,518849.28,785120.44,760116.75,1518989.6,590463.8,905475.0,1731015.0,1576791.0,1803435.2,1663280.4,1583459.6,1597171.5,2004254.8,
102,292.1979269755847,0.5710357,,,,,,,,,,,0,173382.58,353666.1,207604.48,288994.06,196687.17,196083.73,136531.92,176833.33,66100.84,146237.44,82338.84,97835.21,56661.125,131832.1,113490.83,76729.27,69973.05,0,147175.3,101720.98,92858.305,61118.58,
103,148.0729105512663,0.57277817,,,,,,,,,,,0,80914.28,52303.098,97976.39,89326.555,181733.3,91885.32,234225.34,140994.83,274778.03,141500.5,271399.8,216391.4,299943.34,176359.75,254486.14,391866.47,329481.62,321434.0,322496.53,280510.78,321193.84,375476.06,
104,148.0604932570877,0.5750869,,,,,,,,,,,0,1.0046564E7,7082018.0,1.2517893E7,1.0462582E7,2.101147E7,9886908.0,2.5653706E7,1.8266044E7,3.0732048E7,1.655124E7,3.2123462E7,2.6664758E7,3.4600344E7,2.0578982E7,2.955642E7,3.7549804E7,3.4758024E7,3.7782548E7,3.5686772E7,3.1786446E7,3.6173788E7,3.9581824E7,
105,149.06379944648654,0.5750997,,,,,,,,,,,0,0,0,710049.1,0,0,556376.44,0,1056828.2,0,0,0,0,0,1172951.0,0,2008485.0,1990865.1,2186997.8,2063697.4,1894221.5,2026391.5,2293418.8,
106,249.04605745303002,0.57542527,,,,,,,,,,,398972.8,0,55346.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,399.1447368916848,0.57580495,,,,,,,,,,,0,334039.28,456248.53,503406.28,367275.88,509138.06,311149.47,512140.8,858667.5,1803787.5,716997.4,764392.94,1158785.6,2209136.2,925267.25,1400815.9,1985771.9,1839698.6,1985027.1,1800373.5,1610070.6,1940282.5,2358460.2,
108,219.02661407900862,0.57734925,,,,,,,,,,,337681.75,355016.47,707376.5,617784.3,524955.56,1293287.5,435513.6,1742649.4,2041625.9,2023677.0,1626711.8,1875011.6,1531318.8,2223621.2,1448346.5,2929448.0,1863159.6,1724676.8,1944446.2,1669469.5,1695556.8,1713556.5,2007190.9,
109,184.07339934265025,0.5782038,,,,,,,,,,,0,0,442684.9,0,74350.06,1294403.8,0,1518428.8,1054313.8,65590.63,901632.8,1960058.2,0,0,0,1765811.2,1206389.8,1190052.0,1258664.8,1285696.4,1239744.4,1179472.6,1287289.4,
110,309.13795403107997,0.57984585,,,,,,,,,,,0,1112308.4,839797.2,1237258.2,1109534.1,1680391.6,1005490.94,1557118.4,1174243.5,1687319.1,1223401.2,1845495.6,1636466.8,1936262.2,1315840.5,1772675.0,2079996.4,1895680.2,1917070.1,1943839.8,1882988.9,1887844.6,2079031.0,
111,258.11023739388,0.58061004,,,,,,,,,,,0,519603.4,596470.1,674741.94,398401.56,559780.75,505097.8,597463.8,1129933.1,1983112.5,1034115.3,713629.25,1317126.9,2330539.0,1305751.0,1501895.5,2009269.8,1682132.6,2090776.6,1824249.0,1639839.1,1832239.0,2210169.2,
112,239.04283578075447,0.58153385,,,,,,,,,,,0,1676292.4,1112820.0,2095145.6,1729125.9,3391277.8,1582839.8,3966014.5,3023991.2,4477045.0,2427223.2,4706957.0,4000907.2,5667033.5,2890600.2,4274681.5,6340918.0,6334962.5,6820775.0,6544314.0,5976764.5,6416088.0,6921479.0,
113,381.07934665991763,0.58925194,,,,,,,,,,,0,171269.64,421512.25,209510.31,344813.4,458814.84,159352.7,683070.6,267834.62,1171673.8,247639.1,952861.75,750282.2,1224439.5,506482.22,906483.5,1429658.6,1368349.9,1378251.5,1317859.1,1337613.1,1308686.2,1443505.8,
114,217.12960475758427,0.59223574,,,,,,,,,,,0,173796.83,146856.33,215983.69,156886.06,289910.1,230084.45,391426.16,464905.3,946651.56,403144.44,564755.7,598418.1,1119735.6,497161.2,867331.7,1155940.4,957965.75,1091362.0,925141.6,879779.1,919623.4,1199459.1,
115,203.05266408624465,0.59369534,,,,,,,,,,,5700782.0,321711.78,862862.7,552481.06,444998.62,726245.56,403306.03,738134.5,1414142.5,1120974.0,1095066.2,691411.6,783979.2,1068831.9,1061690.1,1307936.2,794724.4,775531.5,842324.3,830905.06,857159.7,805841.06,860038.56,
116,365.1057089872397,0.5976796,,,,,,,,,,,404924.5,88341.58,327154.75,109850.53,177285.34,165676.77,73869.45,156554.39,90522.58,289098.3,92083.06,203199.58,156903.17,249602.77,160500.42,200133.23,269321.1,261970.88,263284.6,304960.22,278766.25,244140.1,292428.97,
117,133.05976430359888,0.6025892,,,,,,,,,,,0,1786872.2,1428190.8,1882396.8,1677602.5,2720989.2,0,3630312.5,2482212.8,6637860.5,2480654.5,5649580.5,0,8493753.0,3470318.8,8039495.5,7177043.0,7413991.5,7573555.5,6510547.5,6352768.5,7898457.5,8125794.5,
118,144.04786881279412,0.60335463,,,,,,,,,,,0,589707.06,0,627301.94,594558.5,731106.4,474072.9,740180.56,616320.0,1414946.8,663574.44,1024716.6,1068819.6,1467065.0,850362.25,1280403.8,1268075.6,1305578.4,1310454.2,1282257.0,1236760.6,1283143.2,1478378.8,
119,335.0637335143854,0.60501087,,,,,,,,,,,0,219986.1,165077.56,283054.34,224091.81,523247.16,254291.55,759230.25,604662.3,1143140.1,446671.44,926019.44,847101.7,1254427.5,769041.56,1044340.0,1330542.4,1309093.8,1362390.6,1119176.8,1213822.0,1328771.8,1289022.8,
120,122.07140804544507,0.60587186,,,,,,,,,,,0,940410.25,0,1050171.2,909995.2,1172683.6,756074.7,1202293.0,938619.8,2189364.8,1038057.6,1543883.4,1598015.2,0,1303135.2,1909087.9,0,1893015.4,0,2124180.0,1913778.0,2095394.6,2199106.0,
121,173.09223414030987,0.60597533,,,,,,,,,,,0,126278.38,63853.246,146835.98,142439.27,349581.25,134064.66,493719.03,236249.73,757092.9,220703.53,749569.7,562041.5,1126459.1,432050.75,581782.8,1049124.6,979421.94,1082459.9,855246.44,885233.7,983735.25,1100648.1,
122,180.0866952659367,0.6089297,,,,,,,,,,,384084.34,105634.54,291151.38,159507.92,163617.22,189752.89,123422.94,202815.75,354858.4,191844.1,249980.88,198504.62,155381.8,217012.52,200642.48,266834.6,194850.34,228307.5,218640.58,208694.17,247762.48,189880.52,178734.22,
123,198.09723970069922,0.6121948,,,,,,,,,,,1089550.5,262119.97,641646.7,400839.2,379739.2,507137.28,280978.3,567760.44,862800.25,488115.88,626161.06,459770.6,456103.2,506537.53,541234.9,622377.0,479911.97,501829.72,523228.7,488124.4,504628.9,450908.6,439396.44,
124,265.1118371288871,0.616779,,,,,,,,,,,0,1.9576698E7,0,0,1.9195754E7,2.2374826E7,1.4735611E7,2.1713318E7,1.814704E7,3.4199776E7,1.9832586E7,2.7155618E7,2.824314E7,3.6255944E7,2.3764642E7,3.404574E7,3.1455466E7,3.1728276E7,3.2791994E7,3.106139E7,3.0470854E7,3.1010506E7,3.4034532E7,
125,146.16531656168894,0.61913854,,,,,,,,,,,0,193007.67,213597.3,233247.12,128681.93,0,112350.64,102440.53,209997.33,420154.22,175022.47,142306.0,188105.69,489172.12,223006.03,310732.6,587697.4,0,0,673432.3,701678.7,705877.9,0,
126,133.56158200492206,0.619548,,,,,,,,,,,0,0,179436.92,0,197701.08,0,0,0,0,0,0,646470.75,630015.3,0,0,957886.0,890507.7,924491.0,0,0,0,0,0,
127,360.1501533435028,0.6266896,,,,,,,,,,,256231.33,137697.08,361651.3,147215.72,225503.64,156778.97,107407.086,121591.87,64293.41,87666.23,60903.375,107687.695,96203.06,62828.824,89892.625,0,108529.76,110057.1,103986.19,106001.91,113927.18,96982.4,108460.36,
128,227.0793404891072,0.63621825,,,,,,,,,,,0,492552.47,226511.11,654063.1,561779.25,1699792.8,868757.56,1804442.6,1347390.4,1084114.4,1107877.2,1534422.5,1387617.1,605323.4,1274117.9,847273.06,576516.7,632709.56,594786.44,984752.3,851788.4,647200.75,409250.94,
129,211.1054684715284,0.6402612,,,,,,,,,,,0,148079.19,96749.93,177249.4,159477.45,297270.62,205730.45,266062.8,262389.34,209932.6,258232.1,244946.27,268806.88,0,293783.06,170590.06,85002.62,113936.52,89079.97,155484.86,136407.22,0,0,
130,170.0812435930181,0.64966714,,,,,,,,,,,69332.11,109508.18,139445.3,152949.39,108172.84,192121.6,170228.22,300867.66,395877.66,388763.94,345048.72,353804.53,340820.66,619886.6,304148.78,553469.7,653499.1,577368.75,603906.3,421264.47,446244.8,544264.25,634502.7,
131,162.07613306805095,0.6511234,,,,,,,,,,,0,1281522.2,793176.06,1680516.5,1310375.8,3630242.2,1676517.9,5444996.5,3487164.8,8115828.5,3205585.0,7866340.0,5977669.5,1.009664E7,4829622.5,7580469.0,9892664.0,9513968.0,9913806.0,8186177.0,8382093.5,9261567.0,1.078714E7,
132,249.108220849736,0.6528377,,,,,,,,,,,0,87113.65,0,118845.86,111256.32,283864.94,98928.414,409147.03,217997.02,697600.0,167740.8,653960.44,424464.62,1077006.0,334941.25,485171.56,1231305.2,1270913.5,1343727.5,1014905.1,1028980.0,1135486.4,1428170.0,
133,193.06815129569998,0.66081923,,,,,,,,,,,0,66378.15,78773.97,70112.836,72753.92,201451.45,101921.22,346130.53,337181.72,775588.8,265849.9,609372.4,659762.0,1011413.5,454975.12,660542.56,843309.25,890838.06,915700.6,765075.4,780629.75,1001216.9,1058558.6,
134,664.1168967851177,0.6612634,,,,,,,,,,,0,84654.375,70319.08,136715.03,131983.47,299125.8,144166.92,471918.62,439014.7,871887.2,305206.16,801162.75,719620.7,1381882.1,473805.84,718430.8,1423197.4,1470295.4,1840529.5,1439403.2,1433760.1,1680697.6,1642405.5,
135,189.12344003580202,0.661932,,,,,,,,,,,0,2231737.0,1284873.0,3167233.5,2592150.8,7924449.0,3105410.5,1.3197394E7,7498776.5,2.0048422E7,6849221.5,1.937246E7,1.463571E7,2.713338E7,1.1580409E7,1.6169266E7,2.7444116E7,2.5853094E7,2.758248E7,2.283641E7,2.326951E7,2.5482204E7,2.8654864E7,
136,256.08161285598317,0.6636678,,,,,,,,,,,0,176206.98,118111.945,276609.9,163228.42,462964.97,210823.88,708471.75,637943.4,1419740.2,588969.4,992709.44,1023561.25,1876188.5,877118.75,1422393.0,1811429.9,1667469.2,1824647.1,1281404.2,1356837.5,1427546.9,1786868.8,
137,385.1288767677508,0.66370046,,,,,,,,,,,0,131149.7,120504.91,193480.84,162554.69,471692.22,222060.02,962311.6,834326.75,2091981.2,692494.8,1523123.8,1626837.4,2649935.0,1179310.1,1815042.8,2232195.2,2165506.8,2508671.8,2075208.6,2076012.8,2281672.5,2325973.0,
138,386.0262922415834,0.66483057,,,,,,,,,,,0,50194.98,0,73958.31,56190.902,268898.53,94672.72,432052.3,312569.38,639277.6,279370.06,642236.1,600830.0,696220.06,445828.3,675944.0,583686.4,564685.7,627943.2,637432.5,579572.9,589709.8,546649.4,
139,269.16090822047533,0.6675923,,,,,,,,,,,0,65776.914,61014.844,69204.33,75850.586,150860.42,85804.1,234443.34,185003.28,449960.3,160568.34,369199.66,339104.1,752068.8,237479.58,452063.53,489281.1,552743.75,558065.9,468153.25,472013.44,546576.8,573427.06,
140,348.0704411335644,0.67147744,,,,,,,,,,,0,1334672.4,1102638.2,2117689.5,1475366.0,4286425.5,1812481.0,6751503.0,6235454.0,1.1460176E7,5430387.5,9949218.0,9691298.0,1.5656064E7,7018315.5,1.1634318E7,1.5063091E7,1.5119156E7,1.6681675E7,1.4081279E7,1.4696087E7,1.6363929E7,1.5935838E7,
141,208.06384177040468,0.6730146,,,,,,,,,,,0,0,55665.72,94330.695,0,151119.14,54927.473,255416.38,408642.8,824174.2,349638.62,445818.8,522246.75,1008353.2,468144.9,1096075.9,820958.25,769172.1,765808.9,685542.9,705729.9,798723.6,850262.6,
142,332.56193520695524,0.6742624,,,,,,,,,,,0,436257.47,399706.2,605145.2,473556.34,777423.4,498225.16,856376.56,942671.0,1185292.0,753083.6,967831.8,1039584.06,1777972.8,753893.1,922420.44,2096767.8,2238956.5,2181566.8,1988852.2,2112271.2,2221944.2,2284893.0,
143,133.05981339469994,0.6844863,,,,,,,,,,,0,0,0,0,0,0,1314497.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,122.07140350222605,0.6844888,,,,,,,,,,,0,0,676453.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,265.11201917964604,0.6844888,,,,,,,,,,,0,0,1.3923367E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,225.1233183232995,0.6910378,,,,,,,,,,,0,0,0,0,0,0,97951.17,365884.2,316563.66,702695.44,322411.5,471871.66,473971.75,780728.1,430062.78,650967.4,524552.75,521008.78,528311.3,507684.84,456206.6,525424.0,618403.1,
147,144.04788176979613,0.6916764,,,,,,,,,,,0,0,435584.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,298.9932025490041,0.69696987,,,,,,,,,,,0,0,0,73044.56,0,146642.28,0,194455.9,171463.84,463475.7,118013.1,322079.7,278687.03,589162.06,232053.17,353901.25,565370.8,579621.9,571991.44,540479.6,521131.3,578091.8,610394.44,
149,174.89609394028537,0.6999878,,,,,,,,,,,0,0,0,63286.12,0,230196.4,57891.105,385971.03,248976.2,625086.94,230215.4,534683.4,422002.12,503555.56,358002.1,585507.8,512194.47,482112.56,472877.75,498284.56,470885.4,431843.28,437257.66,
150,213.12348416182215,0.70026994,,,,,,,,,,,0,147378.5,60606.637,205581.31,175378.38,582209.4,220463.72,1018469.56,397505.34,1183527.2,362060.97,1303769.5,860614.25,1585275.5,744655.25,782531.75,1671872.8,1567551.9,1616572.5,1393807.8,1419477.4,1594433.0,1711575.1,
151,123.05559895653141,0.7200533,,,,,,,,,,,61839.92,0,103467.86,0,0,0,0,358681.84,430512.62,490416.5,324372.03,396981.72,355933.3,640146.3,332752.75,423233.7,730594.2,749432.94,747365.0,747290.4,726046.1,779332.06,752416.8,
152,133.0321293944646,0.7381499,,,,,,,,,,,0,124438.805,148701.3,220316.61,142627.17,721424.3,242269.95,1281562.1,1123130.1,1533141.2,914094.1,1570287.0,1167663.5,1801321.0,1078570.9,1984210.4,1759499.6,1732803.1,1919650.2,1571745.6,1558198.8,1723931.4,2027900.4,
153,150.05858169349847,0.7381499,,,,,,,,,,,0,376501.94,431722.4,608992.0,442930.78,2009440.0,738351.0,3776091.5,3231456.5,4546226.0,2697895.8,4556922.5,3479685.5,5389338.0,3156026.2,5881802.5,5642140.5,5372850.0,5682180.0,4615406.5,4704406.5,5048658.0,5980712.0,
154,308.09146916854974,0.750326,,,,,,,,,,,0,2845307.2,2122053.0,4323262.5,3217233.2,1.2409063E7,4451453.5,2.3245582E7,1.8882134E7,4.2356236E7,1.4834808E7,3.1929558E7,2.844787E7,5.3366936E7,2.1556318E7,3.575841E7,5.0818296E7,5.46576E7,5.383008E7,4.1802836E7,4.7236404E7,4.764704E7,6.3035964E7,
155,346.0474475379273,0.7525022,,,,,,,,,,,0,101784.68,58087.168,191447.5,124077.016,894498.9,227745.56,2141918.0,1401085.6,4174686.8,1223999.4,3256137.8,2610307.0,4304526.0,1956227.8,3170500.2,4048877.8,4178212.0,3967613.5,3369720.5,3616183.5,3289561.2,4448109.0,
156,330.0735047119611,0.7526583,,,,,,,,,,,0,204476.23,149572.1,288682.03,225228.2,551757.1,304173.1,807531.3,764542.06,1278232.5,702692.8,848066.0,988341.9,1155755.4,933358.8,934806.4,990904.4,1077578.8,1002929.4,973119.3,998829.94,908783.2,1104591.4,
157,227.13933801893492,0.76007766,,,,,,,,,,,0,67799.38,75303.34,103884.414,64741.203,247893.7,158216.5,425236.5,507884.25,756670.8,518084.03,544997.6,535363.3,760457.56,490525.88,919168.06,792729.94,858458.75,746224.4,732703.94,745478.75,756106.6,868075.5,
158,137.04602428704231,0.7652039,,,,,,,,,,,0,1124578.4,1086147.6,1784142.2,1350212.1,5172378.5,3708450.8,9522238.0,5577284.0,7609768.5,5704410.0,9043991.0,7161790.0,6484420.5,7115859.0,6178780.5,7516569.5,7980169.0,8215377.0,8180465.5,8153194.0,8633244.0,9266054.0,
159,225.1235949116284,0.76549226,,,,,,,,,,,0,195547.02,255918.16,313825.66,261830.78,988185.75,601421.7,1764191.5,1790723.4,2818691.2,1622132.2,2176288.8,2228343.2,2405949.8,2223192.2,2700467.2,2358996.8,2468768.5,2330077.5,2439962.2,2255181.8,2557392.5,2443741.8,
160,148.04307063353167,0.7666405,,,,,,,,,,,0,0,0,0,55176.535,226816.27,0,555737.25,0,457181.94,225247.67,712179.44,372965.56,352983.72,372685.22,550100.5,481111.53,456422.94,457261.53,413178.78,427336.06,0,572566.3,
161,175.10806001976542,0.7669347,,,,,,,,,,,0,0,0,0,0,187415.55,79346.98,0,0,0,0,0,517712.78,766521.1,0,456372.2,0,542637.2,560951.0,0,547143.25,580302.7,706596.94,
162,307.0834200075764,0.76755375,,,,,,,,,,,0,100307.72,128761.48,140261.11,131174.3,258270.61,145011.0,363411.0,550854.25,951041.5,406319.66,676070.9,699258.7,1406865.0,474021.38,862892.7,1702651.5,2005210.6,2112897.8,1586190.6,1746686.2,2101894.5,2271696.2,
163,124.03967446311853,0.7684775,,,,,,,,,,,0,178455.67,273798.0,318840.4,236914.31,1051394.2,632472.7,2115671.0,2005166.5,2305731.2,1895492.5,2302958.8,2082453.9,2281675.5,2057683.4,2472248.5,2523607.8,2663004.8,2475817.5,2592391.2,2579508.0,2765306.8,2810885.2,
164,194.08484373736724,0.76983035,,,,,,,,,,,0,276785.94,317331.53,450826.03,337196.38,1358286.8,721218.75,2155126.0,2324763.2,4393284.5,2371770.8,3108923.0,3595614.8,5025544.5,0,4619235.5,4424216.5,4487781.0,4366589.5,4090168.2,4295699.5,4516002.5,5055567.5,
165,251.06998031152753,0.7705094,,,,,,,,,,,0,64741.953,0,108017.28,89531.93,392143.03,118237.92,662554.8,302158.22,846318.4,294389.7,1010513.06,664244.2,1097786.5,496883.84,740189.3,1036996.9,1064630.1,1064259.9,933142.4,882510.5,1017588.9,1180549.5,
166,364.0656900868494,0.7841255,,,,,,,,,,,0,82708.45,89120.83,157987.02,99855.03,359334.25,142687.58,591047.06,709370.06,1093895.4,486452.28,812852.06,872194.1,1318564.6,568302.8,1131255.6,1280169.1,1353783.1,1441468.4,1243610.8,1294512.5,1388168.0,1383939.8,
167,182.08141081488995,0.7881251,,,,,,,,,,,0,385706.84,333698.3,721176.75,499373.34,2431537.2,0,0,0,3986437.5,0,0,3505892.2,4022885.2,0,3598449.5,0,0,4858291.0,0,0,0,4744975.0,
168,190.07115937782459,0.78932095,,,,,,,,,,,0,0,0,0,0,0,0,72750.98,227474.1,245483.03,150237.14,106835.76,144848.22,392050.6,120250.61,512922.88,732486.4,849379.1,900402.5,660605.3,710486.9,868946.3,842939.0,
169,165.05476145924206,0.792112,,,,,,,,,,,0,68620.375,0,130699.016,0,0,0,0,0,731572.9,0,0,0,755709.44,0,0,0,0,0,0,0,0,0,
170,309.1380436214402,0.7948741,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643291.06,590730.75,566276.25,0,617456.6,0,628613.5,
171,148.09693105398148,0.8030808,,,,,,,,,,,0,108070.164,99379.29,175897.34,118618.48,0,0,0,0,0,0,0,0,0,0,1972967.5,0,0,2072237.0,0,0,0,0,
172,132.10220008860935,0.8062137,,,,,,,,,,,0,0,0,0,0,2471668.8,1526545.4,0,0,7990004.5,0,0,0,7798893.5,0,0,0,9746037.0,9997382.0,9125061.0,0,0,9899433.0,
173,362.99942892444,0.806763,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,299565.56,0,637739.7,0,473064.06,611836.1,0,540729.3,471217.56,499477.78,518382.06,577745.6,
174,157.02460312777055,0.80830365,,,,,,,,,,,0,153240.61,73519.79,180561.34,152711.12,307273.84,152280.55,269427.75,169688.69,234689.2,143434.12,318234.7,259646.52,259074.2,219735.0,255137.75,250168.38,298047.75,283482.94,270334.84,274436.28,289843.78,302381.84,
175,144.04795243233247,0.81052846,,,,,,,,,,,0,0,0,0,0,0,0,0,0,926357.94,0,0,0,914711.6,0,868464.25,839535.1,801330.2,799603.25,832509.25,824267.94,831121.3,816944.44,
176,159.07657694938663,0.8134718,,,,,,,,,,,0,0,0,0,0,0,0,0,311668.72,0,295718.94,0,0,0,443938.53,0,0,0,0,0,0,0,0,
177,141.0660040954004,0.8148979,,,,,,,,,,,0,0,0,0,0,0,0,0,261617.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,284.09914618820346,0.81502765,,,,,,,,,,,0,0,0,0,0,0,120261.52,928268.4,0,731117.8,0,922633.5,1135627.5,468987.03,0,470714.1,725181.25,888435.44,762338.0,998655.75,931369.0,1003796.1,765692.06,
179,268.1037013542023,0.8182887,,,,,,,,,,,0,0,1055327.8,2328036.5,1098244.0,0,6432155.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,174.8961480473945,0.81830907,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,357876.25,0,0,0,0,0,0,0,334003.7,343090.56,
181,153.040837289516,0.8192693,,,,,,,,,,,0,91568.55,0,159126.12,111815.23,0,397777.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,265.11206758473355,0.822463,,,,,,,,,,,0,0,0,0,0,0,0,1.9202064E7,0,2.5147458E7,0,2.33179E7,2.4201082E7,2.4294282E7,2.171276E7,2.5978854E7,2.4006596E7,2.322286E7,2.2703912E7,2.2714662E7,2.3207886E7,2.2774448E7,2.3351086E7,
183,122.0714544817029,0.8243315,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1206537.0,0,1125504.6,0,1230194.2,0,1191713.9,1134885.2,1108367.6,1061028.8,1161140.1,1160173.1,1160469.6,1147688.6,
184,325.0433238242072,0.82752585,,,,,,,,,,,0,217260.97,204187.55,266121.4,219540.36,372210.44,219477.64,542693.7,0,0,0,695665.3,0,1284683.9,720732.75,1109523.2,1162718.9,0,1103702.1,1067923.5,1140099.4,1130943.6,1202732.1,
185,399.14502060507147,0.84740615,,,,,,,,,,,0,0,0,0,0,174026.33,0,184313.8,365587.5,0,346003.0,0,0,0,312153.06,0,0,0,0,305015.16,0,0,0,
186,162.05845461198106,0.8508624,,,,,,,,,,,0,449002.56,230864.34,586387.94,514027.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,355.1550955791751,0.8612253,,,,,,,,,,,0,0,0,0,0,0,0,57681.734,87453.0,431751.6,0,108098.63,203131.6,399940.66,131198.97,249493.77,259846.25,413537.22,400261.28,389894.9,377644.25,382597.2,274946.4,
188,146.16538203365047,0.8637711,,,,,,,,,,,0,0,150311.73,170970.17,109708.1,107873.06,0,112591.26,194769.0,340016.25,174238.84,151842.39,172679.48,245996.67,224400.83,251953.02,302063.1,487943.1,409980.06,504044.06,504809.44,367662.88,201486.48,
189,162.07620859509024,0.89955974,,,,,,,,,,,0,0,0,0,0,409229.8,145496.06,453591.47,245353.88,499540.44,246778.42,574591.5,428124.47,753925.6,386435.34,456972.3,744988.94,693369.3,754461.2,546081.44,599559.25,668175.25,800466.7,
190,174.88671121011348,0.9430357,,,,,,,,,,,0,0,0,0,0,0,0,115065.734,103693.24,291324.88,68304.555,199479.1,164836.72,346091.88,104570.69,249599.3,393281.0,369688.47,367653.66,319520.53,354761.0,293938.47,313273.2,
191,268.1037281772902,0.9436214,,,,,,,,,,,0,1011843.8,0,0,0,1110729.8,666896.44,1970586.0,2422113.5,0,1054294.4,2276131.0,2046385.9,0,2432697.2,0,3836103.5,0,0,3321565.8,3457589.0,0,0,
192,132.10216730107027,0.94369245,,,,,,,,,,,0,1617780.4,1566129.8,1878638.9,1648843.1,4068392.0,1170066.1,0,0,0,0,0,0,8117196.5,0,8144833.5,7118448.0,6533675.0,7233237.5,0,0,0,7376963.5,
193,258.1105158141085,0.95055,,,,,,,,,,,0,0,0,0,0,0,0,0,100874.06,227988.02,54624.598,58225.125,106833.664,310618.0,100770.46,164895.95,287624.28,270452.3,286377.38,220555.94,224887.94,230312.0,263816.16,
194,283.0363983604241,0.95138735,,,,,,,,,,,0,0,0,0,0,0,0,0,0,173081.89,0,82942.836,71381.53,233713.11,0,125142.734,319586.44,282769.12,296916.6,223328.89,251684.31,218568.28,243992.92,
195,141.0660216872369,0.996425,,,,,,,,,,,0,0,0,0,0,0,0,490020.8,329967.66,0,240958.14,0,485292.22,0,356453.75,403955.38,0,866891.2,0,773229.4,0,0,0,
196,159.0765818947608,1.002704,,,,,,,,,,,0,0,0,141554.45,0,0,0,648959.6,424563.38,0,323992.1,0,638679.3,0,437942.34,540645.1,0,1186931.2,0,1028533.25,1066439.1,0,0,
197,162.07617858964596,1.01348,,,,,,,,,,,0,184755.69,89612.69,236300.02,194948.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,284.09900941504293,1.0458509,,,,,,,,,,,0,172935.47,112707.89,214938.52,135502.25,217479.02,119183.87,171030.2,132896.92,316313.44,109726.164,231224.97,197955.36,0,175980.95,0,0,318502.12,0,257161.78,283935.38,328654.7,0,
