cluster index	parent mass	RTMean	ATTRIBUTE_sample_group:GNPSGROUP:WT	ATTRIBUTE_sample_group:GNPSGROUP:sDelta	ATTRIBUTE_sample_group:GNPSGROUP:pDelta	ATTRIBUTE_sample_group:GNPSGROUP:psDelta	ATTRIBUTE_sample_group:GNPSGROUP:blank	ATTRIBUTE_sample_group:GNPSGROUP:qc	component	#Scan#	Compound_Name
219	174.89618664562107	1.2975371	0.0	0.0	0.0	0.0	0.0	40002.397142857146	8	219.0	Spectral Match to L-Arginine from NIST14
220	162.07621133436385	1.3207283	39137.7025	0.0	0.0	0.0	0.0	35006.060000000005	7		
221	348.0705499081375	1.3237456	119231.5925	0.0	76578.495	126423.22999999998	0.0	235313.17857142855	2	221.0	INOSINE 5'-MONOPHOSPHATE - 20.0 eV
222	308.0913044076109	1.3683308	453602.885	0.0	226710.10250000004	252886.29000000004	0.0	613315.0642857143	7	222.0	GLUTATHIONE REDUCED
223	268.1037481529698	1.3733622	183766.0975	14353.74	82414.67	81746.77166666667	0.0	196103.85285714283	2		
224	189.1235246471724	1.381932	340839.0075	63216.59075	193753.8525	197951.56666666665	0.0	317404.39	7	224.0	Massbank:KO003025 Gly-Leu|Glycyl-L-leucine|Glycyl-leucine
225	189.05251175581392	1.4468753	67979.06	0.0	30357.22	52370.475	0.0	561218.5828571428	7	225.0	Massbank:KO003025 Gly-Leu|Glycyl-L-leucine|Glycyl-leucine
226	151.09662829247415	1.4543666	63195.31375	48068.629	62235.6415	85272.10533333333	115775.68	466609.0371428571	-1		
227	209.12862865873583	1.483293	568075.1	165100.2125	476190.58	340720.76666666666	0.0	645319.6842857143	2		
228	189.1235109820948	1.49394	407355.67	69385.319	98225.29	423015.6566666667	0.0	509639.3057142856	7	228.0	Massbank:KO003025 Gly-Leu|Glycyl-L-leucine|Glycyl-leucine
229	120.08111236018932	1.5049064	570949.815	197337.7575	320192.015	567005.9933333333	0.0	719398.9542857142	7		
230	166.08644054973098	1.505634	5522042.2	1664653.3250000002	2978549.21	5318216.5	0.0	7266238.5	6	230.0	PHENYLALANINE
231	229.15484257534453	1.5146881	278192.0575	43301.7255	140974.514	196073.65666666665	0.0	336210.2442857143	6		
232	228.0634228026669	1.5978888	348967.835	0.0	137686.01525	228728.548	0.0	705590.042857143	-1		
233	212.089444178056	1.6012747	157122.39	13398.06825	73247.41425	137602.42666666667	0.0	248434.9228571429	-1		
234	144.1020800722005	1.6040746	276313.77	110605.829	136847.275	288094.0833333333	0.0	366994.24714285706	2		
235	190.1075043692767	1.6041797	2044120.8	778855.7274999999	1100783.65	2151516.833333333	0.0	2760672.214285714	29	235.0	Homo-L-arginine - 40.0 eV
236	235.16539374415805	1.6042376	290135.4925	122326.736	185792.4925	375317.1066666667	0.0	297503.2014285714	29		
237	229.15483959828984	1.6674097	489349.9075	95076.36075	211411.095	484706.2166666666	0.0	552894.3357142856	6		
238	223.10781232417605	1.7038394	219096.0125	0.0	87051.5725	203380.06166666665	0.0	214262.66714285716	6		
239	384.1150670122848	1.7774711	384882.5875	99857.178	160276.9	244546.96000000005	0.0	532733.9842857143	-1	239.0	Succinoadenosine
240	229.15487274976687	1.7933244	0.0	0.0	0.0	0.0	0.0	78016.60714285714	6		
241	354.0789330860647	1.8087826	308276.7075	0.0	176565.98500000002	153278.008	0.0	249343.5171428572	-1		
242	233.0787429592542	1.8295645	150680.3025	0.0	113036.9125	117440.51	0.0	1339307.3714285714	2		
243	196.1261294862374	1.8300323	0.0	0.0	0.0	0.0	0.0	652341.0714285715	18		
244	212.14964288448047	1.8313203	0.0	0.0	34929.33	50445.37666666667	129198.94	596680.8114285715	18		
245	217.10497950845408	1.8323833	224679.6825	67502.116	214621.9175	194543.9233333333	0.0	1301599.7	2		
246	195.1228093354977	1.833548	2127494.475	866448.2375	2125290.025	2004418.7333333332	2452673.2	12773899.857142856	18	246.0	Spectral Match to Tetraethylene glycol from NIST14
247	240.18061897929937	1.833548	596137.7949999999	294682.0175	644336.385	693807.2666666667	509944.0	2630627.1571428566	18		
248	146.11767908881782	1.838279	209174.9475	56008.396250000005	113435.6735	210806.66333333333	0.0	221470.89857142855	32		
249	217.1060217215871	1.8402869	0.0	0.0	0.0	0.0	259715.47	0.0	-1		
250	258.0741254375477	1.8552842	276703.2825	0.0	208838.495	134718.6	0.0	405497.7542857143	-1		
251	242.10003051969443	1.8572327	293573.66500000004	32172.818250000004	280722.3335	185531.01	0.0	392434.16571428574	2		
252	220.11810306967	1.8589668	2867006.0	684299.08	2810868.575	2139282.533333333	0.0	3325420.2	-1	252.0	PANTOTHENIC ACID
253	155.15434454725647	1.8792962	0.0	0.0	147505.35	0.0	311631.22	0.0	2		
254	298.09684203381386	1.884042	747541.425	128916.72	538695.3275	294528.5333333334	0.0	1260995.8142857142	2	254.0	Spectral Match to Adenosine, 5'-S-methyl-5'-thio- from NIST14
255	188.0707387377604	1.8948429	1098292.45	274032.72250000003	657012.88	1071376.4466666663	0.0	1294477.1285714286	6	255.0	Spectral Match to L-Tryptophan from NIST14
256	205.0973309064422	1.8948429	1683058.4	424672.8575	1029901.1375	1642399.8999999997	0.0	2050137.157142857	6	256.0	TRYPTOPHAN
257	262.1188425484793	1.98923	163258.46500000003	0.0	78165.285	169038.35	0.0	174328.38857142857	-1	257.0	Putative Trp-C3:0 / Proprionate conjugated tryptophan
258	130.1592297419023	2.007713	174207.8025	94960.27975	123599.825	134303.305	97762.95	223863.82142857145	-1		
259	261.1311278400605	2.1020153	23594.51	0.0	33426.64	0.0	0.0	117376.72571428573	2		
260	256.1755720934761	2.105808	522059.9625	202920.0475	528141.385	395683.6433333333	519499.97	1157868.0485714283	18		
261	284.20681867476816	2.1094725	343855.4925	151228.6715	340332.72	303765.62666666665	196251.34	665268.0914285714	18	261.0	Spectral Match to Hexaethylene glycol from NIST14
262	239.1490579623933	2.1098678	1487285.35	587885.4924999999	1503391.515	1125862.6333333333	1355509.5	3209631.014285714	18		
263	261.1447469033434	2.1942844	224031.855	0.0	122002.3925	117941.62666666666	0.0	255363.72142857144	7		
264	359.10362079270783	2.3066554	145271.509	0.0	91796.26575	44291.71166666667	0.0	158055.96142857143	45		
265	283.1750892720222	2.3334868	273713.7375	129033.9975	257146.4175	168762.22999999998	136694.67	405744.8885714285	18	265.0	Spectral Match to Hexaethylene glycol from NIST14
266	300.20176808026554	2.3334868	710149.5	339259.92000000004	663185.0574999999	432500.74	385511.1	1065306.377142857	18	266.0	cyclo(tyrosyl-prolyl)
267	209.1384062716911	2.36022	74381.59375	0.0	73537.199	31932.756666666668	0.0	743126.5514285716	18		
268	226.16495289551025	2.360539	0.0	0.0	0.0	0.0	0.0	190020.79857142855	18		
269	202.1802597612692	2.4312758	14367.5605	0.0	0.0	17672.503333333334	0.0	397730.28857142857	-1		
270	344.22802322741006	2.522442	505536.94	366045.2125	421883.47	373638.19333333336	372319.9	467301.02	18		
271	270.1909937976545	2.605603	37187.8475	0.0	40449.21375	19569.91933333333	0.0	223822.7671428572	18		
272	193.1435876881601	2.6376374	0.0	0.0	0.0	0.0	0.0	82790.07942857142	2		
273	388.2541758846039	2.6875873	337450.33	283551.815	316510.29	298086.53	341835.97	315304.4857142857	18		
274	193.143580380059	2.6984754	0.0	0.0	0.0	0.0	0.0	32428.31857142857	2		
275	227.08483976432592	2.7482634	146216.3875	16369.56925	172123.225	106105.879	0.0	133265.57	2	275.0	Biotin CollisionEnergy:102040
276	290.15323425143737	2.748996	215812.445	24503.75	267780.72	149972.3266666667	0.0	252809.68571428568	2		
277	267.0774577991081	2.7490802	250609.02	23552.3085	324925.8445	163498.12	0.0	389218.37	27	277.0	THIAMINE - 20.0 eV
278	245.09560046183427	2.74958	3205012.1500000004	632608.8925000001	3886818.525	2252614.533333333	0.0	3914569.685714286	2	278.0	Spectral Match to Biotin from NIST14
279	193.1435869952899	2.758818	45271.97625	0.0	38337.09275	40267.438	0.0	410952.03857142857	2		
280	238.2013191952008	2.7589884	46833.5215	0.0	0.0	44459.76866666667	0.0	327085.6871428572	-1		
281	215.1255453698051	2.7597485	0.0	0.0	0.0	0.0	0.0	246069.51714285716	2		
282	432.2805317304184	2.8316464	243597.3675	206337.0475	200718.6125	218906.96	243616.8	224907.61857142852	18		
283	401.1142558566464	2.838758	322726.1625	0.0	178690.41	133866.39666666667	0.0	302539.85571428575	45		
284	191.08493171479105	2.8598714	460067.245	99172.921	330771.43499999994	384447.61	0.0	521437.0942857143	72		
285	321.1478843402959	2.8603036	464711.1375	107910.43375	351490.49749999994	400868.1866666667	0.0	519533.0571428571	72		
286	343.1298586247464	2.8603036	311874.1625	86334.28	270742.1675	280730.33	0.0	396337.31	2		
287	201.15984703653515	2.912907	332838.7525	79901.7545	250237.3575	215525.68	179227.45	365310.1528571429	-1		
288	304.1543856534454	2.9279153	0.0	151790.7525	179275.95750000002	31350.1	345660.06	19756.611142857146	-1	288.0	methyl (1R,2R,3S,5S)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate
289	476.3068076547916	2.9598567	178927.0975	148774.97125	144377.001	150158.75666666668	153994.47	164548.12142857144	18		
290	356.18569326590205	3.157219	0.0	89053.27249999999	79437.47	0.0	1935062.0	66995.94857142857	-1	290.0	Glaucine
291	218.21152843957748	3.2478714	288239.7475	37563.9785	454238.3625	286403.87000000005	274457.34	382523.89714285714	2		
292	174.18533486402043	3.2518163	88938.60250000001	22845.6725	164560.5625	245977.8243333333	91657.8	1150610.4285714286	2		
293	335.2226775324005	3.3556826	66064.5025	17057.6825	15569.461	23180.34333333333	74603.96	93107.51685714288	-1		
294	234.20646512723263	3.3937316	862829.6875	247275.84250000003	2121780.075	2021967.41	566463.1	1975087.585714286	2		
295	357.23568302931363	3.435814	106178.6	55281.578	56862.942500000005	57367.5	0.0	115925.5577142857	-1		
296	241.203699578002	3.45208	184883.9175	173975.4075	179573.8975	170048.96666666667	0.0	200494.65714285715	61		
297	217.107151249878	3.4568818	198765.5475	209843.4025	209239.6	196318.41666666663	257332.53	249389.29857142855	-1	297.0	Rivenprost
298	251.185357805485	3.4630523	172909.3775	61896.64875	135361.8575	125229.74	109114.23	1274196.242857143	2		
299	273.16720733318715	3.4665675	0.0	0.0	0.0	0.0	0.0	239184.51000000004	-1		
300	379.2488206686415	3.5097325	104534.35125	19102.4825	0.0	36868.70333333333	0.0	68961.36857142857	-1		
301	401.2620113530573	3.576826	49176.9525	0.0	0.0	0.0	0.0	39136.172000000006	-1		
302	443.2697585189367	3.6004071	0.0	54598.4925	36203.2225	0.0	0.0	0.0	-1		
303	868.5053459166292	3.601755	0.0	239456.73375	191230.6475	0.0	0.0	10649.712	-1		
304	243.0877410493112	3.615068	119646.43475	20644.955	96868.40499999998	76651.55866666666	0.0	321438.1042857143	2	304.0	lumichrome CollisionEnergy:205060
305	852.510381741541	3.6281478	0.0	364781.52575	225010.83	0.0	0.0	0.0	-1		
306	342.2639454698386	3.686945	1248874.25	1341691.675	1303654.7999999998	1190770.866666667	1725915.9	1311280.7142857143	61	306.0	TOFA
307	263.1490103865541	3.6886358	0.0	0.0	25066.1025	0.0	249883.22	0.0	-1		
308	280.17551344959566	3.6886358	0.0	0.0	27714.9325	0.0	303879.1	0.0	-1		
309	185.11491731200064	3.6942856	171414.9475	185047.2075	191442.1625	148900.95333333334	365782.56	249583.54857142852	-1	309.0	Asperlactone
310	163.13291149428784	3.6957746	1022519.5	1058981.61	1082692.5775	927151.0133333332	1808068.5	1460932.657142857	18		
311	207.15916951642623	3.9242454	97303.17375	72403.7115	99493.2325	85753.002	104228.445	258736.8357142857	18		
312	309.22709275720894	3.9973266	29944.434500000003	0.0	29088.409	0.0	0.0	231210.1557142857	-1		
313	183.07819724727648	4.0415835	1898981.575	1950063.75	1899178.0	1886910.2666666664	2055178.5	1936467.5	-1		
314	155.04683713584387	4.0417814	209800.5	213157.4225	212624.715	203731.45	215808.89	209711.72	-1		
315	256.1543643177011	4.073064	324026.1325	328379.825	329808.7125	324035.10333333333	378597.5	315781.33571428567	-1		
316	149.05983982281822	4.0732613	1932623.95	2083779.125	2068184.45	1786707.1	3705954.2	2583367.3000000003	18		
317	233.07852528366925	4.0732613	2441180.775	2986415.25	2782721.25	2423690.4	5435461.0	2989064.042857143	-1		
318	211.09656307784897	4.073512	910941.06	978117.54	972992.9275	830513.3700000001	2007185.8	1286715.26	18		
319	246.17003194504807	4.082903	147235.39	20392.0375	117991.765	138589.38	0.0	199810.71714285715	7	319.0	Threonine_C8:0
320	246.24282782793256	4.119198	382397.195	53048.5075	509145.5475	347375.6066666667	140401.02	325640.28428571427	2	320.0	Tetradecanoic acid
321	202.21660208411907	4.135213	64051.518500000006	0.0	135510.09	149236.49666666667	0.0	386359.4557142858	2		
322	262.2377983241962	4.2181225	307557.606	99628.375	1207007.1725	867331.2599999999	140220.56	1176687.2342857143	2		
323	243.20680047199565	4.5750933	263981.3075	52354.525	231314.155	167123.81333333332	167141.19	291341.1242857143	-1		
324	274.2739934602717	4.7829094	1147751.295	276709.0575	950746.945	1017547.2666666668	182380.05	733098.2314285714	2	324.0	C16:0
325	230.24792992222825	4.8062057	149219.005	41426.28	193505.265	205158.07333333333	83726.48	370087.5200000001	2		
326	290.2689697862432	4.8651466	340703.8925	290477.225	766814.6000000001	975953.5066666664	126153.48	1406913.4	2		
327	277.12818400228167	4.8965635	28175.1845	22775.121	31969.4315	37902.316666666666	51024.836	301196.98571428563	-1	327.0	0055_Triethylcitrate
328	322.18600941259774	4.896609	0.0	24309.0625	27502.17125	36462.983	0.0	225329.11142857143	-1		
329	299.1101827855454	4.8966165	0.0	16554.379	15535.9	0.0	0.0	228298.37714285715	2		
330	412.2459466269591	4.899558	363393.2025	71654.3275	296438.7625	324115.06666666665	0.0	408669.4571428572	12	330.0	ReSpect:PT108140 1-Decanoyl-2-Hydroxy-sn-Glycero-3-Phosphocholine|10:0 LysoPC|1-decanoyl-sn-glycero-3-phosphocholine|1-Capryl-2-lysophosphatidylcholine|1-Decanoyllysolecithin|Phosphocholine,1-Decanoyl-2-Hydroxy-sn-Gly
331	213.1462166331393	4.9404354	211895.565	223934.9425	223265.56	204208.55	290574.97	278461.61285714287	2		
332	191.16420907172235	4.941029	750089.12	791955.2000000001	765994.9400000001	738907.4866666667	977326.5	960497.62	2		
333	226.18018630163385	4.9617853	32937.235	16194.414	60609.03125	38526.857	66356.336	178150.7557142857	31	333.0	2-heptylhexanedioic acid CollisionEnergy:102040
334	244.1907613412689	4.9621944	85922.44125	34706.12175	94156.0635	48255.831666666665	79721.17	222894.08571428567	31	334.0	glycine_undecanoyl chloride
335	261.1098417069312	5.074321	397531.005	450384.12250000006	431138.48	383882.0333333334	828459.1	492792.74714285706	2		
336	163.07537628860808	5.074571	206866.3775	220296.95	215574.735	199330.32333333333	355395.28	261337.94571428568	18		
337	205.1435244128193	5.148778	299213.585	322694.7775	313995.4925	266341.34	628548.5	397305.69	-1		
338	191.16419558033988	5.1657414	171103.6825	183568.955	185821.98	158106.25666666668	343099.28	224943.7057142857	-1		
339	274.27398326098046	5.1780167	651362.665	66235.67499999999	613574.1775	137843.16	0.0	256881.3842857143	41		
340	163.0753777281556	5.18384	402509.3925	420855.445	412985.8925	375019.66	650616.1	554656.4028571428	18		
341	239.1278233275916	5.18384	451030.93750000006	475711.97	466422.205	423153.3666666667	834882.5	655418.8157142857	-1		
342	261.1098458318926	5.18384	950416.075	1075244.3625	1004242.035	915602.2333333334	1899989.8	1318009.6085714288	-1		
343	284.18559797159355	5.1844387	204782.3725	203728.4375	207892.6325	198287.2433333333	242562.53	230811.7257142857	-1		
344	272.2583247834951	5.3128138	523363.4275	58465.6575	411044.85	310582.5666666667	0.0	203137.53285714285	41		
345	302.30539371284584	5.342753	66027.8125	0.0	28295.5665	63719.75666666666	0.0	0.0	2	345.0	SAFINGOL
346	318.3003466779332	5.404178	3600086.625	554008.605	2457370.5325	1797064.433333333	0.0	1305145.5714285714	41	346.0	phytosphingosine
347	198.18536775375537	5.4721684	263373.085	268493.75	270587.24000000005	273714.0966666667	272435.53	273449.4957142857	2		
348	451.2303599633166	5.55879	334966.06000000006	345287.18	323975.9925	342445.4066666667	326819.78	314151.64285714284	-1		
349	158.15403941131865	5.595717	3411250.25	3533634.125	3478112.2	3476778.1666666665	3768152.0	3551343.3571428573	2		
350	398.23026679147046	5.598686	153633.48500000002	21281.775	138059.96000000002	112265.55333333334	0.0	168432.03285714285	9		
351	223.1328206991431	5.611721	719712.9600000001	726795.36	727934.1875	747994.6699999999	748439.5	733281.1014285714	-1		
352	249.20607896637293	5.618715	219998.2	204303.13	210318.9575	214923.94666666668	241089.38	436101.0785714285	2	352.0	Spectral Match to Tri(propylene glycol) butyl ether from NIST14
353	440.2773321443094	5.6315207	682280.03	166428.66	600357.5825	402977.18333333335	0.0	764191.8428571428	12	353.0	Massbank:PS081304 1-Dodecanoyllysolecithin|12:0 LysoPC|Phosphocholine,1-Lauroyl-2-Hydroxy-sn-Glycero-3-|1-Lauroyl-2-Hydroxy-sn-Glycero-3-Phosphocholine
354	302.30539951080857	5.678591	1672924.7625000002	265885.0275	1306698.305	529830.9733333333	0.0	577802.6528571428	41	354.0	SPHINGANINE
355	299.30575609049725	5.7031674	176454.4675	15848.796	92271.9815	70911.51666666666	0.0	62963.17928571428	15		
356	300.2897335560626	5.815223	553269.6775	122398.695	328075.595	307426.76666666666	0.0	206635.9085714286	41	356.0	Spectral Match to Phytosphingosine from NIST14
357	348.20168509587114	5.836583	240475.58	252279.2525	262530.6175	250333.59	508249.22	254323.76428571428	-1		
358	304.1754689054012	5.855591	194844.365	237275.02750000003	266596.9375	201823.57333333333	703133.1	239927.97428571427	-1		
359	281.295110106613	5.884161	195369.59	26958.78	165282.8125	168121.98333333334	71924.48	75969.30428571429	2		
360	286.31040361847664	5.897953	197158.519	21675.265	227204.71	61023.35	0.0	79246.14571428571	-1	360.0	Spisulosine
361	466.29306099776016	5.89868	260045.075	70859.53925	232016.8	228580.5166666667	0.0	337252.3285714286	12	361.0	Spectral Match to Lyso-Sphingomyelin from NIST14
362	242.28421738995067	5.9119234	201502.72	24069.645	186929.8375	43794.89066666667	0.0	67133.07571428572	-1		
363	179.10668941749395	5.9504867	388126.675	384285.08	400140.97	385751.62	372177.56	376978.9257142857	-1		
364	149.02342389006236	5.97673	1029500.325	1046654.11	1067906.16	1048221.3333333334	1161507.8	1104132.8285714288	2	364.0	Spectral Match to Phthalic anhydride from NIST14
365	177.05469114878662	5.97673	1010260.9525	1022155.34	1036662.16	1010345.9533333333	1181058.9	1099924.857142857	2		
366	223.09652172840643	5.97673	593366.26	618699.75	625547.185	607001.8166666667	768879.56	670637.8428571429	-1		
367	284.2947804393053	6.003449	323846.53500000003	31594.4775	302659.042	139651.7986666667	0.0	119188.81142857144	41		
368	284.3311713400587	6.1511436	654759.6367500001	18735.515	78187.46875	17494.354	0.0	199053.09857142856	2		
369	311.1852737554285	6.186108	984340.94	997885.29	990567.72	1015820.0033333332	1081728.6	977999.6142857142	34	369.0	pranolium
370	554.3454985138203	6.2927456	136837.11425	26256.54	117237.9775	123294.47166666668	0.0	155525.2657142857	-1		
371	468.30867509854	6.304534	311095.84750000003	83109.04574999999	260700.8225	245330.6	0.0	330057.85571428575	12	371.0	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14
372	358.3679098089445	6.322688	179016.9425	29494.6175	225989.0525	77379.95199999999	0.0	69291.31000000001	2	372.0	Carpachromene
373	426.261528791644	6.3969154	263013.445	29713.0075	245119.5245	160998.62666666668	0.0	212082.04285714283	9	373.0	Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14
374	468.3086543718017	6.4279604	245768.6825	39227.055	223008.0825	230790.40333333332	0.0	285247.54	17	374.0	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14
375	288.2533164627826	6.457025	288249.04500000004	286855.26249999995	281531.0875	287709.31666666665	287891.47	284381.70714285714	-1	375.0	STROBILACTONE A
376	250.11865678531305	6.478004	0.0	174876.2775	220587.2	58665.39000000001	741712.56	78773.21571428572	-1	376.0	Massbank:LU040703 2,4,6-Tris(allyloxy)-1,3,5-triazine|Triallyl cyanurate|2,4,6-tris(prop-2-enoxy)-1,3,5-triazine
377	195.1016911921525	6.485324	725556.2599999999	703601.9974999999	704339.17	718044.4500000001	678535.56	676625.9771428572	-1		
378	452.2773940626439	6.5114717	3749398.75	983174.365	3260158.715	3506682.8666666667	0.0	3859515.242857143	9	378.0	PE(16:1/0:0); [M+H]+ C21H43N1O7P1
379	474.2592461930103	6.511657	279522.1325	41012.6925	239787.97	266715.9366666667	0.0	288563.33	9		
380	494.3245142908009	6.541777	12882463.25	4313471.975	12767118.2	10877457.666666666	0.0	15033348.42857143	12	380.0	PC(16:1/0:0); [M+H]+ C24H49N1O7P1
381	516.3059827977387	6.542378	1394399.5	540954.1825	1191160.1825	1261549.7	0.0	1475661.8000000005	22		
382	140.06823234712158	6.600897	158152.73	0.0	106825.375	70217.57666666668	0.0	85385.55999999998	33		
383	265.1797299938552	6.613176	242583.045	220704.6325	239146.73	232629.34	201025.02	223394.80285714284	27	383.0	Thiamine
384	474.259285693762	6.625928	218161.665	30978.1175	172157.10625	147940.20333333334	0.0	195609.8371428571	76		
385	452.2773638888866	6.626161	3458207.525	855267.3	2883808.94	2450563.9	0.0	3216101.814285714	9	385.0	PE(16:1/0:0); [M+H]+ C21H43N1O7P1
386	502.29036344154406	6.641752	178527.2875	35732.395	200726.3485	117437.55333333334	0.0	194371.9942857143	32		
387	480.3087192052204	6.647311	674952.0625	203803.8085	653243.7625000001	475109.99	0.0	702005.4085714285	9		
388	516.3061736982776	6.6556077	592897.5750000001	114292.055	541286.4575	596174.09	0.0	701943.2914285715	17		
389	494.3243427811083	6.656532	3363465.075	1012655.1	3278923.425	3387823.4333333336	0.0	3886330.457142857	17	389.0	Lyso PC (16:1)
390	480.30867578996	6.753544	157432.46500000003	33293.39	154011.715	96388.62333333334	0.0	159502.48142857145	32		
391	395.3632818470042	6.816845	441191.1925	447803.6575	392203.335	460635.72	274538.6	368010.77	-1	391.0	Trp-C11:0
392	496.3399006561797	6.9502935	407881.7325	100330.59	208313.5	518043.44	0.0	380254.09	12	392.0	1-Palmitoylglycerophosphocholine
393	140.06823903679046	7.036026	109183.1825	58028.4	104097.3375	72723.52666666666	0.0	208725.63571428572	-1		
394	476.27493396917913	7.038642	155195.5785	0.0	114652.44	45324.65333333333	0.0	36024.903857142854	76		
395	454.2929957211846	7.0396805	2424750.625	287466.98875	1883309.48	995748.9666666668	0.0	1084023.2985714283	9	395.0	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14
396	518.3218695207468	7.070894	292477.0025	17276.4415	164213.1425	225571.2766666667	0.0	134922.2107142857	17	396.0	Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14
397	496.3399220750995	7.072333	1690998.15	320068.3225	1158737.2975	1434304.2333333334	0.0	1121348.3714285714	17	397.0	Spectral Match to Lyso-PC(16:0) from NIST14
398	140.0682250878842	7.111668	107357.4375	0.0	50787.6525	0.0	0.0	0.0	33		
399	758.5693502760782	7.143002	0.0	0.0	0.0	161997.24	0.0	0.0	-1		
400	480.30870594490966	7.14405	3035973.825	754400.6699999999	2448100.09	2851589.833333333	0.0	2294857.685714286	9	400.0	PE(18:1/0:0); [M+H]+ C23H47N1O7P1
401	502.2904173873988	7.1441607	212599.88125	29636.3675	162216.91150000002	196115.10266666664	0.0	149258.28285714285	9		
402	325.20089470468554	7.162126	217306.66	234460.46	228659.3775	223668.80666666667	261452.14	228368.57857142857	34		
403	522.3559274659308	7.175928	6266083.125	2062648.4775	5942145.715000001	4976155.833333333	0.0	5920236.357142857	12	403.0	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14
404	544.3374451970253	7.176483	812378.5449999999	294979.19175	766458.98	748377.3133333334	0.0	916365.96	22		
405	480.3086836778188	7.2526507	154074.3025	23189.23625	112696.05	104392.25	0.0	99661.50557142856	9	405.0	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14
406	522.3557087695403	7.279509	288358.04375	69563.58	233878.0875	265042.4766666666	0.0	254717.37285714285	17	406.0	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14
407	508.3400480006728	7.2932715	287318.9125	65334.155	281773.38	202207.81666666665	0.0	257393.23714285716	9		
408	235.1692848190592	7.4521923	330112.4125	327348.52	325073.1325	331174.3133333333	301114.28	329012.17142857146	2		
409	267.1719580909911	7.454288	438896.965	438770.085	447927.445	428757.9666666666	364539.97	998882.91	-1	409.0	Spectral Match to Tributyl phosphate from NIST14
410	249.18495081885703	7.4771695	230082.055	219513.89	227522.3425	229517.11666666667	218886.62	225484.20428571428	-1		
411	524.3713788310483	7.7069964	377718.6525	24906.504	205176.0875	236525.80666666664	0.0	153366.94571428574	17	411.0	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14
412	298.2740815801219	7.709856	128503.0475	34089.325	174136.23500000002	100552.89066666667	0.0	130713.25228571428	-1		
413	281.17233624279976	7.7865887	230762.4675	235984.68	250415.0825	207418.43333333332	455606.78	266070.0771428572	-1		
414	259.19045465797626	7.786967	752913.4249999999	760918.1275	803567.04	681430.3833333333	1133530.8	836435.5171428571	-1	414.0	Spectral Match to Dibutyl adipate from NIST14
415	467.3135814370693	7.882687	278602.5925	55114.8475	232143.72125	236927.48	0.0	206756.4	2		
416	279.1591287646929	7.9270515	1148239.3	1203071.775	1173108.75	1166939.4666666666	1087022.8	1791736.7428571428	23	416.0	Spectral Match to Dibutyl phthalate from NIST14
417	149.02339219010756	7.9277277	498678.7	507927.7375	490699.755	498426.5833333333	434320.38	761642.9114285713	2		
418	205.0860276167452	7.9305	127300.825	133107.6785	126603.2475	132534.07	119115.66	208963.9057142857	23		
419	483.3091673058564	7.9914694	153139.8535	39535.34	133691.4525	143934.54	0.0	233807.23428571428	-1		
420	371.10137470859627	8.199013	201078.155	196375.475	184180.25375	242284.0	51531.215	130137.81857142856	24	420.0	CAMPTOTHECIN
421	526.4315986525332	8.412181	213757.12500000003	242901.78	229400.575	219700.77333333332	236421.1	233374.26857142855	18		
422	482.4053439139788	8.449812	256213.93750000003	259344.62	251003.3975	256650.74	247872.5	259858.6371428572	18		
423	377.3207532907088	8.455139	251277.4175	22086.34375	140185.0625	147198.78666666665	0.0	44241.30871428572	13	423.0	Polanrazine B_120170
424	438.379046285946	8.486987	256977.5225	258393.13749999995	254179.2925	252879.50666666668	289700.34	251395.43285714285	18		
425	394.3527585775484	8.523284	199069.415	202203.3225	196509.3625	205299.93333333332	229887.33	209697.1171428571	18		
426	523.245861152851	8.623812	38598.1275	13491.12	45457.64	0.0	325156.47	34227.75199999999	-1		
427	502.3164976895122	8.62424	291383.2075	127130.0915	305373.88425	0.0	1783671.9	271865.34	39		
428	485.2899178235981	8.6249895	118664.1	55163.866	134890.08075	0.0	750365.8	127025.36857142855	39		
429	530.3478315651262	8.625099	94196.6275	51132.521250000005	88944.2525	0.0	410674.3	91531.29857142856	39		
430	507.2719080205417	8.625376	105308.87	52377.5875	138204.88	0.0	786761.9	125550.81714285714	-1		
431	140.068242535	8.714513	178048.18	0.0	258175.6625	0.0	0.0	23951.825714285715	-1		
432	780.5513398896624	8.714805	46079.817500000005	60981.253500000006	133243.985	77613.21	0.0	128826.90142857144	-1		
