feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	structure_taxonomy_npclassifier_02superclass_consensus	structure_taxonomy_npclassifier_03class_consensus	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	score_taxo	score_max_consistency	final_score
435	13	Terpenoids	Steroids	Pregnane steroids	0.2165669	ISDB	NBTZRFXBXREKRF-UHFFFAOYSA-N	InChI=1S/C28H42O5/c1-9-17(2)13-18(3)11-10-12-24(27(30)31)16-20(5)14-19(4)15-21(6)26-22(7)25(29)23(8)28(32)33-26/h13-14,16-17,21,24,29H,9-12,15H2,1-8H3,(H,30,31)	CCC(C)C=C(C)CCCC(C=C(C)C=C(C)CC(C)c1oc(=O)c(C)c(O)c1C)C(=O)O	C28H42O5		458.303224444	NBTZRFXBXREKRF	Polyketides	Linear polyketides	Open-chain polyketides	Parastagonospora nodorum	562295.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Pleosporales']	['Phaeosphaeriaceae']	['Unknown']	['Parastagonospora']	['Parastagonospora nodorum']	3	0	3.8662676215171814
434	13	Terpenoids	Steroids	Pregnane steroids	0.5858673	ISDB	RJKFOVLPORLFTN-LEKSSAKUSA-N	InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	C21H30O2		314.2245802	RJKFOVLPORLFTN	Terpenoids	Steroids	Pregnane steroids	Valsa sordida	382306.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Diaporthales']	['Valsaceae']	['Unknown']	['Valsa']	['Valsa sordida']	3	3	6.843469142913818
424	18	Terpenoids	Triterpenoids	Hydroxy fatty acids	0.0	MS1_match	CAHGCLMLTWQZNJ-BQNIITSRSA-N	InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,21-22,25-26,31H,9,11-19H2,1-8H3/t21-,22-,25+,26+,28-,29-,30+/m1/s1	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	C30H50O	pos_2MMg	426.38616622	CAHGCLMLTWQZNJ	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	2	7.0
424	18	Terpenoids	Triterpenoids	Hydroxy fatty acids	0.0	MS1_match	CAHGCLMLTWQZNJ-BQNIITSRSA-N	InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,21-22,25-26,31H,9,11-19H2,1-8H3/t21-,22-,25+,26+,28-,29-,30+/m1/s1	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	C30H50O	pos_2MMg	426.38616622	CAHGCLMLTWQZNJ	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	2	7.0
424	18	Terpenoids	Triterpenoids	Hydroxy fatty acids	0.0	MS1_match	BKLIAINBCQPSOV-AMHQPRAASA-N	InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h9,11,20-22,25-26,31H,10,12-19H2,1-8H3/b11-9+/t21-,22-,25+,26+,28-,29-,30+/m1/s1	CC(C)C/C=C/[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	C30H50O	pos_2MMg	426.38616622	BKLIAINBCQPSOV	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	2	7.0
424	18	Terpenoids	Triterpenoids	Hydroxy fatty acids	0.0	MS1_match	BKLIAINBCQPSOV-AMHQPRAASA-N	InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h9,11,20-22,25-26,31H,10,12-19H2,1-8H3/b11-9+/t21-,22-,25+,26+,28-,29-,30+/m1/s1	CC(C)C/C=C/[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3	C30H50O	pos_2MMg	426.38616622	BKLIAINBCQPSOV	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	2	7.0
423	13	Terpenoids	Steroids	Pregnane steroids	0.6654334	ISDB							CPRUTHPUWILGGA						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	2.661733627319336
414	-1				0.28529444	ISDB	RDOFJDLLWVCMRU-UHFFFAOYSA-N	InChI=1S/C14H26O4/c1-11(2)9-17-13(15)7-5-6-8-14(16)18-10-12(3)4/h11-12H,5-10H2,1-4H3	CC(C)COC(=O)CCCCC(=O)OCC(C)C	C14H26O4		258.183109312	RDOFJDLLWVCMRU	Fatty acids	Fatty esters	Wax monoesters	Gymnodinium nagasakiense	954485.0	['Eukaryota']	['Unknown']	['Unknown']	['Dinophyceae']	['Unknown']	['Unknown']	['Unknown']	['Gymnodinium']	['Gymnodinium nagasakiense']	1	0	2.141177773475647
414	-1				0.28529444	ISDB	RDOFJDLLWVCMRU-UHFFFAOYSA-N	InChI=1S/C14H26O4/c1-11(2)9-17-13(15)7-5-6-8-14(16)18-10-12(3)4/h11-12H,5-10H2,1-4H3	CC(C)COC(=O)CCCCC(=O)OCC(C)C	C14H26O4		258.183109312	RDOFJDLLWVCMRU	Fatty acids	Fatty esters	Wax monoesters	Karenia mikimotoi	687087.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Karenia mikimotoi']	1	0	2.141177773475647
412	-1				0.7667168	ISDB	WFRLANWAASSSFV-FPLPWBNLSA-N	InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h7-8,20H,2-6,9-17H2,1H3,(H,19,21)/b8-7-	CCCCCC/C=C\CCCCCCCC(=O)NCCO	C18H35NO2		297.26677936	WFRLANWAASSSFV	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	9.066867113113403
411	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.782036	ISDB	IHNKQIMGVNPMTC-RUZDIDTESA-N	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H54NO7P		523.3637896979999	IHNKQIMGVNPMTC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']	1	3	5.628144025802612
411	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.782036	ISDB	IHNKQIMGVNPMTC-RUZDIDTESA-N	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H54NO7P		523.3637896979999	IHNKQIMGVNPMTC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	1	3	5.628144025802612
411	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.782036	ISDB	IHNKQIMGVNPMTC-RUZDIDTESA-N	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H54NO7P		523.3637896979999	IHNKQIMGVNPMTC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Ailuropoda melanoleuca	872573.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Carnivora']	['Ursidae']	['Unknown']	['Ailuropoda']	['Ailuropoda melanoleuca']	1	3	5.628144025802612
411	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.782036	ISDB	IHNKQIMGVNPMTC-RUZDIDTESA-N	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H54NO7P		523.3637896979999	IHNKQIMGVNPMTC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Aphis gossypii	1026471.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Aphididae']	['Aphidini']	['Aphis']	['Aphis gossypii']	1	3	5.628144025802612
411	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.782036	ISDB	IHNKQIMGVNPMTC-RUZDIDTESA-N	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H54NO7P		523.3637896979999	IHNKQIMGVNPMTC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Lysiphlebia japonica	697724.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Braconidae']	['Unknown']	['Lysiphlebia']	['Lysiphlebia japonica']	1	3	5.628144025802612
405	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.5987858	ISDB	PYVRVRFVLRNJLY-MZMPXXGTSA-N	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C23H46NO7P		479.301189442	PYVRVRFVLRNJLY	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Aphis gossypii	1026471.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Aphididae']	['Aphidini']	['Aphis']	['Aphis gossypii']	1	3	4.895143270492554
405	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.5987858	ISDB	PYVRVRFVLRNJLY-MZMPXXGTSA-N	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C23H46NO7P		479.301189442	PYVRVRFVLRNJLY	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Lysiphlebia japonica	697724.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Braconidae']	['Unknown']	['Lysiphlebia']	['Lysiphlebia japonica']	1	3	4.895143270492554
405	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.5987858	ISDB	PYVRVRFVLRNJLY-KTKRTIGZSA-N	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN	C23H46NO7P		479.301189442	PYVRVRFVLRNJLY	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Ambystoma mexicanum	984726.0	['Eukaryota']	['Metazoa']	['Chordata']	['Amphibia']	['Caudata']	['Ambystomatidae']	['Unknown']	['Ambystoma']	['Ambystoma mexicanum']	1	3	4.895143270492554
404	22	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.25655845	ISDB	LAXQYRRMGGEGOH-JXRLJXCWSA-N	InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,18-19,27,30H,5-8,11,14,17,20-26H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t27-/m1/s1	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C28H50NO7P		543.33248957	LAXQYRRMGGEGOH	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']	1	3	3.5262337923049927
403	12	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.70206285	ISDB	YAMUFBLWGFFICM-PTGWMXDISA-N	InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H52NO7P		521.348139634	YAMUFBLWGFFICM	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']	1	3	5.30825138092041
401	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.34735045	ISDB	SELHCSAKGVTRBZ-ZOUKQTFFSA-N	InChI=1S/C32H39NO4/c1-17-12-18(2)24-26-22-23(30(24,5)13-17)19(3)14-29(4)10-11-31(27(34)25(22)29)16-32(36,33-28(31)35)15-20-6-8-21(37-26)9-7-20/h6-11,14,17-18,22-26,36H,12-13,15-16H2,1-5H3,(H,33,35)/t17-,18+,22+,23-,24+,25+,26+,29+,30+,31+,32-/m1/s1	CC1=C[C@]2(C)C=C[C@]34C[C@](O)(Cc5ccc(cc5)O[C@H]5[C@H]([C@H]2C3=O)[C@@H]1[C@]1(C)C[C@H](C)C[C@H](C)[C@@H]51)NC4=O	C32H39NO4		501.287908728	SELHCSAKGVTRBZ	Alkaloids	Tetramate alkaloids	Pyrrocidine tetramate alkaloids	Penicillium	199764.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Unknown']	3	0	4.389401793479919
400	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.5851814	ISDB	PYVRVRFVLRNJLY-MZMPXXGTSA-N	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C23H46NO7P		479.301189442	PYVRVRFVLRNJLY	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Aphis gossypii	1026471.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Aphididae']	['Aphidini']	['Aphis']	['Aphis gossypii']	1	3	4.840725660324097
400	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.5851814	ISDB	PYVRVRFVLRNJLY-MZMPXXGTSA-N	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C23H46NO7P		479.301189442	PYVRVRFVLRNJLY	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Lysiphlebia japonica	697724.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Braconidae']	['Unknown']	['Lysiphlebia']	['Lysiphlebia japonica']	1	3	4.840725660324097
400	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.5851814	ISDB	PYVRVRFVLRNJLY-KTKRTIGZSA-N	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN	C23H46NO7P		479.301189442	PYVRVRFVLRNJLY	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Ambystoma mexicanum	984726.0	['Eukaryota']	['Metazoa']	['Chordata']	['Amphibia']	['Caudata']	['Ambystomatidae']	['Unknown']	['Ambystoma']	['Ambystoma mexicanum']	1	3	4.840725660324097
397	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.0	MS1_match	ASWBNKHCZGQVJV-HSZRJFAPSA-N	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C24H50NO7P	pos_1_1proton	495.3324895699999	ASWBNKHCZGQVJV	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
397	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.0	MS1_match	ASWBNKHCZGQVJV-HSZRJFAPSA-N	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C24H50NO7P	pos_1_1proton	495.3324895699999	ASWBNKHCZGQVJV	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
396	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.0	MS1_match	ASWBNKHCZGQVJV-HSZRJFAPSA-N	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C24H50NO7P	pos_1_1sodium	495.3324895699999	ASWBNKHCZGQVJV	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
396	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.0	MS1_match	ASWBNKHCZGQVJV-HSZRJFAPSA-N	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C24H50NO7P	pos_1_1sodium	495.3324895699999	ASWBNKHCZGQVJV	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
395	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.6256947	ISDB	YVYMBNSKXOXSKW-HXUWFJFHSA-N	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C21H44NO7P		453.285539378	YVYMBNSKXOXSKW	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	10.002778768539429
394	76	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.0	MS1_match	YVYMBNSKXOXSKW-HXUWFJFHSA-N	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C21H44NO7P	pos_1_1sodium	453.285539378	YVYMBNSKXOXSKW	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
394	76	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.0	MS1_match	YVYMBNSKXOXSKW-HXUWFJFHSA-N	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C21H44NO7P	pos_1_1sodium	453.285539378	YVYMBNSKXOXSKW	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
392	12	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.0	MS1_match	ASWBNKHCZGQVJV-HSZRJFAPSA-N	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C24H50NO7P	pos_1_1proton	495.3324895699999	ASWBNKHCZGQVJV	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
392	12	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.0	MS1_match	ASWBNKHCZGQVJV-HSZRJFAPSA-N	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C24H50NO7P	pos_1_1proton	495.3324895699999	ASWBNKHCZGQVJV	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
