confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
144	1	1	2	2	0.5185052221460512	-85.88283185000728	0.9999999999999999	45.364407237570596	C6H13N3	[M + H]+	QUUYRYYUKNNNNS	InChI=1S/C6H13N3/c7-6(8)9-4-2-1-3-5-9/h1-5H2,(H3,7,8)	1-(aminoiminomethyl)-	C1CCN(CC1)C(=N)N	0.615676641	205051;3554316	PubChem:(205051 3554316);PubMed;PubChem class - drug;PubChem class - bio and metabolites	50331714	128.11841	597.86	483_mapp_batch_00114_sirius_488	488
145	1	1	1	1	0.516528392747111	-27.4798845661059	0.9999999999999999	37.02687719809431	C5H10N2O3	[M + Na]+	ZDXPYRJPNDTMRX	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)	glutamin	C(CC(=O)N)C(C(=O)O)N	-1.80237091	738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741	HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)	255847294	169.05834	33.51	91_mapp_batch_00114_sirius_91	91
146	1	1	2	2	0.5139607958136907	-69.85900364160071	0.9999999999999999	80.54114728360008	C28H42O2	[M - H2O + H]+	WEKSJHQVNQAZAD	InChI=1S/C28H42O2/c1-18(2)19(3)9-10-20(4)25-13-14-26-22(8-7-15-28(25,26)6)11-12-23-16-24(29)17-27(30)21(23)5/h7-12,18-20,24-27,29-30H,5,13-17H2,1-4,6H3	null	CC(C)C(C)C=CC(C)C1CCC2C1(CC=CC2=CC=C3CC(CC(C3=C)O)O)C	6.0	42627715	PubChem:(42627715);KEGG Mine;PubChem class - bio and metabolites	8606711810	393.3151	538.85	440_mapp_batch_00114_sirius_445	445
147	1	1	2	2	0.5069578042322967	-84.19906951137831	0.9999999999999999	47.08081645981764	C6H13N3	[M + H]+	QUUYRYYUKNNNNS	InChI=1S/C6H13N3/c7-6(8)9-4-2-1-3-5-9/h1-5H2,(H3,7,8)	1-(aminoiminomethyl)-	C1CCN(CC1)C(=N)N	0.615676641	205051;3554316	PubChem:(205051 3554316);PubMed;PubChem class - drug;PubChem class - bio and metabolites	50331714	128.11841	609.44	486_mapp_batch_00114_sirius_491	491
148	1	1	1	1	0.5040301499323002	-6.744483579752678	0.9999999999999999	5018.340244977921	C18H38NO7P	[M + H]+	SECPDKKEUKDCPG	InChI=1S/C18H38NO7P/c1-5-6-7-8-9-10-11-12-18(21)24-15-17(20)16-26-27(22,23)25-14-13-19(2,3)4/h17,20H,5-16H2,1-4H3/p+1	Decanoyl lysolecithin	CCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	2.4000001	192891;192892;5313971;22851442	COCONUT:(CNP0036328 CNP0347444);HMDB:(3752);PubChem:(192891 192892 5313971 22851442);YMDB Mine;CHEBI:(77726);additional;PubChem class - bio and metabolites;MeSH:(192891);Training Set;PubMed;Lipid:(LPC(10:0))	38674120814	412.24599	293.91	325_mapp_batch_00114_sirius_330	330
149	1	1	1	2	0.5015432505185099	-8.91345195875388	0.9999999999999999	33.273453436544465	C9H20O4	[M + H]+	LCZVSXRMYJUNFX	InChI=1S/C9H20O4/c1-7(11)5-12-9(3)6-13-8(2)4-10/h7-11H,4-6H2,1-3H3	((Methylethylene)bis(oxy))dipropanol	CC(CO)OCC(C)OCC(C)O	0.437024623	32611;54759154;57250995;72941615;76959961;76959962;86287488;86306300;86306304;92460828;121492977	PubChem class - food;PubChem:(32611 54759154 57250995 72941615 76959961 76959962 86287488 86306300 86306304 92460828 121492977);Maconda:(CON00095);additional;PubChem class - bio and metabolites;HSDB:(24800-44-0);MeSH:(32611);PubChem class - safety and toxic;Training Set;PubMed	218646086	193.14361	161.26	272_mapp_batch_00114_sirius_272	272
150	1	1	1	1	0.4946602258940448	-7.739978822369757	0.9999999999999999	4042.494328383234	C24H48NO7P	[M + H]+	LFUDDCMNKWEORN	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/p+1	1-16:1-lysoPC	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	4.69999981	5313980;5313981;5313982;24779460;24779461;24779462	HMDB:(10383);SuperNatural:(SN00301846);additional;PubMed;Lipid:(LPC(16:1));COCONUT:(CNP0226464);Natural Products:(UNPD157409);PubChem:(5313980 5313981 5313982 24779460 24779461 24779462);CHEBI:(84752 73851);PubChem class - bio and metabolites;YMDB:(1184 2210);Training Set;Biocyc:(CPD-8344)	4315531370	494.32438	399.46	384_mapp_batch_00114_sirius_389	389
151	1	1	1	1	0.49396381898336983	-7.2537177227236596	0.9999999999999999	5030.11703995815	C21H42NO7P	[M + Na]+	DSOWUEHXZJUNID	InChI=1S/C21H42NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h7-8,20,23H,2-6,9-19,22H2,1H3,(H,25,26)	Lysophosphatidylethanolamine(16:1/0:0)	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	1.39999998	25244429;52925129;90657370;134727885	COCONUT:(CNP0273411);HMDB:(11504);PubChem:(25244429 52925129 90657370 134727885);PubChem class - bio and metabolites;YMDB:(1201);Biocyc:(CPD-8354);Lipid:(LPE(16:1))	4313909258	474.25925	390.84	374_mapp_batch_00114_sirius_379	379
152	1	1	1	1	0.48985380353718627	-19.97002321954933	0.9999999999999999	26.7856165094912	C6H14N4O2	[M + K]+	ODKSFYDXXFIFQN	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	arginine	C(CC(C(=O)O)N)CN=C(N)N	-1.63495886	232;6322;28782;1549073;1549104;71070;444360;4473077;5231987;5246487;5260203;5287702;5460857;5460858;5460860;5460861;6913512;9793996;9815369;11770759;10313339;11321257;17753939;16217519;16217580;16217799;20798608;22726443;51037639;51037640;51037641;46932130;52941769;54144538;57182507;57616918;57616923;57616939;57616947;59119146;58618352;59645172;59667378;59373181;59373187;59373188;59373199;59905797;58203011;71308530;71309938;71310245;76974066;76974115;76974116;88031296;87559318;88901885;88901889;88901891;88901915;89059445;90938205;90472354;101002480;101611381;117064614;117065487;118099679;118264379;123552702;122363709;124202805;129834582;129850676;131801519;131878490;132276652;134817835;135207570	HMDB:(517 3416 62762);PubChem class - food;SuperNatural:(SN00319966 SN00002215 SN00002252 SN00369945);ZINC bio:(ZINC01532525 ZINC01532749 ZINC12484881 ZINC12496140);additional;HSDB:(74-79-3);MeSH:(6322 1549073 5287702);Plantcyc:(ARG CPD-220);PubMed;NORMAN:(NS00005927);COCONUT:(CNP0076956 CNP0083479 CNP0257247);KNApSAcK:(1340);Natural Products:(UNPD76205 UNPD20394);PubChem:(232 6322 28782 1549073 1549104 71070 444360 4473077 5231987 5246487 5260203 5287702 5460857 5460858 5460860 5460861 6913512 9793996 9815369 11770759 10313339 11321257 17753939 16217519 16217580 16217799 20798608 22726443 51037639 51037640 51037641 46932130 52941769 54144538 57182507 57616918 57616923 57616939 57616947 59119146 58618352 59645172 59667378 59373181 59373187 59373188 59373199 59905797 58203011 71308530 71309938 71310245 76974066 76974115 76974116 88031296 87559318 88901885 88901889 88901891 88901915 89059445 90938205 90472354 101002480 101611381 117064614 117065487 118099679 118264379 123552702 122363709 124202805 129834582 129850676 131801519 131878490 132276652 134817835 135207570);CHEBI:(15816 32689 32695 16467 32696 32688 32683 32690 32681 29016 32682 32697);PubChem class - bio and metabolites;KEGG:(C02385 C00062 C00792);PubChem class - safety and toxic;YMDB:(592);Training Set;PubChem class - drug;Biocyc:(ARG CPD-220)	255847294	213.07485	30.56	68_mapp_batch_00114_sirius_68	68
153	1	1	1	1	0.4842060091039222	-7.694467074336518	0.9999999999999999	4023.119167114964	C24H48NO7P	[M + Na]+	LFUDDCMNKWEORN	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/p+1	1-16:1-lysoPC	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	4.69999981	5313980;5313981;5313982;24779460;24779461;24779462	HMDB:(10383);SuperNatural:(SN00301846);additional;PubMed;COCONUT:(CNP0226464);Natural Products:(UNPD157409);PubChem:(5313980 5313981 5313982 24779460 24779461 24779462);CHEBI:(84752 73851);PubChem class - bio and metabolites;YMDB:(1184 2210);Training Set;Biocyc:(CPD-8344)	20564074	516.30607	399.39	383_mapp_batch_00114_sirius_388	388
154	1	1	1	2	0.4816472763480033	-7.6128957635016326	0.9999999999999999	35.544521372712246	C6H14O4	[M + H]+	ZIBGPFATKBEMQZ	InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2	3,8-diol	C(COCCOCCO)O	-0.920538723	8172;10441896;59078282;100996608;131674246	PubChem class - food;Maconda:(CON00070);ZINC bio:(ZINC01690436);HSDB:(112-27-6);MeSH:(8172);PubMed;NORMAN:(NS00002182);COCONUT:(CNP0021434);PubChem:(8172 10441896 59078282 100996608 131674246);CHEBI:(44926);PubChem class - bio and metabolites;PubChem class - safety and toxic;Biocyc:(CPD-20409);KEGG Mine	8810409574	151.09661	88.64	226_mapp_batch_00114_sirius_226	226
155	1	1	2	2	0.4773661971741036	-76.7784718486741	0.9999999999999999	57.333008051144986	C13H18O4	[M + H]+	WSGHOKIAHKGCPG	InChI=1S/C13H18O4/c1-3-4-10-5-6-12(13(7-10)16-2)17-9-11(15)8-14/h3,5-7,11,14-15H,1,4,8-9H2,2H3	Oprea1_568866	COC1=C(C=CC(=C1)CC=C)OCC(CO)O	1.88930917	825691;825692;2859367	COCONUT:(CNP0254955);PubChem:(825691 825692 2859367);SuperNatural:(SN00001354 SN00001353);ZINC bio:(ZINC00345215 ZINC00345216);Training Set;PubMed	3170370	239.12779	310.95	336_mapp_batch_00114_sirius_341	341
156	1	1	1	1	0.47604946895090106	-140.24838225409863	0.9939698492462311	43.56702273638379	C8H12N2O4	[M + K]+	RZRDQZQPTISYKY	InChI=1S/C8H12N2O4/c11-3-4-5(12)6(13)7(14)8-9-1-2-10(4)8/h1-2,4-7,11-14H,3H2	(5R,6R,7S,8S)-5,6,7,8-Tetrahydro-5-hydroxymethyl-imidazo[1,2-a]pyridine-6,7,8-triol	C1=CN2C(C(C(C(C2=N1)O)O)O)CO	-2.4000001	10013016;10058607;9990375;10130386;10375519;10442761;49867039;69323450	PubChem:(10013016 10058607 9990375 10130386 10375519 10442761 49867039 69323450);PubMed;PubChem class - bio and metabolites	16777282	239.04266	35.24	112_mapp_batch_00114_sirius_112	112
157	1	1	2	2	0.47557006063010476	-15.63169736310609	0.9999999999999999	31.536601158084295	C6H14N2O	[M + H]+	KLZGKIDSEJWEDW	InChI=1S/C6H14N2O/c1-6(9)8-5-3-2-4-7/h2-5,7H2,1H3,(H,8,9)	Acetylputrescine	CC(=O)NCCCCN	-0.699999988	122356;25243990	HMDB:(2064 60268);SuperNatural:(SN00216128);ZINC bio:(ZINC01529505);additional;MeSH:(122356);Plantcyc:(CPD-569);PubMed;NORMAN:(NS00014890);COCONUT:(CNP0102666 CNP0279373);PubChem:(122356 25243990);CHEBI:(58263 17768);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02714);PubChem class - safety and toxic;YMDB:(738);Training Set;Biocyc:(CPD-569)	17267911022	131.11803	33.03	81_mapp_batch_00114_sirius_81	81
158	1	1	2	2	0.4754794348554188	-2.8656647238702213	0.9999999999999999	27.107806803749178	C6H14N2O2	[M - H2O + H]+	KDXKERNSBIXSRK	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)	lysinium	C(CCN)CC(C(=O)O)N	-1.10313416	866;5962;57449;641599;134478;450558;450564;3532358;3784624;4477687;5242389;5248709;5259891;5460920;5460921;5460922;5460924;5460925;5460926;5460928;12135279;12149172;12149174;12149175;12205354;12205346;12205349;12205352;12205357;12205360;12205363;12205365;12205370;12205371;10975638;10290870;10313213;11378574;16057978;16213331;16213293;16213426;16213428;16217576;16217578;16219563;21846779;24848423;45157534;44231977;50992680;53989584;53989588;53989590;53989591;59069846;57616908;57616911;57616912;57616921;58618378;59373180;59373182;59703106;58203005;58219022;58219025;58359512;71774817;71309085;71309189;71309643;71310243;87528070;87190895;87191245;88683742;88901890;88901892;88901900;88901911;89059446;88952248;92043531;90862357;90389224;101611383;102351657;102351658;101966858;118524989;119080593;119081141;118264373;122198194;122482875;124202796;130346519;131708617;131708625;131708709;131852320;131854682;134261062;135207569	HMDB:(182 3405 62809 142894);PubChem class - food;SuperNatural:(SN00002214 SN00367158);ZINC bio:(ZINC01532522 ZINC01532731);additional;HSDB:(56-87-1);MeSH:(866 5962 641599 5460926);Plantcyc:(CPD-219 LYS);PubMed;NORMAN:(NS00003109);COCONUT:(CNP0082851 CNP0082852 CNP0204700 CNP0345706);KNApSAcK:(1378);Natural Products:(UNPD39006);PubChem:(866 5962 57449 641599 134478 450558 450564 3532358 3784624 4477687 5242389 5248709 5259891 5460920 5460921 5460922 5460924 5460925 5460926 5460928 12135279 12149172 12149174 12149175 12205354 12205346 12205349 12205352 12205357 12205360 12205363 12205365 12205370 12205371 10975638 10290870 10313213 11378574 16057978 16213331 16213293 16213426 16213428 16217576 16217578 16219563 21846779 24848423 45157534 44231977 50992680 53989584 53989588 53989590 53989591 59069846 57616908 57616911 57616912 57616921 58618378 59373180 59373182 59703106 58203005 58219022 58219025 58359512 71774817 71309085 71309189 71309643 71310243 87528070 87190895 87191245 88683742 88901890 88901892 88901900 88901911 89059446 88952248 92043531 90862357 90389224 101611383 102351657 102351658 101966858 118524989 119080593 119081141 118264373 122198194 122482875 124202796 130346519 131708617 131708625 131708709 131852320 131854682 134261062 135207569);CHEBI:(133538 32556 32564 18019 132486 32550 25094 32558 16855 32557 32565 32551 32563 32552);PubChem class - bio and metabolites;KEGG:(C00047 C00739 C16440);PubChem class - safety and toxic;YMDB:(330);Training Set;PubChem class - drug;Biocyc:(CPD-219 LYS SMA-0000528)	255847294	129.10252	26.7	30_mapp_batch_00114_sirius_30	30
159	1	1	1	2	0.4742998216163035	-1.3439140494766415	0.9999999999999999	57.1695115750977	C18H39NO3	[M + H]+	AERBNCYCJBRYDG	InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h16-18,20-22H,2-15,19H2,1H3	phytosphingosine	CCCCCCCCCCCCCCC(C(C(CO)N)O)O	4.5999999	122121;248575;12314234;10892490;10892491;11544231;10936149;11688287;11099168;11290089;15971470;56927898;58312003;71357922;89371037;100977523;123143330;129630743;131698681	HMDB:(4610);SuperNatural:(SN00316775 SN00355444 SN00240284);ZINC bio:(ZINC08437018 ZINC59066904);additional;MeSH:(122121 10892491 11099168 11544231);Plantcyc:(MONO-VINYL-PROTOCHLOROPHYLLIDE-A PHYTOSPINGOSINE);PubMed;NORMAN:(NS00009822);COCONUT:(CNP0274802);KNApSAcK:(7543);Natural Products:(UNPD168973 UNPD74655 UNPD186473);PubChem:(122121 248575 12314234 10892490 10892491 11544231 10936149 11688287 11099168 11290089 15971470 56927898 58312003 71357922 89371037 100977523 123143330 129630743 131698681);CHEBI:(64124 73479 46961);PubChem class - bio and metabolites;KEGG:(C12144);PubChem class - safety and toxic;YMDB:(1101 285);Training Set;Biocyc:(PHYTOSPINGOSINE)	88074622	318.3005	324.17	341_mapp_batch_00114_sirius_346	346
160	1	1	2	2	0.4731442050421355	-152.47705278652683	0.9999999999999999	70.32727464935188	C11H18N2O3	[M - H2O + H]+	WJRPDGADPABWOY	InChI=1S/C11H18N2O3/c1-3-10(11(15)16)8(6-14)4-9-5-12-7-13(9)2/h5,7-8,10,14H,3-4,6H2,1-2H3,(H,15,16)	Pilocarpic acid	CCC(C(CC1=CN=CN1C)CO)C(=O)O	1.04617059	182186;3035051;6426841;9991283;71749486;124397002	MeSH:(182186 3035051);PubChem:(182186 3035051 6426841 9991283 71749486 124397002);PubMed;KEGG Mine	8589934662	209.12866	88.47	227_mapp_batch_00114_sirius_227	227
161	1	1	1	2	0.470263071322858	-56.67271995277744	0.7261306532663316	9.927942324239883	C3H8NO6P	[M + K]+	BZQFBWGGLXLEPQ	InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)	P-serine	C(C(C(=O)O)N)OP(=O)(O)O	-5.0999999	106;68841;644269;439747;7059387;7059388;5247361;52914844;57689796;57689797;129635266;139026226	HMDB:(272 1721);SuperNatural:(SN00005709 SN00310220 SN00398425);ZINC bio:(ZINC03869280 ZINC03869281);additional;MeSH:(106 68841);Plantcyc:(3-P-SERINE PHOSPHATE-GROUP);PubMed;NORMAN:(NS00014359);COCONUT:(CNP0083346 CNP0263057);KNApSAcK:(7287);Natural Products:(UNPD194311 UNPD163091);PubChem:(106 68841 644269 439747 7059387 7059388 5247361 52914844 57689796 57689797 129635266 139026226);CHEBI:(67032 37712 15811 58680 37713 57524);PubChem class - bio and metabolites;KEGG:(C02532 C01005);PubChem class - safety and toxic;YMDB:(76 761);Training Set;Biocyc:(CPD-3722 3-P-SERINE)	88074622	223.97204	32.24	79_mapp_batch_00114_sirius_79	79
162	1	1	1	1	0.4693431033101393	-18.363831923168913	0.9999999999999999	4017.089249762756	C22H44NO7P	[M + H]+	JXGLGTFMAQOJBB	InChI=1S/C22H44NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h8-9,21,24H,5-7,10-20H2,1-4H3/p+1	Lysophosphatidylcholine(14:1/0:0)	CCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	3.5999999	5313975;24779456;134742688;134742689;138190344;138190345	COCONUT:(CNP0002041);HMDB:(10380);PubChem:(5313975 24779456 134742688 134742689 138190344 138190345);YMDB Mine;CHEBI:(73794);Lipid:(LPC(14:1))	38656802858	466.29311	353.92	356_mapp_batch_00114_sirius_361	361
163	1	1	1	1	0.46911093208700677	-0.5218290090923953	0.9999999999999999	6037.257381513002	C19H40NO7P	[M + H]+	RPXHXZNGZBHSMJ	InChI=1S/C19H40NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-19(22)25-16-18(21)17-27-28(23,24)26-15-14-20/h18,21H,2-17,20H2,1H3,(H,23,24)	Lysophosphatidylethanolamine(14:0/0:0)	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	1.29999995	9547070;24802348;46173403;86583448;92863443;101048344	COCONUT:(CNP0346700);HMDB:(11500);PubChem:(9547070 24802348 46173403 86583448 92863443 101048344);CHEBI:(84299);additional;PubChem class - bio and metabolites;YMDB:(1194);Training Set;Biocyc:(CPD0-2147);Lipid:(LPE(14:0))	4314449962	426.26154	383.77	368_mapp_batch_00114_sirius_373	373
164	1	1	2	2	0.4679218590927764	-6.2666610972319665	0.9999999999999999	33.64346902650967	C8H4O3	[M + H]+	LGRFSURHDFAFJT	InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H	Wiltrol P	C1=CC=C2C(=C1)C(=O)OC2=O	1.29999995	6811;16212996;23560834;71751657;71309648;123741998	PubChem class - food;SuperNatural:(SN00132155);Maconda:(CON00081);ZINC bio:(ZINC08100883);additional;HSDB:(85-44-9);MeSH:(6811);PubMed;NORMAN:(NS00004500);COCONUT:(CNP0332462);Natural Products:(UNPD97762);PubChem:(6811 16212996 23560834 71751657 71309648 123741998);CHEBI:(36605);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;KEGG Mine	25991898726	149.0234	358.6	359_mapp_batch_00114_sirius_364	364
165	1	1	2	2	0.4665035127483661	-9.992172511240588	0.9999999999999999	29.72712625001782	C8H11NO	[M - H2O + H]+	ULSIYEODSMZIPX	InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2	bmse000307	C1=CC=C(C=C1)C(CN)O	0.315441757	1000;643217;450537;4745144;10606812;6951163;6951164;6951165;15968885;71751616	HMDB:(1065 62626);SuperNatural:(SN00118560 SN00118561 SN00225187);ZINC bio:(ZINC00403283 ZINC00403284);additional;MeSH:(1000);PubMed;NORMAN:(NS00014647);COCONUT:(CNP0082756 CNP0107878);Natural Products:(UNPD39583);PubChem:(1000 643217 450537 4745144 10606812 6951163 6951164 6951165 15968885 71751616);YMDB Mine;CHEBI:(57741 16343);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02735);PubChem class - safety and toxic;Training Set;Biocyc:(PHENYLETHANOLAMINE)	51627485550	120.08109	91.08	229_mapp_batch_00114_sirius_229	229
166	1	1	1	2	0.46620765238253786	-124.99161494538042	0.9999999999999999	19.79489496397627	C6H13NOS	[M + H]+	KNFFJJFEYQLINT	InChI=1S/C6H13NOS/c1-9-6-4-2-3-5-7-8/h5,8H,2-4,6H2,1H3	5-methylthiopentanaldoxime	CSCCCCC=NO	1.29999995	25010757;59146657;74388162	COCONUT:(CNP0070910);PubChem:(25010757 59146657 74388162);SuperNatural:(SN00215393);CHEBI:(50700 134682);PubChem class - bio and metabolites;KEGG:(C17245);Plantcyc:(CPDQT-341);Biocyc:(CPDQT-341)	20056354	148.07942	34.12	94_mapp_batch_00114_sirius_94	94
167	1	1	2	2	0.46294763499325176	-28.63912730335792	0.9999999999999999	39.73211445341477	C5H4N4O	[M + H]+	FDGQSTZJBFJUBT	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	Sarcine	C1=NC2=C(N1)C(=O)N=CN2	-0.230433688	790;4400106;57636748;102431306;102495639;135507760;135546991;136016207;136069790;136636086;136648540;136662831;135948648;136242401;136242402;137185169;135398638;135407690;135437272;135450926;135480515;136913050;136913051;135492974;136960302;136961200;136961201;136961202	HMDB:(157);SuperNatural:(SN00024300);ZINC bio:(ZINC18153302);additional;MeSH:(135398638);Plantcyc:(HYPOXANTHINE);PubMed;NORMAN:(NS00010150);COCONUT:(CNP0229561 CNP0375307);KNApSAcK:(1502);Natural Products:(UNPD77089);PubChem:(790 4400106 57636748 102431306 102495639 135507760 135546991 136016207 136069790 136636086 136648540 136662831 135948648 136242401 136242402 137185169 135398638 135407690 135437272 135450926 135480515 136913050 136913051 135492974 136960302 136961200 136961201 136961202);CHEBI:(17368);PubChem class - bio and metabolites;KEGG:(C00262);PubChem class - safety and toxic;YMDB:(555);Training Set;PubChem class - drug;Biocyc:(SMA-0000646 SMA-0000313 HYPOXANTHINE)	121629054	137.04603	45.81	158_mapp_batch_00114_sirius_158	158
168	1	1	2	2	0.4577201539225616	-6.470433474302192	0.9999999999999999	32.213579215947675	C8H4O3	[M + H]+	LGRFSURHDFAFJT	InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H	Wiltrol P	C1=CC=C2C(=C1)C(=O)OC2=O	1.29999995	6811;16212996;23560834;71751657;71309648;123741998	PubChem class - food;SuperNatural:(SN00132155);Maconda:(CON00081);ZINC bio:(ZINC08100883);additional;HSDB:(85-44-9);MeSH:(6811);PubMed;NORMAN:(NS00004500);COCONUT:(CNP0332462);Natural Products:(UNPD97762);PubChem:(6811 16212996 23560834 71751657 71309648 123741998);CHEBI:(36605);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;KEGG Mine	25991898726	149.02343	475.75	412_mapp_batch_00114_sirius_417	417
169	1	1	1	1	0.4540083991527889	-7.933510979943036	0.9999999999999999	6038.118739970675	C24H48NO7P	[M + Na]+	LFUDDCMNKWEORN	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/p+1	1-16:1-lysoPC	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	4.69999981	5313980;5313981;5313982;24779460;24779461;24779462	HMDB:(10383);SuperNatural:(SN00301846);additional;PubMed;Lipid:(LPC(16:1));COCONUT:(CNP0226464);Natural Products:(UNPD157409);PubChem:(5313980 5313981 5313982 24779460 24779461 24779462);CHEBI:(84752 73851);PubChem class - bio and metabolites;YMDB:(1184 2210);Training Set;Biocyc:(CPD-8344)	4315531370	516.3059	392.45	376_mapp_batch_00114_sirius_381	381
170	1	1	2	2	0.4523364802006503	-63.792081120440464	0.9999999999999999	65.29514260244025	C13H26N2O2	[M + H]+	XZSSBMSSPYZGBW	InChI=1S/C13H26N2O2/c1-2-3-4-5-6-7-11-15-13(17)10-8-9-12(14)16/h2-11H2,1H3,(H2,14,16)(H,15,17)	N-Octylglutaramide	CCCCCCCCNC(=O)CCCC(=O)N	2.0999999	21121769	MeSH:(21121769);PubChem:(21121769);PubMed	70	243.2068	274.42	318_mapp_batch_00114_sirius_323	323
171	1	1	2	2	0.4459427496284245	-13.597052323492951	0.9999999999999999	30.022174991896797	C12H14O4	[M - H2O + H]+	YZBOVSFWWNVKRJ	InChI=1S/C12H14O4/c1-2-3-8-16-12(15)10-7-5-4-6-9(10)11(13)14/h4-7H,2-3,8H2,1H3,(H,13,14)	monobutyl ester	CCCCOC(=O)C1=CC=CC=C1C(=O)O	2.53328919	8575;21584886;71750779;101678631;101678632	HMDB:(13247);ZINC bio:(ZINC01586773);additional;MeSH:(8575);PubMed;NORMAN:(NS00006195);COCONUT:(CNP0257384);Natural Products:(UNPD135299);PubChem:(8575 21584886 71750779 101678631 101678632);CHEBI:(88522);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8676761710	205.08603	475.42	413_mapp_batch_00114_sirius_418	418
