id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
120_mapp_batch_00114_sirius_120	C6H9N3O	[M - H2O + H]+	C6H7N3	Alkaloids	0.8285143971443176	Nicotinic acid alkaloids	0.43375176191329956	Pyridine alkaloids	0.42925071716308594	Aminopyrimidines and derivatives	0.8687563538551331	Aminopyrimidines and derivatives	0.8687563538551331	Pyrimidines and pyrimidine derivatives	0.9816246628761292	Diazines	0.9931054711341858	Organoheterocyclic compounds	0.9999305009841919	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Aromatic alcohols; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	120
121_mapp_batch_00114_sirius_121	C7H12N2O3	[M + H]+	C7H12N2O3	Amino acids and Peptides	0.9999151229858398	Small peptides	0.9999678134918213	Dipeptides	0.9999102354049683	Dipeptides	0.9999942779541016	Peptides	0.9999926090240479	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Primary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	121
122_mapp_batch_00114_sirius_122	C6H13NO5	[M + H]+	C6H13NO5	Amino acids and Peptides	0.8796813488006592	Small peptides	0.5343218445777893	Aminosugars	0.6261128783226013	Amino acids	0.5999182462692261	Amino acids and derivatives	0.3654623031616211	Amino acids, peptides, and analogues	0.37858158349990845	Carboxylic acids and derivatives	0.2627972960472107	Organic acids and derivatives	0.1657402217388153	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Amines; Primary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	122
123_mapp_batch_00114_sirius_123	C9H12BFO3	[M + H]+	C9H12BFO3	Terpenoids	0.8490859866142273	Monoterpenoids	0.9807464480400085	Pinane monoterpenoids	0.6207528114318848	Fluorobenzenes	0.6359804272651672	Fluorobenzenes	0.6359804272651672	Halobenzenes	0.6070301532745361	Benzene and substituted derivatives	0.5805647969245911	Benzenoids	0.47466009855270386	Organic compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Aryl fluorides; Fluorobenzenes; Boronic acid esters; Organometalloid compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Organoboron compounds; Aryl halides; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Chemical entities	123
124_mapp_batch_00114_sirius_124	C12H16N4OS	[M + H]+	C12H16N4OS	Alkaloids	0.9993079900741577	Nicotinic acid alkaloids	0.9461318850517273	Pyridine alkaloids	0.9234384298324585	Thiamines	0.9972931742668152	Thiamines	0.9972931742668152	Pyrimidines and pyrimidine derivatives	0.9989551305770874	Diazines	0.9991163611412048	Organoheterocyclic compounds	0.9999948740005493	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Thiazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Thiamines; Diazines; Amines; Primary amines; 4,5-disubstituted thiazoles; Organic cations; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	124
125_mapp_batch_00114_sirius_125	C7H19N3	[M + H]+	C7H19N3	Alkaloids	0.9999374151229858	Ornithine alkaloids	0.9995293617248535	Polyamines	0.9957707524299622	Alkanolamines	4.760878709930694E-6	Alkanolamines	4.760878709930694E-6	Amines	0.9999990463256836	Organonitrogen compounds	1.0	Organic nitrogen compounds	1.0	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	125
127_mapp_batch_00114_sirius_127	C18H27Cl2NO2	[M + H]+	C18H27Cl2NO2	Alkaloids	0.9393828511238098	Lysine alkaloids	0.3549342155456543	Simple amide alkaloids	0.12703479826450348	Glycosyl compounds	0.0018290674779564142	Glycosyl compounds	0.0018290674779564142	Carbohydrates and carbohydrate conjugates	0.00117809500079602	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Halobenzenes; Ethers; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	127
128_mapp_batch_00114_sirius_128	C6H17N2O6P	[M - H2O + H]+	C6H15N2O5P	Fatty acids	0.06046201288700104	Ornithine alkaloids	0.03720664232969284	Polyamines	0.013168026693165302	Organic phosphonic acids	0.9595303535461426			Organic phosphonic acids	0.9595303535461426	Organic phosphonic acids and derivatives	0.9972068667411804	Organic acids and derivatives	0.9993637204170227	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Monoalkylamines; Quaternary ammonium salts; Organic phosphonic acids; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	128
130_mapp_batch_00114_sirius_130	C8H11NO3	[M + H]+	C8H11NO3	Alkaloids	0.9808366298675537	Nicotinic acid alkaloids	0.9952844977378845	Pyridine alkaloids	0.9963900446891785	Pyridoxines	0.9974737763404846			Pyridoxines	0.9974737763404846	Pyridines and derivatives	0.9999843835830688	Organoheterocyclic compounds	0.9999707937240601	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pyridoxines; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130
131_mapp_batch_00114_sirius_131	C6H11NO4	[M + H]+	C6H11NO4	Amino acids and Peptides	0.991332471370697	Small peptides	0.9955084323883057	Aminoacids	0.7254396080970764	N-acyl-alpha amino acids	0.7781801223754883	Amino acids and derivatives	0.9946666955947876	Amino acids, peptides, and analogues	0.9944078922271729	Carboxylic acids and derivatives	0.9999178647994995	Organic acids and derivatives	0.9999680519104004	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	131
132_mapp_batch_00114_sirius_132	C9H16N2O6	[M + H]+	C9H16N2O6	Amino acids and Peptides	0.999556839466095	Small peptides	0.9990301132202148	Dipeptides	0.9898306727409363	Dipeptides	0.9967779517173767	Peptides	0.9866238832473755	Amino acids, peptides, and analogues	0.9999643564224243	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Organic cations; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	132
133_mapp_batch_00114_sirius_133	C5H12BNO4S	[M + H]+	C5H12BNO4S	Amino acids and Peptides	0.9975646734237671	Small peptides	0.9997969269752502	Aminoacids	0.9974668025970459	Alpha amino acids	0.9643247723579407	Amino acids and derivatives	0.9961265921592712	Amino acids, peptides, and analogues	0.9957646131515503	Carboxylic acids and derivatives	0.9988247752189636	Organic acids and derivatives	0.9999957084655762	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Organometallic compounds; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organoboron compounds; Sulfenyl compounds; Organic salts; Fatty Acyls; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	133
134_mapp_batch_00114_sirius_134	C21H27N7O14P2	[M + H]+	C21H27N7O14P2	Carbohydrates	0.9905029535293579	Nucleosides	0.9896894693374634	Purine nucleos(t)ides	0.9967393279075623	(5'->5')-dinucleotides	0.9751788973808289					(5'->5')-dinucleotides	0.9751788973808289	Nucleosides, nucleotides, and analogues	0.9985226988792419	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Pyridines and derivatives; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Nicotinamide nucleotides; Purine nucleotide sugars; Pyridine nucleotides; Pyridinecarboxylic acids and derivatives; Pyridinecarboxamides; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Primary carboxylic acid amides; Pyridinium derivatives; Imidazopyrimidines; Organic pyrophosphates; Glycosyl compounds; Glycosylamines; Nicotinamides; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; (5'->5')-dinucleotides; Imidolactams; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	134
135_mapp_batch_00114_sirius_135	C8H16N2O3	[M + H]+	C8H16N2O3	Amino acids and Peptides	0.996986448764801	Small peptides	0.9974567294120789	Dipeptides	0.9604805707931519	Alpha amino acids	0.872411847114563	Amino acids and derivatives	0.999786913394928	Amino acids, peptides, and analogues	0.9997859597206116	Carboxylic acids and derivatives	0.9999994039535522	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	135
136_mapp_batch_00114_sirius_136	C11H13NO6	[M + H]+	C11H13NO6	Alkaloids	0.5038163065910339	Nucleosides	0.18907368183135986	Pyrimidine nucleos(t)ides	0.4504927694797516	Glycosylamines	0.9992378950119019	Glycosyl compounds	0.9835191369056702	Carbohydrates and carbohydrate conjugates	0.9977370500564575	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dihydropyridines; Monocarboxylic acids and derivatives; Pyridinones; Pyridinecarboxylic acids and derivatives; Pentoses; Monosaccharides; Secondary alcohols; Oxolanes; Glycosyl compounds; Glycosylamines; Hydropyridines; Pyridinecarboxylic acids; 1,2-diols; Vinylogous acids; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	136
137_mapp_batch_00114_sirius_137	C14H20N6O5S	[M + H]+	C14H20N6O5S	Carbohydrates	0.9141547679901123	Nucleosides	0.975208044052124	Purine nucleos(t)ides	0.9875718355178833	5'-deoxy-5'-thionucleosides	0.997575581073761			5'-deoxy-5'-thionucleosides	0.997575581073761	5'-deoxyribonucleosides	1.0	Nucleosides, nucleotides, and analogues	0.9986276626586914	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Thia fatty acids; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 5'-deoxyribonucleosides; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137
138_mapp_batch_00114_sirius_138	C10H14N5O7P	[M + K]+	C10H14N5O7P	Carbohydrates	0.999462902545929	Nucleosides	0.9973993301391602	Purine nucleos(t)ides	0.9949032068252563	Pentose phosphates	0.9949564337730408	Monosaccharides	0.999887228012085	Carbohydrates and carbohydrate conjugates	0.9998103976249695	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	138
139_mapp_batch_00114_sirius_139	C12H20N4O3	[M + H]+	C12H20N4O3	Amino acids and Peptides	0.9994136095046997	Small peptides	0.9996598958969116	Dipeptides	0.9999278783798218	Dipeptides	1.0	Peptides	0.999495267868042	Amino acids, peptides, and analogues	0.9999933242797852	Carboxylic acids and derivatives	0.9999189376831055	Organic acids and derivatives	0.9999940395355225	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	139
140_mapp_batch_00114_sirius_140	C10H16N5O8P	[M - H2O + H]+	C10H14N5O7P	Carbohydrates	0.9989137649536133	Nucleosides	0.9961859583854675	Purine nucleos(t)ides	0.9853089451789856	Purine ribonucleoside monophosphates	0.9869019985198975	Purine ribonucleoside monophosphates	0.9869019985198975	Purine ribonucleotides	0.9649363160133362	Purine nucleotides	0.7493739128112793	Nucleosides, nucleotides, and analogues	0.8067771792411804	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	140
141_mapp_batch_00114_sirius_141	C7H13NO4S	[M + H]+	C7H13NO4S	Amino acids and Peptides	0.9748144745826721	Small peptides	0.9939390420913696	Aminoacids	0.9528233408927917	Alpha amino acids	0.8895766139030457	Amino acids and derivatives	0.9942317605018616	Amino acids, peptides, and analogues	0.9938355088233948	Carboxylic acids and derivatives	0.9997523427009583	Organic acids and derivatives	0.9999405145645142	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	141
143_mapp_batch_00114_sirius_143	C4H8N2O3	[M + H]+	C4H8N2O3	Amino acids and Peptides	0.9359110593795776	Small peptides	0.8903729915618896	Aminoacids	0.7194086313247681	Alpha amino acids	0.9330376982688904	Amino acids and derivatives	0.8061742782592773	Amino acids, peptides, and analogues	0.7952533960342407	Carboxylic acids and derivatives	0.9067579507827759	Organic acids and derivatives	0.8413070440292358	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	143
144_mapp_batch_00114_sirius_144	C6H9N3O	[M - H2O + H]+	C6H7N3	Alkaloids	0.8276298642158508	Nicotinic acid alkaloids	0.43767932057380676	Pyridine alkaloids	0.4332079291343689	Aminopyrimidines and derivatives	0.867053210735321	Aminopyrimidines and derivatives	0.867053210735321	Pyrimidines and pyrimidine derivatives	0.9809970855712891	Diazines	0.9931039214134216	Organoheterocyclic compounds	0.9999297857284546	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Aromatic alcohols; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	144
145_mapp_batch_00114_sirius_145	C12H16N4OS	[M + H]+	C12H16N4OS	Alkaloids	0.9994024038314819	Nicotinic acid alkaloids	0.9376102685928345	Pyridine alkaloids	0.9143733978271484	Thiamines	0.9969922304153442	Thiamines	0.9969922304153442	Pyrimidines and pyrimidine derivatives	0.9988413453102112	Diazines	0.999058187007904	Organoheterocyclic compounds	0.999995231628418	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Thiazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Thiamines; Diazines; Amines; Primary amines; 4,5-disubstituted thiazoles; Organic cations; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	145
146_mapp_batch_00114_sirius_146	C11H16N2O3	[M + H]+	C11H16N2O3	Alkaloids	0.8580398559570312	Tetramate alkaloids	0.597452700138092	Pyrazine and Piperazine alkaloids	0.730769157409668	Aryl ketones	0.5180511474609375	Ketones	0.48844578862190247	Carbonyl compounds	0.33031603693962097	Organooxygen compounds	0.9999786615371704	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aryl ketones; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	146
147_mapp_batch_00114_sirius_147	C6H9NOS	[M + H]+	C6H9NOS	Alkaloids	0.9981574416160583	Serine alkaloids	0.8307443261146545	Thiazole alkaloids	0.7190465927124023	Thiazoles	0.9999992847442627			Thiazoles	0.9999992847442627	Azoles	0.999998927116394	Organoheterocyclic compounds	0.9999986886978149	Organic compounds; Organoheterocyclic compounds; Thiazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	147
148_mapp_batch_00114_sirius_148	C6H13O9P	[M + K]+	C6H13O9P	Carbohydrates	0.9991718530654907	Saccharides	0.9977867603302002	Monosaccharides	0.9141005873680115	Hexose phosphates	0.5304589867591858	Monosaccharides	0.9762424230575562	Carbohydrates and carbohydrate conjugates	0.9902916550636292	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hemiacetals; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Hexose phosphates; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	148
150_mapp_batch_00114_sirius_150	C10H16N2O3	[M + H]+	C10H16N2O3	Amino acids and Peptides	0.9990828037261963	Small peptides	0.9999548196792603	Dipeptides	0.999853253364563	Dipeptides	0.9999949932098389	Peptides	0.9999934434890747	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	0.9999996423721313	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	150
