"sirius_smiles"	"sirius_confidenceRank"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_#adducts"	"sirius_#predictedFPs"	"sirius_ConfidenceScore"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_id"	"sirius_featureId"	"sirius_chebiid"	"sirius_chebiasciiname"	"feature_id"
"C1COCCN1CCN2CCOCC2"	197	1	1	2	2	"0.37619339175466565"	-65.6204826002873	1	38.1087352569641	"C10H20N2O2"	"[M + H]+"	"QRQKCMFVJWNKQI"	"InChI=1S/C10H20N2O2/c1(11-3-7-13-8-4-11)2-12-5-9-14-10-6-12/h1-10H2"	"1,2-Dimorpholinoethane"	-0.400000006	"72888;6950719"	"NORMAN:(NS00020271);PubChem class - safety and toxic;PubChem:(72888 6950719);PubMed"	67371074	201.15986	174.83	"287_mapp_batch_00114_sirius_287"	287	NA	NA	287
"C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N"	283	1	1	1	1	"0.24089947941471926"	-281.000234174738	1	17.6409569495963	"C10H16N5O8P"	"[M - H2O + H]+"	"PRELUFZXUIIWGM"	"InChI=1S/C10H16N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h3,5-6,9,12,16-17H,1-2H2,(H2,19,20,21)(H3,11,13,14,18)"	"[(2R,3S,4R,5R)-5-(2-amino-6-oxo-7,8-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"	-4.0999999	"135464489"	"EcoCyc Mine;PubChem:(135464489);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites"	60146319362	348.07032	39.65	"140_mapp_batch_00114_sirius_140"	140	NA	NA	140
"C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N"	282	1	1	1	1	"0.2447142134263804"	-281.075201597042	1	13.1692717072975	"C10H16N5O8P"	"[M - H2O + H]+"	"PRELUFZXUIIWGM"	"InChI=1S/C10H16N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h3,5-6,9,12,16-17H,1-2H2,(H2,19,20,21)(H3,11,13,14,18)"	"[(2R,3S,4R,5R)-5-(2-amino-6-oxo-7,8-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"	-4.0999999	"135464489"	"EcoCyc Mine;PubChem:(135464489);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites"	60146319362	348.07054	78.71	"221_mapp_batch_00114_sirius_221"	221	NA	NA	221
"CC(=C)C(=O)OCCOCCOCCOCCO"	261	1	1	2	4	"0.27267094913055573"	-50.1281692082256	0.988442211055276	23.0438372555102	"C12H22O6"	"[M + H]+"	"MCWMYICYUGCRDY"	"InChI=1S/C12H22O6/c1-11(2)12(14)18-10-9-17-8-7-16-6-5-15-4-3-13/h13H,1,3-10H2,2H3"	"Poly(ethylene glycol) ethyl ether methacrylate"	0.235218942	"88829"	"NORMAN:(NS00026813);PubChem class - safety and toxic;PubChem:(88829)"	67371010	263.14895	221.27	"302_mapp_batch_00114_sirius_307"	307	NA	NA	307
"CC(=CC(=O)N1CC(CC1C(=O)N(C)CC(=O)N)NC(=O)NCC=C)C"	305	1	1	2	3	"0.20658954008224414"	-262.600690749416	0.960804020100503	17.46026775294	"C17H27N5O4"	"[M - H2O + H]+"	"HQBNZRWAEQDXEM"	"InChI=1S/C17H27N5O4/c1-5-6-19-17(26)20-12-8-13(16(25)21(4)10-14(18)23)22(9-12)15(24)7-11(2)3/h5,7,12-13H,1,6,8-10H2,2-4H3,(H2,18,23)(H2,19,20,26)"	"1-(3-methylbut-2-enoyl)-4-[(prop-2-en-1-ylcarbamoyl)amino]prolyl-N2-methylglycinamide"	-0.300000012	"3794180;11865796"	"COCONUT:(CNP0395411);PubChem:(3794180 11865796);SuperNatural:(SN00003990);ZINC bio:(ZINC03839053)"	3153922	348.20168	350.07	"352_mapp_batch_00114_sirius_357"	357	NA	NA	357
"CC(=O)C1(CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O"	343	1	1	2	2	"0.1448190940841169"	-89.6644765500002	1	65.0979058803393	"C21H32O3"	"[M - H2O + H]+"	"JERGUCIJOXJXHF"	"InChI=1S/C21H32O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h4,15-18,23-24H,5-12H2,1-3H3"	"17OH-Pregn"	3.53245115	"91451;247974;440573;2748172;7052676;10545069;10246475;10246536;13783642;13783644;11867959;11867960;11867961;11867962;18394296;22796600;24867249;44135598;44263762;44319903;56846336;71434080;92143138;101739563;118705386;118797459;121357604;124512247;124512248;124708493;124902806;124916670;124916671;124916673;124185390;124202961;124300732;126968506;126968957;129628118;131705856;131706823;131708130;136212993"	"HMDB:(363);SuperNatural:(SN00122654 SN00122655 SN00300394 SN00122656 SN00122657 SN00255877);ZINC bio:(ZINC03843834 ZINC03843835 ZINC03843836 ZINC03843837 ZINC04096634 ZINC04582492 ZINC04582493);additional;MeSH:(91451 247974 440573 22796600 44135598 126968957);Plantcyc:(CPD66-23);PubMed;NORMAN:(NS00014777);COCONUT:(CNP0310382);Natural Products:(UNPD24566 UNPD26580);PubChem:(91451 247974 440573 2748172 7052676 10545069 10246475 10246536 13783642 13783644 11867959 11867960 11867961 11867962 18394296 22796600 24867249 44135598 44263762 44319903 56846336 71434080 92143138 101739563 118705386 118797459 121357604 124512247 124512248 124708493 124902806 124916670 124916671 124916673 124185390 124202961 124300732 126968506 126968957 129628118 131705856 131706823 131708130 136212993);CHEBI:(28750);PubChem class - bio and metabolites;KEGG:(C05138);Training Set;Biocyc:(CPD66-23)"	20900206	315.23189	533.18	"436_mapp_batch_00114_sirius_441"	441	NA	NA	441
"CC(=O)CC(=O)C1=CC=CC=C1"	288	1	1	2	2	"0.23373265539706575"	-64.9971620263112	1	21.2200705373968	"C10H10O2"	"[M + H]+"	"CVBUKMMMRLOKQR"	"InChI=1S/C10H10O2/c1-8(11)7-10(12)9-5-3-2-4-6-9/h2-6H,7H2,1H3"	"Benzoyl-aceton"	1.59423459	"7166"	"NORMAN:(NS00022887);COCONUT:(CNP0326732);Natural Products:(UNPD89897);PubChem:(7166);SuperNatural:(SN00011538);ZINC bio:(ZINC05159235);PubChem class - bio and metabolites;MeSH:(7166);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-8880)"	87337030	163.07537	310.95	"335_mapp_batch_00114_sirius_340"	340	NA	NA	340
"CC(=O)CC(=O)C1=CC=CC=C1"	307	1	1	2	2	"0.20254501854160398"	-65.5510632640812	1	33.4089550768578	"C10H10O2"	"[M + H]+"	"CVBUKMMMRLOKQR"	"InChI=1S/C10H10O2/c1-8(11)7-10(12)9-5-3-2-4-6-9/h2-6H,7H2,1H3"	"Benzoyl-aceton"	1.59423459	"7166"	"NORMAN:(NS00022887);COCONUT:(CNP0326732);Natural Products:(UNPD89897);PubChem:(7166);SuperNatural:(SN00011538);ZINC bio:(ZINC05159235);PubChem class - bio and metabolites;MeSH:(7166);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-8880)"	87337030	163.07536	304.42	"331_mapp_batch_00114_sirius_336"	336	NA	NA	336
"CC(=O)NC(CCC(=O)O)C(=O)O"	57	1	1	2	2	"0.7442102258927522"	-56.4310179902835	1	98.5228019030201	"C7H11NO5"	"[M + H]+"	"RFMMMVDNIPUKGG"	"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)"	"acetyl-glu"	-0.937711239	"185;1549099;1560014;1560015;70914;13269177;18603704;21880553;23657823;102602337;139025944"	"HMDB:(1138);PubChem class - food;SuperNatural:(SN00050803 SN00002245);ZINC bio:(ZINC01532704 ZINC01764662);additional;MeSH:(70914);Plantcyc:(ACETYL-GLU);PubMed;NORMAN:(NS00002099);COCONUT:(CNP0083453 CNP0124986);Natural Products:(UNPD216037);PubChem:(185 1549099 1560014 1560015 70914 13269177 18603704 21880553 23657823 102602337 139025944);CHEBI:(44337 21549 17533);PubChem class - bio and metabolites;KEGG:(C00624);PubChem class - safety and toxic;YMDB:(66);Training Set;PubChem class - drug;Biocyc:(ACETYL-GLU SMA-0000511 SMA-0000542)"	255846766	190.07121	46.95	"168_mapp_batch_00114_sirius_168"	168	NA	NA	168
"CC(=O)NC(CCCN)C(=O)O"	74	1	1	2	2	"0.6991330869652254"	-22.6690625729493	1	59.9549717146835	"C7H14N2O3"	"[M + H]+"	"JRLGPAXAGHMNOL"	"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)"	"bmse000195"	-1.16614735	"907;439232;6992102;40152689;40152690;131708631"	"HMDB:(3357);ZINC bio:(ZINC01532657 ZINC02165184);additional;MeSH:(439232);Plantcyc:(N-ALPHA-ACETYLORNITHINE);PubMed;NORMAN:(NS00014889);COCONUT:(CNP0254426);PubChem:(907 439232 6992102 40152689 40152690 131708631);CHEBI:(57805 16543);PubChem class - bio and metabolites;KEGG:(C00437);YMDB:(28);Training Set;Biocyc:(SMA-0000510 N-ALPHA-ACETYLORNITHINE SMA-0000479)"	19884398	175.10791	46.02	"161_mapp_batch_00114_sirius_161"	161	NA	NA	161
"CC(=O)NC(CCCN=C(N)N)C(=O)O"	15	1	1	2	2	"0.9594711468630428"	-2.94767636993507	1	75.2909833182215	"C8H16N4O3"	"[M + H]+"	"SNEIUMQYRCDYCH"	"InChI=1S/C8H16N4O3/c1-5(13)12-6(7(14)15)3-2-4-11-8(9)10/h6H,2-4H2,1H3,(H,12,13)(H,14,15)(H4,9,10,11)"	"acetylarginine"	-1.70000005	"67427;1615663;102807;1810751;1810752;51351777;60078741;59825126;101031772;129635450"	"HMDB:(4620);SuperNatural:(SN00216351);ZINC bio:(ZINC01847640 ZINC02169795);additional;MeSH:(67427);PubMed;NORMAN:(NS00016381);COCONUT:(CNP0082828);PubChem:(67427 1615663 102807 1810751 1810752 51351777 60078741 59825126 101031772 129635450);CHEBI:(61889 40521 143241);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-9291 CPD0-2017)"	20736110	217.12945	35.94	"114_mapp_batch_00114_sirius_114"	114	NA	NA	114
"CC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(=O)OC"	339	1	1	1	1	"0.15188631636257252"	-178.979696291793	1	20.1973997107897	"C12H12N2O3S2"	"[M + K]+"	"TYXZJDHELRGQTC"	"InChI=1S/C12H12N2O3S2/c1-7(15)13-8-3-4-9-10(5-8)19-12(14-9)18-6-11(16)17-2/h3-5H,6H2,1-2H3,(H,13,15)"	"methyl 2-[(6-acetamido-1,3-benzothiazol-2-yl)sulfanyl]acetate"	2.2352972	"644460"	"COCONUT:(CNP0040453);PubChem:(644460);SuperNatural:(SN00118234);PubMed;ZINC bio:(ZINC00330787)"	3153986	334.99157	29.73	"63_mapp_batch_00114_sirius_63"	63	NA	NA	63
"CC(=O)NCCC(=O)NCCS"	24	1	1	2	2	"0.9032342180615528"	-67.7086674781828	1	96.4490822861103	"C7H14N2O2S"	"[M + H]+"	"UTUANHHJYGDYCT"	"InChI=1S/C7H14N2O2S/c1-6(10)8-3-2-7(11)9-4-5-12/h12H,2-5H2,1H3,(H,8,10)(H,9,11)"	"null"	-0.899999976	"10943281"	"PubChem:(10943281);PubChem class - bio and metabolites"	16777218	191.08494	170.82	"284_mapp_batch_00114_sirius_284"	284	NA	NA	284
"CC(=O)NCCCCC(C(=O)O)N"	33	1	1	2	2	"0.8656712298534572"	-3.99941347833644	1	38.6744097256266	"C8H16N2O3"	"[M + H]+"	"DTERQYGMUDWYAZ"	"InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)"	"bmse000353"	-0.716934681	"92832;265949;6991978;6994066;6994067;25201183;78224807"	"HMDB:(206);SuperNatural:(SN00002056);ZINC bio:(ZINC01529433 ZINC01680036);additional;MeSH:(92832 6991978);Plantcyc:(CPD-567);PubMed;NORMAN:(NS00008574);COCONUT:(CNP0161259);Natural Products:(UNPD171239);PubChem:(92832 265949 6991978 6994066 6994067 25201183 78224807);CHEBI:(17752 58260);PubChem class - bio and metabolites;KEGG:(C02727);Training Set;Biocyc:(CPD-567)"	20900206	189.12352	39.79	"135_mapp_batch_00114_sirius_135"	135	NA	NA	135
"CC(=O)NCCCCC(C(=O)O)N"	131	1	1	2	2	"0.5372592540990493"	-23.7964028265253	1	72.0797485014327	"C8H16N2O3"	"[M + H]+"	"DTERQYGMUDWYAZ"	"InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)"	"bmse000353"	-0.716934681	"92832;265949;6991978;6994066;6994067;25201183;78224807"	"HMDB:(206);SuperNatural:(SN00002056);ZINC bio:(ZINC01529433 ZINC01680036);additional;MeSH:(92832 6991978);Plantcyc:(CPD-567);PubMed;NORMAN:(NS00008574);COCONUT:(CNP0161259);Natural Products:(UNPD171239);PubChem:(92832 265949 6991978 6994066 6994067 25201183 78224807);CHEBI:(17752 58260);PubChem class - bio and metabolites;KEGG:(C02727);Training Set;Biocyc:(CPD-567)"	20900206	189.12356	83.74	"224_mapp_batch_00114_sirius_224"	224	NA	NA	224
"CC(=O)NCCCCN"	157	1	1	2	2	"0.47557006063010476"	-15.6316973631061	1	31.5366011580843	"C6H14N2O"	"[M + H]+"	"KLZGKIDSEJWEDW"	"InChI=1S/C6H14N2O/c1-6(9)8-5-3-2-4-7/h2-5,7H2,1H3,(H,8,9)"	"Acetylputrescine"	-0.699999988	"122356;25243990"	"HMDB:(2064 60268);SuperNatural:(SN00216128);ZINC bio:(ZINC01529505);additional;MeSH:(122356);Plantcyc:(CPD-569);PubMed;NORMAN:(NS00014890);COCONUT:(CNP0102666 CNP0279373);PubChem:(122356 25243990);CHEBI:(58263 17768);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02714);PubChem class - safety and toxic;YMDB:(738);Training Set;Biocyc:(CPD-569)"	17267911022	131.11803	33.03	"81_mapp_batch_00114_sirius_81"	81	NA	NA	81
"CC(=O)NCCOP(=O)(O)OCC(CO)O"	342	1	1	1	2	"0.14527144999634256"	-135.110441581668	0.99748743718593	28.2161140920077	"C7H16NO7P"	"[M + H]+"	"OZSOSOMDMHEXQY"	"InChI=1S/C7H16NO7P/c1-6(10)8-2-3-14-16(12,13)15-5-7(11)4-9/h7,9,11H,2-5H2,1H3,(H,8,10)(H,12,13)"	"null"	-3	"9921342;9921343;139583300"	"PubChem:(9921342 9921343 139583300);COCONUT:(CNP0356902)"	2097154	258.07412	111.48	"250_mapp_batch_00114_sirius_250"	250	NA	NA	250
"CC(=O)OC(COCCCCCCCCCCCCCCCC(=O)O)COP(=O)(O)OCC[N+](C)(C)C"	8	1	1	1	2	"0.985172761571478"	-10.0421509094216	0.992964824120603	27.0292073439255	"C26H52NO9P"	"[M + H]+"	"PKDXOBRCEXMRQQ"	"InChI=1S/C26H52NO9P/c1-24(28)36-25(23-35-37(31,32)34-21-19-27(2,3)4)22-33-20-17-15-13-11-9-7-5-6-8-10-12-14-16-18-26(29)30/h25H,5-23H2,1-4H3,(H-,29,30,31,32)/p+1"	"1-O-(15-Carboxypentadecyl)-2-O-acetylglycero-3-phosphorylcholine"	4.80000019	"195638;195639;53463729;53463731"	"MeSH:(195638);Training Set;PubChem:(195638 195639 53463729 53463731);PubMed;additional"	540742	554.34548	377.42	"365_mapp_batch_00114_sirius_370"	370	NA	NA	370
"CC(=O)OC1CC2C3(CCCC(C3CCC2(C4C1(C(C(=CC4)C=O)OC(=O)C)C)C)(C)C)C"	271	1	1	2	2	"0.2593787101851925"	-128.316783181986	1	64.5050023761235	"C28H42O5"	"[M + H]+"	"GMQPHYOAPGYWOA"	"InChI=1S/C28H42O5/c1-17(30)32-23-15-22-26(5)13-8-12-25(3,4)20(26)11-14-27(22,6)21-10-9-19(16-29)24(28(21,23)7)33-18(2)31/h9,16,20-24H,8,10-15H2,1-7H3"	"null"	5.38010073	NA	"COCONUT:(CNP0208865);Natural Products:(UNPD98759 UNPD122342);SuperNatural:(SN00313060 SN00305979)"	3178496	459.31071	525.45	"430_mapp_batch_00114_sirius_435"	435	NA	NA	435
"CC(=O)OCCC(C(=O)O)N"	185	1	1	2	2	"0.4130372845141819"	-45.9908922594472	1	107.775429383883	"C6H11NO4"	"[M + H]+"	"FCXZBWSIAGGPCB"	"InChI=1S/C6H11NO4/c1-4(8)11-3-2-5(7)6(9)10/h5H,2-3,7H2,1H3,(H,9,10)"	"acetylhomoserine"	-1.0761435	"528;439389;11966261;25244888;74413607;129661853"	"HMDB:(29423);SuperNatural:(SN00371178);ZINC bio:(ZINC01532838);additional;Plantcyc:(CPD-667);PubMed;COCONUT:(CNP0415355);KNApSAcK:(19570);Natural Products:(UNPD136786);PubChem:(528 439389 11966261 25244888 74413607 129661853);CHEBI:(37034 57716 16288 132989 7671);PubChem class - bio and metabolites;KEGG:(C01077);YMDB:(158);Biocyc:(CPD-667 CPD1A0-6155)"	20687226	162.07622	78.08	"220_mapp_batch_00114_sirius_220"	220	NA	NA	220
"CC(=O)OCCC(C(=O)O)N"	100	1	1	2	2	"0.6065778525574217"	-35.0604628996119	1	67.4336133187976	"C6H11NO4"	"[M + H]+"	"FCXZBWSIAGGPCB"	"InChI=1S/C6H11NO4/c1-4(8)11-3-2-5(7)6(9)10/h5H,2-3,7H2,1H3,(H,9,10)"	"acetylhomoserine"	-1.0761435	"528;439389;11966261;25244888;74413607;129661853"	"HMDB:(29423);SuperNatural:(SN00371178);ZINC bio:(ZINC01532838);additional;Plantcyc:(CPD-667);PubMed;COCONUT:(CNP0415355);KNApSAcK:(19570);Natural Products:(UNPD136786);PubChem:(528 439389 11966261 25244888 74413607 129661853);CHEBI:(37034 57716 16288 132989 7671);PubChem class - bio and metabolites;KEGG:(C01077);YMDB:(158);Biocyc:(CPD-667 CPD1A0-6155)"	20687226	162.07618	39.13	"131_mapp_batch_00114_sirius_131"	131	NA	NA	131
"CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O"	19	1	1	2	2	"0.9260968000827193"	-51.9027351607125	1	42.9195944367717	"C13H24N2O5S"	"[M + H]+"	"WWROXTIUCJPVJU"	"InChI=1S/C13H24N2O5S/c1-9(17)21-7-6-14-10(18)4-5-15-12(20)11(19)13(2,3)8-16/h11,16,19H,4-8H2,1-3H3,(H,14,18)(H,15,20)"	"null"	-0.899999976	"45254005;75102768;101639605"	"EcoCyc Mine;PubChem:(45254005 75102768 101639605);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites"	60146319362	321.14789	170.82	"285_mapp_batch_00114_sirius_285"	285	NA	NA	285
"CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O"	36	1	1	1	3	"0.8447178053026738"	-167.815870867777	0.94572864321608	13.9053723986173	"C13H24N2O5S"	"[M + Na]+"	"WWROXTIUCJPVJU"	"InChI=1S/C13H24N2O5S/c1-9(17)21-7-6-14-10(18)4-5-15-12(20)11(19)13(2,3)8-16/h11,16,19H,4-8H2,1-3H3,(H,14,18)(H,15,20)"	"null"	-0.899999976	"45254005;75102768;101639605"	"EcoCyc Mine;PubChem:(45254005 75102768 101639605);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites"	60146319362	343.12988	171.72	"286_mapp_batch_00114_sirius_286"	286	NA	NA	286
"CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O"	40	1	2	1	3	"0.8267902643809684"	-77.1411313477024	0.874874371859297	59.7413221218746	"C13H24N2O5S"	"[M + K]+"	"WWROXTIUCJPVJU"	"InChI=1S/C13H24N2O5S/c1-9(17)21-7-6-14-10(18)4-5-15-12(20)11(19)13(2,3)8-16/h11,16,19H,4-8H2,1-3H3,(H,14,18)(H,15,20)"	"null"	-0.899999976	"45254005;75102768;101639605"	"EcoCyc Mine;PubChem:(45254005 75102768 101639605);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites"	60146319362	359.10365	138.25	"264_mapp_batch_00114_sirius_264"	264	NA	NA	264
"CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)O)O"	409	1	1	1	1	"N/A"	-92.3179079484093	0	32.4867200012714	"C13H25N2O8PS"	"[M + H]+"	"AJFWMDFTVVFMHY"	"InChI=1S/C13H25N2O8PS/c1-9(16)25-7-6-14-10(17)4-5-15-12(19)11(18)13(2,3)8-23-24(20,21)22/h11,18H,4-8H2,1-3H3,(H,14,17)(H,15,19)(H2,20,21,22)"	"S-Acetylphosphopantetheine"	-2	"440096;3295460;25203813;25220901;45266684"	"KEGG:(C03725);PubChem:(440096 3295460 25203813 25220901 45266684);CHEBI:(58555 28228);Biocyc:(S-ACETYLPHOSPHOPANTETHEINE);PubChem class - bio and metabolites"	16779554	401.11422	170.74	"283_mapp_batch_00114_sirius_283"	283	NA	NA	283
"CC(C(C(=O)O)N)O"	48	1	1	1	2	"0.7793850163947943"	-7.9188344461486	1	56.6389600233705	"C4H9NO3"	"[M + H]+"	"AYFVYJQAPQTCCC"	"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)"	"Threonin"	-1.41402745	"205;6288;69435;90624;99289;3548069;6399258;5460792;5460793;5460795;5460797;10582778;10725335;6971019;6971050;6995276;6995277;15341575;11768555;15556539;10486840;10486845;17757244;17757249;19884346;16217531;16217559;16217581;16220017;20831707;20831709;20849229;21725637;44229128;49818824;57189977;57616907;57616935;57616945;58618385;59373183;59373191;58203008;71309323;71309477;87214443;87698846;89059444;89944556;89945225;102009870;101770510;102602054;118099672;118099674;123274926;123687322;123356695;124202792;135043662;135071019;138112383"	"HMDB:(167 4041);PubChem class - food;SuperNatural:(SN00300019 SN00237096 SN00001733);ZINC bio:(ZINC00895103 ZINC00895399 ZINC01747072 ZINC01747073);additional;HSDB:(72-19-5);MeSH:(6288);Plantcyc:(CPD-10303 THR D-THREONINE L-ALLO-THREONINE);PubMed;NORMAN:(NS00001961);COCONUT:(CNP0082846 CNP0240794 CNP0361197);KNApSAcK:(1394);Natural Products:(UNPD131423 UNPD59 UNPD148829);PubChem:(205 6288 69435 90624 99289 3548069 6399258 5460792 5460793 5460795 5460797 10582778 10725335 6971019 6971050 6995276 6995277 15341575 11768555 15556539 10486840 10486845 17757244 17757249 19884346 16217531 16217559 16217581 16220017 20831707 20831709 20849229 21725637 44229128 49818824 57189977 57616907 57616935 57616945 58618385 59373183 59373191 58203008 71309323 71309477 87214443 87698846 89059444 89944556 89945225 102009870 101770510 102602054 118099672 118099674 123274926 123687322 123356695 124202792 135043662 135071019 138112383);CHEBI:(58585 57757 28718 32828 32822 57926 38263 32827 32826 16398 58645 16857 32820);PubChem class - bio and metabolites;KEGG:(C12317 C00820 C05519 C00188);PubChem class - safety and toxic;YMDB:(295 802 214);PubChem class - drug;Biocyc:(CPD-10303 THR D-THREONINE L-ALLO-THREONINE SMA-0000594)"	255830910	120.06569	34.62	"97_mapp_batch_00114_sirius_97"	97	NA	NA	97
"CC(C(C(=O)O)NC(=O)C(CCC(=O)O)N)O"	135	1	1	1	2	"0.5330352948944025"	-9.76778605588827	1	65.6792424814745	"C9H16N2O6"	"[M + H]+"	"JSIQVRIXMINMTA"	"InChI=1S/C9H16N2O6/c1-4(12)7(9(16)17)11-8(15)5(10)2-3-6(13)14/h4-5,7,12H,2-3,10H2,1H3,(H,11,15)(H,13,14)(H,16,17)"	"L-alpha-glutamyl-L-threonine"	-4.4000001	"6998030;6998031;18218202;44217137;56972309;73357671;113628748;133126719"	"COCONUT:(CNP0347602);HMDB:(28829);PubChem:(6998030 6998031 18218202 44217137 56972309 73357671 113628748 133126719);CHEBI:(73510);additional;PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20354)"	19417130	249.10829	39.13	"132_mapp_batch_00114_sirius_132"	132	NA	NA	132
"CC(C(C(=O)O)NC(=O)C)O"	38	1	1	2	2	"0.8398673779638107"	-7.3626297809911	1	85.2951526929754	"C6H11NO4"	"[M + H]+"	"PEDXUVCGOLSNLQ"	"InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)"	"N-Acetylthreonine"	-1.02782798	"152204;4651717;7349658;11062687;15341574;18603708;40492289;40492292;87928836;118662501;133638086"	"HMDB:(62557);PubChem:(152204 4651717 7349658 11062687 15341574 18603708 40492289 40492292 87928836 118662501 133638086);CHEBI:(133549 45826);ZINC bio:(ZINC04760161 ZINC04760162 ZINC04760164 ZINC04760165);PubChem class - bio and metabolites;MeSH:(152204);Training Set;PubMed;Biocyc:(CPD-20330)"	16803950	162.07619	60.71	"197_mapp_batch_00114_sirius_197"	197	NA	NA	197
"CC(C(C(=O)O)NC(=O)C)O"	44	1	1	2	2	"0.792345896317294"	-12.2748636275533	1	85.67334555676	"C6H11NO4"	"[M + H]+"	"PEDXUVCGOLSNLQ"	"InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)"	"N-Acetylthreonine"	-1.02782798	"152204;4651717;7349658;11062687;15341574;18603708;40492289;40492292;87928836;118662501;133638086"	"HMDB:(62557);PubChem:(152204 4651717 7349658 11062687 15341574 18603708 40492289 40492292 87928836 118662501 133638086);CHEBI:(133549 45826);ZINC bio:(ZINC04760161 ZINC04760162 ZINC04760164 ZINC04760165);PubChem class - bio and metabolites;MeSH:(152204);Training Set;PubMed;Biocyc:(CPD-20330)"	16803950	162.07618	54.44	"189_mapp_batch_00114_sirius_189"	189	NA	NA	189
"CC(C(C(=O)OCC1CCN2C1CCC2)(C(C)(C)O)O)O"	395	1	1	1	1	"0.04478039500808004"	-246.912308974852	0.953768844221106	5.9523831452253	"C15H27NO5"	"[M - H2O + H]+"	"QRVKSRGLONTBPX"	"InChI=1S/C15H27NO5/c1-10(17)15(20,14(2,3)19)13(18)21-9-11-6-8-16-7-4-5-12(11)16/h10-12,17,19-20H,4-9H2,1-3H3"	"2,3,5,6,7,8-hexahydro-1H-pyrrolizin-1-ylmethyl (2S)-2,3-dihydroxy-2-(1-hydroxyethyl)-3-methylbutanoate"	0	"5317361;10685701;101937090"	"COCONUT:(CNP0080615 CNP0398899);KNApSAcK:(26191);Natural Products:(UNPD131754 UNPD149260);PubChem:(5317361 10685701 101937090);SuperNatural:(SN00159498 SN00388286 SN00226881)"	3178514	284.18559	311.15	"338_mapp_batch_00114_sirius_343"	343	NA	NA	343
