"canopus_id"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#all classifications"	"canopus_featureId"	"feature_id"
"111_mapp_batch_00114_sirius_111"	"C8H20NO6P"	"[M + H]+"	"C8H20NO6P"	"Fatty acids"	0.588886976242065	"Glycerophospholipids"	0.909763813018799	"Glycerophosphocholines"	0.934236347675324	"Phosphocholines"	0.999647498130798	"Cholines"	0.999939203262329	"Quaternary ammonium salts"	0.999960422515869	"Organonitrogen compounds"	0.999988675117493	"Organic nitrogen compounds"	0.999993324279785	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	111	111
"112_mapp_batch_00114_sirius_112"	"C8H12N2O4"	"[M + K]+"	"C8H12N2O4"	"Alkaloids"	0.79703152179718	"Histidine alkaloids"	0.391629278659821	"Imidazole alkaloids"	0.45392045378685	"Aryl alkyl ketones"	0.645193457603455	"Ketones"	0.321204215288162	"Carbonyl compounds"	0.405019491910935	"Organooxygen compounds"	0.999995708465576	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Secondary alcohols; Sugar alcohols; Polyols; Substituted imidazoles; 1,2-diols; Aromatic alcohols; Aryl ketones; Aryl alkyl ketones; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	112	112
"114_mapp_batch_00114_sirius_114"	"C8H16N4O3"	"[M + H]+"	"C8H16N4O3"	"Amino acids and Peptides"	0.999834895133972	"Small peptides"	0.999955415725708	"Dipeptides"	0.999906897544861	"N-acyl-L-alpha-amino acids"	0.383087158203125	"Amino acids and derivatives"	0.999796450138092	"Amino acids, peptides, and analogues"	0.999813735485077	"Carboxylic acids and derivatives"	0.99999988079071	"Organic acids and derivatives"	1	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	114	114
"116_mapp_batch_00114_sirius_116"	"C12H22O11"	"[M + Na]+"	"C12H22O11"	"Carbohydrates"	0.987705647945404	"Saccharides"	0.992084622383118	"Disaccharides"	0.999988079071045	"Disaccharides"	0.850619912147522	"Disaccharides"	0.850619912147522	"Carbohydrates and carbohydrate conjugates"	0.999988675117493	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	116	116
"117_mapp_batch_00114_sirius_117"	"C4H8N2O3"	"[M + H]+"	"C4H8N2O3"	"Amino acids and Peptides"	0.97571611404419	"Small peptides"	0.970896303653717	"Aminoacids"	0.869962632656097	"Alpha amino acids"	0.984751522541046	"Amino acids and derivatives"	0.963081657886505	"Amino acids, peptides, and analogues"	0.960581004619598	"Carboxylic acids and derivatives"	0.976814568042755	"Organic acids and derivatives"	0.977400720119476	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	117	117
"118_mapp_batch_00114_sirius_118"	"C6H9NOS"	"[M + H]+"	"C6H9NOS"	"Alkaloids"	0.996964395046234	"Serine alkaloids"	0.834822237491608	"Thiazole alkaloids"	0.721963405609131	"4,5-disubstituted thiazoles"	0.944626152515411	"4,5-disubstituted thiazoles"	0.944626152515411	"Thiazoles"	0.999999761581421	"Azoles"	0.99999988079071	"Organoheterocyclic compounds"	0.999999642372131	"Organic compounds; Organoheterocyclic compounds; Thiazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; 4,5-disubstituted thiazoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	118	118
"119_mapp_batch_00114_sirius_119"	"C11H15N2O8P"	"[M + H]+"	"C11H15N2O8P"	"Alkaloids"	0.86182576417923	"Nicotinic acid alkaloids"	0.751245260238647	"Pyridine alkaloids"	0.710069894790649	"Pyridine nucleotides"	0.868445634841919	NA	NA	NA	NA	"Pyridine nucleotides"	0.868445634841919	"Nucleosides, nucleotides, and analogues"	0.874011695384979	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyridines and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Carboxylic acid derivatives; Pyridine nucleotides; Pyridinecarboxylic acids and derivatives; Pyridinecarboxamides; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Primary carboxylic acid amides; Pyridinium derivatives; Glycosyl compounds; Glycosylamines; Nicotinamides; Pentose phosphates; Polyols; 1,2-diols; Alkyl phosphates; Monoalkyl phosphates; Organic cations; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	119	119
"120_mapp_batch_00114_sirius_120"	"C6H9N3O"	"[M - H2O + H]+"	"C6H7N3"	"Alkaloids"	0.828514397144318	"Nicotinic acid alkaloids"	0.4337517619133	"Pyridine alkaloids"	0.429250717163086	"Aminopyrimidines and derivatives"	0.868756353855133	"Aminopyrimidines and derivatives"	0.868756353855133	"Pyrimidines and pyrimidine derivatives"	0.981624662876129	"Diazines"	0.993105471134186	"Organoheterocyclic compounds"	0.999930500984192	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Aromatic alcohols; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	120	120
"121_mapp_batch_00114_sirius_121"	"C7H12N2O3"	"[M + H]+"	"C7H12N2O3"	"Amino acids and Peptides"	0.99991512298584	"Small peptides"	0.999967813491821	"Dipeptides"	0.999910235404968	"Dipeptides"	0.999994277954102	"Peptides"	0.999992609024048	"Amino acids, peptides, and analogues"	1	"Carboxylic acids and derivatives"	1	"Organic acids and derivatives"	1	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Primary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	121	121
"122_mapp_batch_00114_sirius_122"	"C6H13NO5"	"[M + H]+"	"C6H13NO5"	"Amino acids and Peptides"	0.879681348800659	"Small peptides"	0.534321844577789	"Aminosugars"	0.626112878322601	"Amino acids"	0.599918246269226	"Amino acids and derivatives"	0.365462303161621	"Amino acids, peptides, and analogues"	0.378581583499909	"Carboxylic acids and derivatives"	0.262797296047211	"Organic acids and derivatives"	0.165740221738815	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Amines; Primary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	122	122
"123_mapp_batch_00114_sirius_123"	"C9H12BFO3"	"[M + H]+"	"C9H12BFO3"	"Terpenoids"	0.849085986614227	"Monoterpenoids"	0.980746448040008	"Pinane monoterpenoids"	0.620752811431885	"Fluorobenzenes"	0.635980427265167	"Fluorobenzenes"	0.635980427265167	"Halobenzenes"	0.607030153274536	"Benzene and substituted derivatives"	0.580564796924591	"Benzenoids"	0.474660098552704	"Organic compounds; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Aryl fluorides; Fluorobenzenes; Boronic acid esters; Organometalloid compounds; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Organoboron compounds; Aryl halides; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Chemical entities"	123	123
"124_mapp_batch_00114_sirius_124"	"C12H16N4OS"	"[M + H]+"	"C12H16N4OS"	"Alkaloids"	0.999307990074158	"Nicotinic acid alkaloids"	0.946131885051727	"Pyridine alkaloids"	0.923438429832458	"Thiamines"	0.997293174266815	"Thiamines"	0.997293174266815	"Pyrimidines and pyrimidine derivatives"	0.998955130577087	"Diazines"	0.999116361141205	"Organoheterocyclic compounds"	0.999994874000549	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Thiazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Thiamines; Diazines; Amines; Primary amines; 4,5-disubstituted thiazoles; Organic cations; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	124	124
"125_mapp_batch_00114_sirius_125"	"C7H19N3"	"[M + H]+"	"C7H19N3"	"Alkaloids"	0.999937415122986	"Ornithine alkaloids"	0.999529361724854	"Polyamines"	0.995770752429962	"Alkanolamines"	4.76087870993069e-06	"Alkanolamines"	4.76087870993069e-06	"Amines"	0.999999046325684	"Organonitrogen compounds"	1	"Organic nitrogen compounds"	1	"Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	125	125
"127_mapp_batch_00114_sirius_127"	"C17H21N5O2S"	"[M + H]+"	"C17H21N5O2S"	"Alkaloids"	0.932456612586975	"Pseudoalkaloids"	0.545718729496002	"Purine alkaloids"	0.662365674972534	"5'-deoxy-5'-thionucleosides"	0.0191849414259195	NA	NA	"5'-deoxy-5'-thionucleosides"	0.0191849414259195	"5'-deoxyribonucleosides"	0.000752282096073031	"Nucleosides, nucleotides, and analogues"	0.179751738905907	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Thioethers; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Carbonyl compounds; Benzenoids; Amines; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities"	127	127
"128_mapp_batch_00114_sirius_128"	"C6H17N2O6P"	"[M - H2O + H]+"	"C6H15N2O5P"	"Fatty acids"	0.060462012887001	"Ornithine alkaloids"	0.0372066423296928	"Polyamines"	0.0131680266931653	"Organic phosphonic acids"	0.959530353546143	NA	NA	"Organic phosphonic acids"	0.959530353546143	"Organic phosphonic acids and derivatives"	0.99720686674118	"Organic acids and derivatives"	0.999363720417023	"Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Monoalkylamines; Quaternary ammonium salts; Organic phosphonic acids; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	128	128
"130_mapp_batch_00114_sirius_130"	"C8H11NO3"	"[M + H]+"	"C8H11NO3"	"Alkaloids"	0.980836629867554	"Nicotinic acid alkaloids"	0.995284497737884	"Pyridine alkaloids"	0.996390044689178	"Pyridoxines"	0.997473776340485	NA	NA	"Pyridoxines"	0.997473776340485	"Pyridines and derivatives"	0.999984383583069	"Organoheterocyclic compounds"	0.99997079372406	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Pyridoxines; Aromatic alcohols; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	130	130
"131_mapp_batch_00114_sirius_131"	"C6H11NO4"	"[M + H]+"	"C6H11NO4"	"Amino acids and Peptides"	0.991332471370697	"Small peptides"	0.995508432388306	"Aminoacids"	0.725439608097076	"N-acyl-alpha amino acids"	0.778180122375488	"Amino acids and derivatives"	0.994666695594788	"Amino acids, peptides, and analogues"	0.994407892227173	"Carboxylic acids and derivatives"	0.9999178647995	"Organic acids and derivatives"	0.9999680519104	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	131	131
"132_mapp_batch_00114_sirius_132"	"C9H16N2O6"	"[M + H]+"	"C9H16N2O6"	"Amino acids and Peptides"	0.999556839466095	"Small peptides"	0.999030113220215	"Dipeptides"	0.989830672740936	"Dipeptides"	0.996777951717377	"Peptides"	0.986623883247376	"Amino acids, peptides, and analogues"	0.999964356422424	"Carboxylic acids and derivatives"	1	"Organic acids and derivatives"	1	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Organic cations; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	132	132
"133_mapp_batch_00114_sirius_133"	"C5H12BNO4S"	"[M + H]+"	"C5H12BNO4S"	"Amino acids and Peptides"	0.997564673423767	"Small peptides"	0.99979692697525	"Aminoacids"	0.997466802597046	"Alpha amino acids"	0.964324772357941	"Amino acids and derivatives"	0.996126592159271	"Amino acids, peptides, and analogues"	0.99576461315155	"Carboxylic acids and derivatives"	0.998824775218964	"Organic acids and derivatives"	0.999995708465576	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Organometallic compounds; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organoboron compounds; Sulfenyl compounds; Organic salts; Fatty Acyls; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	133	133
"134_mapp_batch_00114_sirius_134"	"C21H27N7O14P2"	"[M + H]+"	"C21H27N7O14P2"	"Carbohydrates"	0.990502953529358	"Nucleosides"	0.989689469337463	"Purine nucleos(t)ides"	0.996739327907562	"(5'->5')-dinucleotides"	0.975178897380829	NA	NA	NA	NA	"(5'->5')-dinucleotides"	0.975178897380829	"Nucleosides, nucleotides, and analogues"	0.998522698879242	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Pyridines and derivatives; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Nicotinamide nucleotides; Purine nucleotide sugars; Pyridine nucleotides; Pyridinecarboxylic acids and derivatives; Pyridinecarboxamides; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Primary carboxylic acid amides; Pyridinium derivatives; Imidazopyrimidines; Organic pyrophosphates; Glycosyl compounds; Glycosylamines; Nicotinamides; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; (5'->5')-dinucleotides; Imidolactams; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	134	134
"135_mapp_batch_00114_sirius_135"	"C8H16N2O3"	"[M + H]+"	"C8H16N2O3"	"Amino acids and Peptides"	0.996986448764801	"Small peptides"	0.997456729412079	"Dipeptides"	0.960480570793152	"Alpha amino acids"	0.872411847114563	"Amino acids and derivatives"	0.999786913394928	"Amino acids, peptides, and analogues"	0.999785959720612	"Carboxylic acids and derivatives"	0.999999403953552	"Organic acids and derivatives"	1	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	135	135
"136_mapp_batch_00114_sirius_136"	"C11H13NO6"	"[M + H]+"	"C11H13NO6"	"Alkaloids"	0.503816306591034	"Nucleosides"	0.18907368183136	"Pyrimidine nucleos(t)ides"	0.450492769479752	"Glycosylamines"	0.999237895011902	"Glycosyl compounds"	0.98351913690567	"Carbohydrates and carbohydrate conjugates"	0.997737050056458	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dihydropyridines; Monocarboxylic acids and derivatives; Pyridinones; Pyridinecarboxylic acids and derivatives; Pentoses; Monosaccharides; Secondary alcohols; Oxolanes; Glycosyl compounds; Glycosylamines; Hydropyridines; Pyridinecarboxylic acids; 1,2-diols; Vinylogous acids; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	136	136
"137_mapp_batch_00114_sirius_137"	"C14H20N6O5S"	"[M + H]+"	"C14H20N6O5S"	"Carbohydrates"	0.914154767990112	"Nucleosides"	0.975208044052124	"Purine nucleos(t)ides"	0.987571835517883	"5'-deoxy-5'-thionucleosides"	0.997575581073761	NA	NA	"5'-deoxy-5'-thionucleosides"	0.997575581073761	"5'-deoxyribonucleosides"	1	"Nucleosides, nucleotides, and analogues"	0.998627662658691	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Thia fatty acids; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 5'-deoxyribonucleosides; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	137	137
"138_mapp_batch_00114_sirius_138"	"C10H14N5O7P"	"[M + K]+"	"C10H14N5O7P"	"Carbohydrates"	0.999462902545929	"Nucleosides"	0.99739933013916	"Purine nucleos(t)ides"	0.994903206825256	"Pentose phosphates"	0.994956433773041	"Monosaccharides"	0.999887228012085	"Carbohydrates and carbohydrate conjugates"	0.99981039762497	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	138	138
"139_mapp_batch_00114_sirius_139"	"C12H20N4O3"	"[M + H]+"	"C12H20N4O3"	"Amino acids and Peptides"	0.9994136095047	"Small peptides"	0.999659895896912	"Dipeptides"	0.999927878379822	"Dipeptides"	1	"Peptides"	0.999495267868042	"Amino acids, peptides, and analogues"	0.999993324279785	"Carboxylic acids and derivatives"	0.999918937683106	"Organic acids and derivatives"	0.999994039535522	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	139	139
