"feature_id_full","feature_id","feature_mz","feature_rt","A_vs_B_p_value","A_vs_C_p_value","A_vs_D_p_value","B_vs_C_p_value","B_vs_D_p_value","C_vs_D_p_value","A_vs_B_p_value_minus_log10","A_vs_C_p_value_minus_log10","A_vs_D_p_value_minus_log10","B_vs_C_p_value_minus_log10","B_vs_D_p_value_minus_log10","C_vs_D_p_value_minus_log10","C_vs_D_fold_change","B_vs_D_fold_change","A_vs_D_fold_change","B_vs_C_fold_change","A_vs_C_fold_change","A_vs_B_fold_change","C_vs_D_fold_change_log2","B_vs_D_fold_change_log2","A_vs_D_fold_change_log2","B_vs_C_fold_change_log2","A_vs_C_fold_change_log2","A_vs_B_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"841_399.24_7.7",841,399.239221005515,7.6919994,0.0116640317448119,0.780664170255045,0.0962288359715031,0.0608403610518502,0.627461600319916,0.396286239252418,1.93315130704926,0.107535752770071,1.01669476760098,1.21580821732843,0.202412847184698,0.40199100795978,0.844654859951471,1.15872922230051,0.774957182873546,1.37183751285949,0.917483838213007,0.668799205162851,-0.243566142314071,0.212543469463297,-0.36781149258107,0.456109611777368,-0.124245350266999,-0.580354962044366,"Amino acids and Peptides","Small peptides","Dipeptides","N,N-bis[2-(2-acetamidophenyl)ethyl]acetamide",NA,NA,"CC(=O)NC1=CC=CC=C1CCN(CCC2=CC=CC=C2NC(=O)C)C(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C22H27N3O3/c1-16(26)23-21-10-6-4-8-19(21)12-14-25(18(3)28)15-13-20-9-5-7-11-22(20)24-17(2)27/h4-11H,12-15H2,1-3H3,(H,23,26)(H,24,27)","DHXAJYWGVVHBBS"
"466_204.09_4.3",466,204.087013681447,4.2622275,0.0123623668176681,0.0693037947781245,0.000316577110086369,0.757603988686976,0.171621837177389,0.0325898449934166,1.90789837411374,1.1592429846367,3.49952048973443,0.120557747494509,0.765427453303995,1.48691770515817,0.769707101916194,0.828470763567165,0.641953911324581,1.07634548454169,0.834023630191835,0.774866102166968,-0.377618536095495,-0.271477308727178,-0.639458371200661,0.106141227368318,-0.261839835105166,-0.367981062473484,"Carbohydrates","Aminosugars and aminoglycosides","Aminosugars","N-[(1R,2S,3R,4R,5S)-2,3-dihydroxy-6,8-dioxabicyclo[3.2.1]octan-4-yl]acetamide","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O","CC(O)(CC(=O)O)CC(=O)O","CC(=O)NC1C(C(C2COC1O2)O)O","InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1",NA,"OVRNDRQMDRJTHS-RTRLPJTCSA-N","OVRNDRQMDRJTHS","NPOAOTPXWNWTSH","InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)","NPOAOTPXWNWTSH-UHFFFAOYSA-N","InChI=1S/C8H13NO5/c1-3(10)9-5-7(12)6(11)4-2-13-8(5)14-4/h4-8,11-12H,2H2,1H3,(H,9,10)","PJFUEEUSPVNDFW"
"715_84.04_6.2",715,84.0447294479239,6.1713333,0.0134056631805122,0.856243446409249,0.0126331146899832,0.0535264988329296,3.83632961065139e-05,0.0032193197378505,1.87271169652536,0.0674027395277717,1.89848956109108,1.27143116287973,4.41608408608495,2.49223588771693,1.31784576338896,1.6569603185484,1.24866090207732,1.25732491963808,0.947501548941721,0.753585277872694,0.398181531639831,0.728539052819512,0.320381738504498,0.330357521179681,-0.0777997931353337,-0.408157314315015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270_476.22_3.1",270,476.218757072744,3.09605,0.0139593078858949,0.0139593078858951,0.0139593078858951,1,1,1,1.855136113861,1.855136113861,1.855136113861,0,0,0,1,1,0.635016938768363,1,0.635016938768363,0.635016938768363,0,0,-0.655133019299908,0,-0.655133019299908,-0.655133019299908,"Amino acids and Peptides","Small peptides","Tripeptides","2-[(1S,3S,4aS,9aR)-1-(hydroxymethyl)-6-[(2-methoxy-1-oxoethyl)amino]-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-[(2-fluorophenyl)methyl]acetamide",NA,NA,"COCC(=O)NC1=CC2=C(C=C1)OC3C2CC(OC3CO)CC(=O)NCC4=CC=CC=C4F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C24H27FN2O6/c1-31-13-23(30)27-15-6-7-20-17(8-15)18-9-16(32-21(12-28)24(18)33-20)10-22(29)26-11-14-4-2-3-5-19(14)25/h2-8,16,18,21,24,28H,9-13H2,1H3,(H,26,29)(H,27,30)","QLCUJBUUXYDXPU"
"716_130.05_6.2",716,130.050173292295,6.1713333,0.0140720487413473,0.904440950288134,0.00846968726488562,0.0458185052632462,2.94083028717917e-05,0.00266775232472116,1.85164266928244,0.0436197823709617,2.07213262528227,1.33895908290115,4.53153003753587,2.57385449297134,1.32011479225632,1.66549189168688,1.26160225751147,1.2616265657021,0.955676176732446,0.757495286412748,0.400663386415767,0.735948330384766,0.335257146802318,0.335284943969,-0.0654062396134489,-0.400691183582448,"Amino acids and Peptides","Small peptides","Aminoacids","3-aminopentanedioic acid",NA,NA,"C(C(CC(=O)O)N)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H9NO4/c6-3(1-4(7)8)2-5(9)10/h3H,1-2,6H2,(H,7,8)(H,9,10)","BBJIPMIXTXKYLZ"
"370_403.21_3.7",370,403.207993532381,3.6979723,0.0143970225421258,0.00464528396301245,0.00391882773002061,0.912768929681497,0.874172003641425,0.999624612045882,1.84172731535117,2.33298773273601,2.40684382750068,0.0396391515626003,0.0584031064013171,0.000163059524252008,0.987294231867202,0.911500195789323,0.635910781141227,0.923230549079037,0.644094496468973,0.69765292874189,-0.0184479964296525,-0.133685128733479,-0.653103726601225,-0.115237132303827,-0.634655730171572,-0.519418597867745,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids","6-amino-7-(2-methoxyethyl)-N-(3-methoxypropyl)-2-oxo-1,9-diaza-7-azoniatricyclo[8.4.0.03,8]tetradeca-3,5,7,9,11,13-hexaene-5-carboxamide",NA,NA,"COCCCNC(=O)C1=C([N+](=C2C(=C1)C(=O)N3C=CC=CC3=N2)CCOC)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C19H23N5O4/c1-27-10-5-7-21-18(25)13-12-14-17(24(16(13)20)9-11-28-2)22-15-6-3-4-8-23(15)19(14)26/h3-4,6,8,12,20H,5,7,9-11H2,1-2H3,(H,21,25)/p+1","JAVQIGGGXODZSE"
"758_325.11_6.5",758,325.112928643774,6.458135,0.0153341436732868,0.79933886903377,0.165375372668701,0.00317850100267647,0.524348177141928,0.0358875287999451,1.81434047193779,0.0972690683056712,0.781529164133072,2.4977776472328,0.280380237450004,1.44505644597152,0.775309302381397,1.14694360867203,0.829028660160966,1.47933683389215,1.06928764767115,0.722815536782007,-0.367156119996622,0.197794460674431,-0.270506117222579,0.564950580671053,0.0966500027740432,-0.46830057789701,"Amino acids and Peptides","Amino acid glycosides","Cyanogenic glycosides","N-[2-methoxy-4-[(2-methyl-1-oxopropyl)amino]phenyl]-2-furancarboxamide","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O",NA,"CC(C)C(=O)NC1=CC(=C(C=C1)NC(=O)C2=CC=CO2)OC","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1",NA,"GUBGYTABKSRVRQ-QUYVBRFLSA-N","GUBGYTABKSRVRQ",NA,NA,NA,"InChI=1S/C16H18N2O4/c1-10(2)15(19)17-11-6-7-12(14(9-11)21-3)18-16(20)13-5-4-8-22-13/h4-10H,1-3H3,(H,17,19)(H,18,20)","XQYLAZBXHBOISL"
"760_145.05_6.5",760,145.049828218057,6.4587245,0.015462513518129,0.823014859613486,0.156421998444557,0.00347141408981899,0.54725137275101,0.0366410415571544,1.81071990767996,0.084592323487753,0.80570216987432,2.45949357814737,0.261813140354017,1.43603218958673,0.775048714998666,1.14297764501066,0.826046089120284,1.47471716666561,1.06579892738962,0.722714125447819,-0.367641102335036,0.192797186800284,-0.275705816038928,0.56043828913532,0.0919352862961075,-0.468503002839212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837_158.09_7.7",837,158.09286975465,7.6808767,0.0160169328090444,0.776486640734179,0.563865587922728,0.0838639644492687,0.154273249822719,0.981486191876952,1.79542064628186,0.109866011803211,0.248824409102546,1.07642461131302,0.811709371808062,0.00811580593033096,0.963247502982812,1.30662379557036,0.880350287432086,1.35647773965075,0.913939859388138,0.673759570594536,-0.0540215538820945,0.385843818721853,-0.183850415014712,0.439865372603948,-0.129828861132618,-0.569694233736566,"Amino acids and Peptides","Small peptides","Aminoacids","nor-N-hydroxy-L-arginine (nor-NOHA)",NA,NA,"C(CC(C(=O)O)N)CC(=NO)N",NA,NA,NA,NA,"ZXPRYJHVDMWTMA","nan","nan","InChI=1S/C6H13N3O3/c7-4(6(10)11)2-1-3-5(8)9-12/h4,12H,1-3,7H2,(H2,8,9)(H,10,11)","PBCFGJXLQHHNBL"
"761_163.06_6.5",761,163.060633407687,6.459288,0.0164150745130759,0.876468740176376,0.178791153277319,0.00449444846125524,0.517996590088685,0.05210857488471,1.78475714153383,0.0572635686871288,0.747653974230797,2.34732359535007,0.285673099155428,1.2830908041729,0.783685422840163,1.15205590997349,0.82914073979134,1.47004892064766,1.05800199369084,0.719705296082739,-0.351653432872702,0.204210733346367,-0.270311086814737,0.555864166219069,0.0813423460579649,-0.474521820161104,"Amino acids and Peptides","Small peptides","Aminoacids","(2-Oxo-5,6-dihydroxy-1,2,3,6-tetrahydropyrimidine-4-yloxy)radical",NA,NA,"C1(C(=C(NC(=O)N1)[O])O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H5N2O4/c7-1-2(8)5-4(10)6-3(1)9/h2,7-8H,(H2,5,6,10)","XIDIWNPEMQQEGG"
"467_186.08_4.3",467,186.076469877158,4.262833,0.0178890154333121,0.091713678231014,0.000744737655822503,0.781580056329841,0.284683438802335,0.063496990433619,1.74741356125746,1.03756588856931,3.12799668657227,0.107026531091235,0.545637796800927,1.19724685847254,0.78807754902536,0.848132885350096,0.659131929515054,1.07620485623402,0.836379529311833,0.777156434917595,-0.343590493010913,-0.237637771117734,-0.601360836015874,0.10595272189318,-0.257770343004961,-0.36372306489814,"Polyketides","Cyclic polyketides","Simple phenolic acids","1-(2,4,5-trihydroxyphenyl)ethan-1-one","CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O","C=C(NC(C)=O)C(=O)CCC(=O)O","CC(=O)C1=CC(=C(C=C1O)O)O","InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1",NA,"OVRNDRQMDRJTHS-RTRLPJTCSA-N","OVRNDRQMDRJTHS","JRLAQUJSYKXZFV","InChI=1S/C8H11NO4/c1-5(9-6(2)10)7(11)3-4-8(12)13/h1,3-4H2,2H3,(H,9,10)(H,12,13)","JRLAQUJSYKXZFV-UHFFFAOYSA-N","InChI=1S/C8H8O4/c1-4(9)5-2-7(11)8(12)3-6(5)10/h2-3,10-12H,1H3","WCJLAYDOJJYRHF"
"759_360.15_6.5",759,360.150312599381,6.4586987,0.0179754072062288,0.797154453455911,0.161434588960053,0.00367958926481948,0.585324507365325,0.0346796207945564,1.74532126253534,0.0984575232904829,0.79200340774848,2.43420065686396,0.232603291722647,1.45992565997703,0.771042035711178,1.1370849099601,0.825462848868627,1.4747378966327,1.07058086412533,0.725946533665278,-0.375118579677129,0.185339989150588,-0.276724808833141,0.560458568827718,0.0983937708439886,-0.462064797983729,"Carbohydrates","Saccharides","Disaccharides","Brachiose","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O","InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1",NA,"HDTRYLNUVZCQOY-LIZSDCNHSA-N","HDTRYLNUVZCQOY","CZMRCDWAGMRECN|GUBGYTABKSRVRQ|DLRVVLDZNNYCBX","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N|GUBGYTABKSRVRQ-PICCSMPSSA-N|DLRVVLDZNNYCBX-RTPHMHGBSA-N","InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2","DLRVVLDZNNYCBX"
"378_626.23_3.7",378,626.230503137227,3.7172885,0.0191744529867435,0.00761944313535745,0.118786764072287,0.950500340742287,0.717486897620098,0.419060285434533,1.71727701685629,2.11807676777834,0.925231948333033,0.0220477231094603,0.144186025385953,0.377723495534326,1.18758860905794,1.11793453514815,0.804003651638947,0.9413483142407,0.677005189765777,0.719186702227066,0.248035160668234,0.160835708232646,-0.314726041008736,-0.0871994524355883,-0.56276120167697,-0.475561749241382,"Carbohydrates","Nucleosides","Purine nucleosides","3'-O-(N-Acetyl-phe-phe)adenosine",NA,NA,"CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=CC=C2)C(=O)OC3C(OC(C3O)N4C=NC5=C(N=CN=C54)N)CO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C30H33N7O7/c1-17(39)35-20(12-18-8-4-2-5-9-18)28(41)36-21(13-19-10-6-3-7-11-19)30(42)44-25-22(14-38)43-29(24(25)40)37-16-34-23-26(31)32-15-33-27(23)37/h2-11,15-16,20-22,24-25,29,38,40H,12-14H2,1H3,(H,35,39)(H,36,41)(H2,31,32,33)","WEIPLWZEEZJDEL"
"441_102.09_4.1",441,102.091780725615,4.1264887,0.0217163729027119,0.080476226711294,0.00807498704333653,0.000255012452174297,0.940289879137336,0.000111584406665366,1.66321270946434,1.09433239457543,2.09285816584045,3.59343861259134,0.0267382384192413,3.95239649153058,0.593293807329124,0.945286015098939,0.709018922446373,1.59328481676626,1.19505532282263,0.750057560485715,-0.753181370545869,-0.081177183401839,-0.496103963959588,0.67200418714403,0.257077406586281,-0.414926780557749,"Fatty acids","Fatty acyls","Fatty aldehydes","3-(ethenyloxy)prop-1-ene",NA,NA,"C=CCOC=C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H8O/c1-3-5-6-4-2/h3-4H,1-2,5H2","ZXABMDQSAABDMG"
"218_386.14_2.7",218,386.144750585933,2.7279358,0.0235846682007711,0.00651454851542499,0.0058717900628511,0.880316270625873,0.854335106300226,0.999916908416388,1.62737022921636,2.18611567727356,2.23122948036978,0.0553612711327802,0.0683717472608116,3.6087715568619e-05,0.992137505234325,0.905042419976528,0.64418568415132,0.912214703306447,0.649290729110352,0.711774022888371,-0.0113880101906152,-0.143942680972705,-0.634451495069129,-0.13255467078209,-0.623063484878514,-0.490508814096424,"Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Simple phenolic acids","4-(acetyloxy)-2,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl 3-(4-hydroxyphenyl)prop-2-enoate",NA,NA,"CC(=O)OC1C(C(OC(C1OC(=O)C=CC2=CC=C(C=C2)O)O)CO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C17H20O9/c1-9(19)24-15-14(22)12(8-18)25-17(23)16(15)26-13(21)7-4-10-2-5-11(20)6-3-10/h2-7,12,14-18,20,22-23H,8H2,1H3","QXRDTLAXUJONPD"
"515_150.06_4.5",515,150.058783135508,4.530455,0.0250274443255974,0.029348285686668,0.985378832673676,0.999714111676327,0.0455580969117942,0.0533101697421134,1.6015834960553,1.53241726199949,0.00639677121856457,0.000124177472702472,1.34143442590042,1.27318993465857,1.36769137563495,1.38347776556677,0.969464029364573,1.0115423627092,0.708832450533296,0.700744206732816,0.451742717743261,0.46829945799606,-0.0447407247864206,0.0165567402527987,-0.496483442529682,-0.51304018278248,"Amino acids and Peptides","Small peptides","Aminoacids","4-Methoxybutane-1-sulfonamide","CSCC[C@H](N)C(O)=O","CSCCC(N)C(=O)O","COCCCCS(=O)(=O)N","InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",NA,"FFEARJCKVFRZRR-BYPYZUCNSA-N","FFEARJCKVFRZRR","FFEARJCKVFRZRR","InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)","FFEARJCKVFRZRR-UHFFFAOYSA-N","InChI=1S/C5H13NO3S/c1-9-4-2-3-5-10(6,7)8/h2-5H2,1H3,(H2,6,7,8)","RDCXBJGICKBAQR"
"713_169.06_6.2",713,169.059031920643,6.161429,0.0273851937529124,0.231613969940629,0.0398541420410611,0.587417814291369,0.996293807953156,0.712002676650237,1.56248418204858,0.635235249412847,1.39952653569584,0.231052887007759,0.00161256884900322,0.147518373705499,0.883733888784931,1.02709186220494,0.724474878351182,1.16221848594843,0.81978849916832,0.705365220980225,-0.17831608627447,0.0385652208193955,-0.464992430649028,0.216881307093865,-0.286676344374558,-0.503557651468424,"Amino acids and Peptides","Small peptides","Aminoacids","Hgln",NA,NA,"C(CC(=O)N)C(C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)","ZDXPYRJPNDTMRX"
"372_396.11_3.7",372,396.105787990523,3.6996098,0.0277472213204891,0.0186203667264832,0.030808218609126,0.995613489217859,0.999918506949075,0.991290425472397,1.55678050175215,1.73001176987886,1.51133341270523,0.00190922792001832,3.53934245088385e-05,0.00379908849996265,1.04076394310431,1.00821984679547,0.69324257572156,0.968730568997449,0.666090116125475,0.687590685627707,0.0576428863788791,0.0118102591738431,-0.52856783407633,-0.0458326272050358,-0.586210720455209,-0.540378093250173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712_151.05_6.2",712,151.048237343284,6.1610518,0.0298323116151019,0.152971682210637,0.0729516636245591,0.769830987250116,0.953252843861226,0.968360167642408,1.52531309317543,0.815388957403992,1.13696479979894,0.113604611660649,0.0207918904116005,0.0139630830560846,0.926771565200325,1.09996610817239,0.674521854240258,1.18687943121629,0.727818892560064,0.613220579460385,-0.10971431414362,0.137459072545492,-0.568062908210078,0.247173386689112,-0.458348594066458,-0.70552198075557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513_133.03_4.5",513,133.032076338829,4.5303197,0.0302609663641088,0.0517786900496868,0.99834932777585,0.989239022066248,0.0402566924426506,0.0685423723426039,1.51911720718201,1.28584894098861,0.000717470155451165,0.0046987605539794,1.3951619103444,1.16404086813679,1.32948627358486,1.37994261169384,0.985642462712465,1.0379517555852,0.741370920705146,0.714263371795309,0.410868882022001,0.464608270230781,-0.0208636844053979,0.0537393882087802,-0.431732566427399,-0.485471954636179,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","[Hydroxymethyl(dimethoxy)silyl]formaldehyde",NA,NA,"CO[Si](CO)(C=O)OC",NA,NA,NA,NA,"RAIRJKWTBBDDAR","nan","nan","InChI=1S/C4H10O4Si/c1-7-9(3-5,4-6)8-2/h3,6H,4H2,1-2H3","DPTZQCSCOWREAY"
"391_154.1_3.8",391,154.097693905066,3.8339388,0.0313374658259186,0.676210261901303,4.82998767249443e-05,0.206958569295588,0.00732632943128342,0.000242083259954673,1.50393612663957,0.169918242837784,4.31605397769041,0.684116586558516,2.13511355701028,3.6160352409617,1.53250391230576,1.29716411046985,1.69883065989605,0.846434452828363,1.10853267404717,1.30964975532719,0.615890756954821,0.375361013424205,0.764542051283729,-0.240529743530616,0.148651294328907,0.389181037859524,"Alkaloids","Peptide alkaloids","Pyrazine and Piperazine alkaloids","1-(3-methylpyrazin-2-yl)ethan-1-one",NA,"CC(=O)NCCc1cnc[nH]1","CC1=NC=CN=C1C(=O)C",NA,NA,NA,NA,"XJWPISBUKWZALE","InChI=1S/C7H11N3O/c1-6(11)9-3-2-7-4-8-5-10-7/h4-5H,2-3H2,1H3,(H,8,10)(H,9,11)","XJWPISBUKWZALE-UHFFFAOYSA-N","InChI=1S/C7H8N2O/c1-5-7(6(2)10)9-4-3-8-5/h3-4H,1-2H3","QUNOTZOHYZZWKQ"
"371_380.13_3.7",371,380.131644128287,3.6984606,0.0315565230477167,0.0189449669502085,0.0939479383460361,0.990942602009491,0.918393641761942,0.791133602397404,1.50091085414373,1.72250614802185,1.02711274589623,0.00395150025990441,0.0369711316504372,0.101750168987282,1.09818332984935,1.06532055320215,0.799690255261104,0.970075327357492,0.728193766491432,0.750656929369649,0.135118916808035,0.0912876003396618,-0.322486787050251,-0.0438313164683729,-0.457605703858285,-0.413774387389912,"Amino acids and Peptides","Small peptides","Tripeptides","2-amino-N-[2-[[2-[2-(2,4-dinitroanilino)ethylamino]-2-oxoethyl]amino]-2-oxoethyl]acetamide",NA,NA,"C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NCCNC(=O)CNC(=O)CNC(=O)CN",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H19N7O7/c15-6-12(22)18-8-14(24)19-7-13(23)17-4-3-16-10-2-1-9(20(25)26)5-11(10)21(27)28/h1-2,5,16H,3-4,6-8,15H2,(H,17,23)(H,18,22)(H,19,24)","ZWHFBDUDVSTWBY"
"611_219.13_5.5",611,219.134417825115,5.4535446,0.0318747324943197,0.0318747324943197,0.0318747324943199,1,1,1,1.49655345131809,1.49655345131809,1.49655345131809,0,0,0,1,1,0.653035203058429,1,0.653035203058429,0.653035203058429,0,0,-0.614767329901407,0,-0.614767329901407,-0.614767329901407,"Amino acids and Peptides","Small peptides","Aminoacids","(2S)-2-amino-6-(1,2,3-trihydroxypropylamino)hexanoic acid",NA,"C[C@@H](N[C@@H](CCCCN)C(=O)O)C(=O)O","C(CCNC(C(CO)O)O)CC(C(=O)O)N",NA,NA,NA,NA,"ZZYYVZYAZCMNPG","InChI=1S/C9H18N2O4/c1-6(8(12)13)11-7(9(14)15)4-2-3-5-10/h6-7,11H,2-5,10H2,1H3,(H,12,13)(H,14,15)/t6-,7+/m1/s1","ZZYYVZYAZCMNPG-RQJHMYQMSA-N","InChI=1S/C9H20N2O5/c10-6(9(15)16)3-1-2-4-11-8(14)7(13)5-12/h6-8,11-14H,1-5,10H2,(H,15,16)","MGWIHFLXYFRGCX"
