structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	2	0.730	0.985	-74.324	0.038	0.333	28.045	C12H17N5O3S	[M + H]+	C12H18N5O3S+	HMXHURAGFHWODC	InChI=1S/C12H17N5O3S/c1-2-21-3-6-8(18)9(19)12(20-6)17-5-16-7-10(13)14-4-15-11(7)17/h4-6,8-9,12,18-19H,2-3H2,1H3,(H2,13,14,15)	2-(6-amino-9H-purin-9-yl)-5-[(ethylsulfanyl)methyl]oxolane-3,4-diol	CCSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	-0.376	10041129;656425;46875541;57211287	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0348114);NORMAN:(NS00070863);METACYC:(5-ETHYLTHIOADENOSINE);CHEBI:(74046);SUPERNATURAL:(SN0129950);PUBCHEM:(10041129 656425 46875541 57211287);LOTUS:(Q27095966);PUBMED:(null)	288622690	312.111	179	2.982	695994858491162574	695994656002739112	248	
1	1	0.044	0.049	-46.422	0.613	0.499	26.072	C6H8O4	[M + H]+	C6H9O4+	CGBYBGVMDAPUIH	InChI=1S/C6H8O4/c1-3(5(7)8)4(2)6(9)10/h1-2H3,(H,7,8)(H,9,10)	dimethylbut-2-enedioic acid	CC(=C(C)C(=O)O)C(=O)O	0.300	53249654;5371506;5459894;3032309;10262	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0036232 HMDB0245400);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(10262);SUPERNATURAL:(SN0044813);FooDB:(FDB015090);PUBCHEM:(53249654 5371506 5459894 3032309 10262);COCONUT:(CNP0229389);METACYC:(DIMETHYLMAL-CPD);CHEBI:(23812 17081 136689);KEGG:(C00922);DSSTox:(DTXSID001023239 DTXSID40274506);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	138100607338	145.050	179	2.989	695994844050173159	695994656128568244	251	
1	3	0.919	0.919	-12.071	0.092	0.333	69.233	C9H17NO4	[M + H]+	C9H18NO4+	RDHQFKQIGNGIED	InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/p+1	Acetylcarnitine	CC(=O)OC(CC(=O)O)C[N+](C)(C)C	-0.300	163358940;87229113;16213523;7045767;59324224;59324225;126519203;126519204;25217147;25217148;45934020;46213994;46213984;46213985;46213986;46213987;46213988;46213989;46213990;46213991;46213992;46213993;46213995;46213996;46213997;46214163;46214164;46214165;46214166;46214167;46214168;46214169;46214170;46214171;46214172;46214173;46214174;46214175;46214176;46214335;46214336;46214337;46214338;46214339;46214340;46214341;46214342;46214343;46214344;46214345;46214346;46214347;46214348;46214501;46214502;46214503;46214504;129316411;89059970;89059978;89059979;89059980;89059986;89059987;89059989;89059991;1;2;18230;18231;439756;450342;450343;450344;451221;451227;46932132;71308984;71309457;71309741	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000201 HMDB0240771 HMDB0240773);MiMeDB:(MMDBc0000501);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(2 439756 197763 6917959 2733928 18230 7045767 1);LIPIDMAPS:(LMFA07070049 LMFA07070050 LMFA07070060);SUPERNATURAL:(SN0322253);HSDB:(3040-38-8);MESH:(1 7045767);FooDB:(FDB021904 FDB093666 FDB098089);PUBCHEM:(163358940 87229113 16213523 7045767 59324224 59324225 126519203 126519204 25217147 25217148 45934020 46213994 46213984 46213985 46213986 46213987 46213988 46213989 46213990 46213991 46213992 46213993 46213995 46213996 46213997 46214163 46214164 46214165 46214166 46214167 46214168 46214169 46214170 46214171 46214172 46214173 46214174 46214175 46214176 46214335 46214336 46214337 46214338 46214339 46214340 46214341 46214342 46214343 46214344 46214345 46214346 46214347 46214348 46214501 46214502 46214503 46214504 129316411 89059970 89059978 89059979 89059980 89059986 89059987 89059989 89059991 1 2 18230 18231 439756 450342 450343 450344 451221 451227 46932132 71308984 71309457 71309741);GNPS:(CCMSLIB00003139551 CCMSLIB00003134907);NORMAN:(NS00015026 NS00069159);METACYC:(O-ACETYLCARNITINE);CHEBI:(15960 73024 191944 86045 57589);KEGG:(C02571);DSSTox:(DTXSID1040956 DTXSID2048117 DTXSID20584014 DTXSID3040693 DTXSID40859554 DTXSID60745728 DTXSID60947902 DTXSID70745895 DTXSID90196007);LOTUS:(Q311992 Q27074154 Q27140241);YMDB:(YMDB00617 YMDB00351);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	141588503406	204.123	179	2.991	695994837888740331	695994656208260024	252	
1	2	0.122	0.122	-369.361	0.079	0.333	43.442	C21H30N2O5	[M + H3N + H]+	C21H34N3O5+	QYWSQHOSAZYAGT	InChI=1S/C21H30N2O5/c1-4-27-20(25)17(13-15(2)3)22-19(24)18-11-8-12-23(18)21(26)28-14-16-9-6-5-7-10-16/h5-7,9-10,15,17-18H,4,8,11-14H2,1-3H3,(H,22,24)	benzyl (2R)-2-[[(2S)-1-ethoxy-4-methyl-1-oxopentan-2-yl]carbamoyl]pyrrolidine-1-carboxylate	CCOC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)OCC2=CC=CC=C2	3.500	20247991;6453075;57207483	NORMAN:(NS00033191);PUBCHEM:(20247991 6453075 57207483);DSSTox:(DTXSID20203233)	137439215618	408.249	180	3.002	695994872865043125	695994656250203068	253	
1	1	0.060	0.060	-338.348	0.972	0.333	45.024	C14H20N2O3	[M + H3N + H]+	C14H24N3O3+	BOQZRPQZGWWCDJ	InChI=1S/C14H20N2O3/c1-10(2)8-12(14(18)16-19)13(17)15-9-11-6-4-3-5-7-11/h3-7,10,12,19H,8-9H2,1-2H3,(H,15,17)(H,16,18)	N1-benzyl-N3-hydroxy-2-isobutylmalonamide	CC(C)CC(C(=O)NCC1=CC=CC=C1)C(=O)NO	1.700	16116576	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(16116576);PUBMED:(null)	16777282	282.182	180	3.008	695994812794217741	695994656283757504	254	
1	2	0.106	0.106	-191.456	0.380	0.101	43.216	C12H16N2O4S	[M - H2O + H]+	C12H15N2O3S+	WSVGZFWJCRPWAG	InChI=1S/C12H16N2O4S/c1-10(15)13-11-2-4-12(5-3-11)19(16,17)14-6-8-18-9-7-14/h2-5H,6-9H2,1H3,(H,13,15)	N-(4-(4-Morpholinylsulphonyl)phenyl)acetamide	CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCOCC2	-0.100	88976	NORMAN:(NS00026924);PUBCHEM:(88976);DSSTox:(DTXSID20176014);PUBMED	137439215682	267.080	182	3.041	695994843794320597	695994656350866376	256	
1	3	0.764	0.930	-147.266	0.271	0.333	46.654	C15H22N2O3	[M + H]+	C15H23N2O3+	KFKWRHQBZQICHA	InChI=1S/C15H22N2O3/c1-10(2)8-12(16)14(18)17-13(15(19)20)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)	2-(2-amino-4-methylpentanamido)-3-phenylpropanoic acid	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.557	103868977;103869028;6992311;6992309;6992310;6992312;6992313;6992314;6992315;6992316;129635912;12940412;61156965;259325	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0013243 HMDB0302841);MiMeDB:(MMDBc0000658);BloodExposome:(259325 6992310);SUPERNATURAL:(SN0184192);MESH:(259325 6992310);FooDB:(FDB006480 FDB111642);PUBCHEM:(103868977 103869028 6992311 6992309 6992310 6992312 6992313 6992314 6992315 6992316 129635912 12940412 61156965 259325);GNPS:(CCMSLIB00003134995 CCMSLIB00003137982);COCONUT:(CNP0118564);CHEBI:(73585);DSSTox:(DTXSID201044504 DTXSID301313172 DTXSID501036415 DTXSID60952899 DTXSID80426305);LOTUS:(Q27141902);PUBCHEMANNOTATIONDRUG;PUBMED	139375677550	279.170	182	3.041	695994851952242325	695994656388615116	257	
1	2	0.225	0.225	-186.676	0.253	0.325	35.527	C16H16O8	[M + H3N + H]+	C16H20NO8+	AAYYJBZZHJNMEO	InChI=1S/C16H16O8/c17-6-11-13(20)14(21)15(22)16(24-11)23-10-3-1-2-7-8(18)4-5-9(19)12(7)10/h1-5,11,13-17,20-22H,6H2	5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1,4-dihydronaphthalene-1,4-dione	C1=CC2=C(C(=O)C=CC2=O)C(=C1)OC3C(C(C(C(O3)CO)O)O)O	-0.700	118879542;162977849;165349185;131751456	PUBCHEMANNOTATIONBIO;COCONUT:(CNP0249791);HMDB:(HMDB0033563);CHEBI:(175269);SUPERNATURAL:(SN0000741);FooDB:(FDB011633);PUBCHEM:(118879542 162977849 165349185 131751456);DSSTox:(DTXSID901250140);PUBCHEMANNOTATIONDRUG	138029301802	354.119	183	3.042	695994821086357460	695994656417975248	258	
1	1	0.352	0.352	-259.039	1.000	1.000	50.362	C42H78NO10P	[M + H]+	C42H79NO10P+	WTBFLCSPLLEDEM	InChI=1S/C42H78NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,38-39H,3-16,21-37,43H2,1-2H3,(H,46,47)(H,48,49)	Dops	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCCCCCC=CCCCCCCCC	10.200	58556790;58556791;58630935;124629033;9547077;9547078;9898005;16219821;124226306;15409351;6438639;5830256;145954209;140678469;140934990;3451126;99650225;122607770;44825325;166050491;125750;57369815	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0012390);MiMeDB:(MMDBc0032082 MMDBc0055122);BloodExposome:(6438639);LIPIDMAPS:(LMGP03010030);SUPERNATURAL:(SN0419270);MESH:(6438639);FooDB:(FDB029006);PUBCHEM:(58556790 58556791 58630935 124629033 9547077 9547078 9898005 16219821 124226306 15409351 6438639 5830256 145954209 140678469 140934990 3451126 99650225 122607770 44825325 166050491 125750 57369815);GNPS:(CCMSLIB00003099386 CCMSLIB00003116062 CCMSLIB00003106057 CCMSLIB00003115429 CCMSLIB00003104902 CCMSLIB00003101666 CCMSLIB00003101024 CCMSLIB00003099631 CCMSLIB00003106415 CCMSLIB00003116393 CCMSLIB00003098710 CCMSLIB00003096756 CCMSLIB00003100452 CCMSLIB00003103038);COCONUT:(CNP0252202);CHEBI:(137158 60568 74905);DSSTox:(DTXSID701311823 DTXSID70724564);YMDB:(YMDB01259);PUBCHEMANNOTATIONDRUG;PUBMED	141254791278	788.544	183	3.047	695994832964627049	695994656443141076	259	
1	1	0.544	0.544	-306.202	1.000	1.000	62.960	C40H74NO10P	[M + H]+	C40H75NO10P+	MTAXADWSPWLXHV	InChI=1S/C40H74NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-38(42)48-33-36(34-49-52(46,47)50-35-37(41)40(44)45)51-39(43)32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h15-18,36-37H,3-14,19-35,41H2,1-2H3,(H,44,45)(H,46,47)	2-amino-3-[2,3-bis[[(Z)-heptadec-9-enoyl]oxy]propoxy-hydroxyphosphoryl]oxypropanoic acid	CCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCCCCCC=CCCCCCCC	9.100	134750679;52926000;138214181	CHEBI:(179128);LIPIDMAPS:(LMGP03010891);PUBCHEM:(134750679 52926000 138214181);LIPID:(PS(16:1_18:1))	6442450978	760.513	184	3.059	695994853063732950	695994656472501208	260	
1	1	-Infinity	-Infinity	-104.828	1.000	0.500	53.536	C6H14ClNO3	[M + H]+	C6H15ClNO3+	PCTCXEVTTATQFQ	InChI=1S/C6H14ClNO3/c1-3-4-5-6-7(11-2)8(9)10/h3-6H2,1-2H3	Methoxy-nitro-pentyl-lambda3-chlorane	CCCCCCl([N+](=O)[O-])OC	3.000	88689602	PUBCHEM:(88689602)	2	184.073	184	3.069	695994831479843283	695994656573164520	264	
1	3	0.038	0.038	-367.307	0.027	0.023	55.369	C18H14F3N3O5	[M + H3N + H]+	C18H18F3N4O5+	HTGANGDOLQEZLX	InChI=1S/C18H14F3N3O5/c1-17(26,10-29-14-6-4-13(5-7-14)24(27)28)16(25)23-12-3-2-11(9-22)15(8-12)18(19,20)21/h2-8,26H,10H2,1H3,(H,23,25)	(2R)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methyl-3-(4-nitrophenoxy)propanamide	CC(COC1=CC=C(C=C1)[N+](=O)[O-])(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O	2.800	74346893;44590023;24892824	PUBCHEMANNOTATIONBIO;PUBCHEM:(74346893 44590023 24892824);PUBMED	16777282	427.122	184	3.069	695994888513991964	695994656547998692	263	
1	1	0.099	0.099	-139.932	0.561	0.299	8.548	C4H6N2O3	[M - H2O + H]+	C4H5N2O2+	RFKUZJDCLCWCDQ	InChI=1S/C4H6N2O3/c7-2-1-5-4(9)6-3(2)8/h2,7H,1H2,(H2,5,6,8,9)	5-r-Hydroxydihydrouracil	C1C(C(=O)NC(=O)N1)O	-1.700	129813415;533864	METACYC:(CPD-18015);CHEBI:(177428);PUBCHEM:(129813415 533864);DSSTox:(DTXSID90336446);PUBMED:(null)	137438955618	113.035	184	3.070	695994867148206587	695994656602524652	265	
1	1	0.277	0.410	-100.065	0.403	0.331	106.576	C17H24O11	[M + H3N + H]+	C17H28NO11+	LDBMLOLBWUOZGG	InChI=1S/C17H24O11/c1-25-14(23)8-6-26-15(10-7(4-18)2-3-17(8,10)24)28-16-13(22)12(21)11(20)9(5-19)27-16/h2,6,9-13,15-16,18-22,24H,3-5H2,1H3	Theviridoside	COC(=O)C1=COC(C2C1(CC=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O	-2.900	154790376;154497582;162954637;162954638;20407211;146158296;179396;12443420;57376054	COCONUT:(CNP0225546);TeroMol:(TKC178881 TKC178880 TKC022549 TKC178879);CHEBI:(182014);SUPERNATURAL:(SN0202222);MESH:(179396);PUBCHEM:(154790376 154497582 162954637 162954638 20407211 146158296 179396 12443420 57376054);DSSTox:(DTXSID50946065);LOTUS:(Q105150141 Q105150140 Q72508162 Q105150142);PUBMED;KNAPSACK:(LDBMLOLBWUOZGG-UHFFFAOYSA-N)	137718923382	422.166	184	3.072	695994844717067589	695994656673827828	267	
1	2	0.033	0.033	-427.728	0.209	0.233	110.125	C16H16F3N3O5	[M + H3N + H]+	C16H20F3N4O5+	MGOFFMFGVCBHMG	InChI=1S/C16H16F3N3O5/c17-16(18,19)9-1-2-12-11(3-9)21-13-6-26-5-10(22(12)13)4-20-14(23)7-27-8-15(24)25/h1-3,10H,4-8H2,(H,20,23)(H,24,25)	2-[({[5-(trifluoromethyl)-11-oxa-1,8-diazatricyclo[7.4.0.0²,⁷]trideca-2,4,6,8-tetraen-13-yl]methyl}carbamoyl)methoxy]acetic acid	C1C(N2C(=NC3=C2C=CC(=C3)C(F)(F)F)CO1)CNC(=O)COCC(=O)O	0.500	75410885;162798930	COCONUT:(CNP0015391);SUPERNATURAL:(SN0225080);PUBCHEM:(75410885 162798930)	3145730	405.139	184	3.072	695994854963752719	695994656644467696	266	
1	1	0.805	0.858	-101.978	1.000	0.333	33.218	C6H11NO4	[M - H2O + H]+	C6H10NO3+	XLBVNMSMFQMKEY	InChI=1S/C6H11NO4/c1-7-4(6(10)11)2-3-5(8)9/h4,7H,2-3H2,1H3,(H,8,9)(H,10,11)	N-Methyl-L-Glutamic Acid	CNC(CCC(=O)O)C(=O)O	-3.000	86308433;21581405;21902554;53302044;5460343;21145003;56619666;13956147;268779;439377;72950961;44316446;57467824	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0062660);MiMeDB:(MMDBc0000702);BloodExposome:(13956147 439377);SUPERNATURAL:(SN0433124);MESH:(439377 13956147);PUBCHEM:(86308433 21581405 21902554 53302044 5460343 21145003 56619666 13956147 268779 439377 72950961 44316446 57467824);GNPS:(CCMSLIB00000577960);COCONUT:(CNP0330606);METACYC:(CPD-404);CHEBI:(29083 16440 180974);KEGG:(C01046);DSSTox:(DTXSID00986911 DTXSID101035891 DTXSID90553277);LOTUS:(Q15298280);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	138838808942	144.066	185	3.075	695994858986090523	695994656497667036	261	
1	3	0.951	0.993	-3.175	0.206	0.331	50.138	C17H20N4O6	[M + H]+	C17H21N4O6+	AUNGANRZJHBGPY	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)	Vitamin G	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	-0.465	101215327;101215328;101215329;87300266;23422223;7048775;7048776;124011253;162641939;162641940;6328150;119057340;10429838;89260495;90764447;71752069;1561682;11057934;11057935;11068877;11111775;11474398;45480541;59733797;1072;6759;122171;193301;444658;493570;46782882;12304941;91412651;133687089;11783769;71310809	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000244 HMDB0247501);MiMeDB:(MMDBc0000084);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(6759 122171 76964699 493570);SUPERNATURAL:(SN0015773);HSDB:(83-88-5);MESH:(122171 193301 493570);FooDB:(FDB012160);PUBCHEM:(101215327 101215328 101215329 87300266 23422223 7048775 7048776 124011253 162641939 162641940 6328150 119057340 10429838 89260495 90764447 71752069 1561682 11057934 11057935 11068877 11111775 11474398 45480541 59733797 1072 6759 122171 193301 444658 493570 46782882 12304941 91412651 133687089 11783769 71310809);COCONUT:(CNP0226191);NORMAN:(NS00007684);METACYC:(SMA-0000240 SMA-0000387 SMA-0000275 SMA-0000011 SMA-0000179 SMA-0000403 SMA-0000208 CPD0-1317 SMA-0000256 SMA-0000047 SMA-0000224 CPD12WB-3 SMA-0000691 SMA-0000192 SMA-0000675 SMA-0000659 SMA-0000643 SMA-0000339 SMA-0000307 CPD-16170 SMA-0000291 SMA-0000031 RIBOFLAVIN SMA-0000608 SMA-0000576 SMA-0000371 SMA-0000592 SMA-0000560 SMA-0000355 SMA-0000323 SMA-0000624 SMA-0000419);PLANTCYC:(RIBOFLAVIN);CHEBI:(176853 17015 57986 95299);KEGG:(C00255);DSSTox:(DTXSID001127504 DTXSID00998130 DTXSID10964023 DTXSID70859128 DTXSID70957335 DTXSID8021777);LOTUS:(Q130365 Q27167158 Q104919047);YMDB:(YMDB00534);PUBCHEMANNOTATIONDRUG;PUBCHEMANNOTATIONFOOD;PUBMED;KNAPSACK:(AUNGANRZJHBGPY-UHFFFAOYSA-N)	139577461630	377.146	185	3.089	695994867710243355	695994656719965176	268	
1	1	0.025	0.025	-680.909	0.971	0.333	45.042	C24H27FN2O6	[M + H3N + H]+	C24H31FN3O6+	QLCUJBUUXYDXPU	InChI=1S/C24H27FN2O6/c1-31-13-23(30)27-15-6-7-20-17(8-15)18-9-16(32-21(12-28)24(18)33-20)10-22(29)26-11-14-4-2-3-5-19(14)25/h2-8,16,18,21,24,28H,9-13H2,1H3,(H,26,29)(H,27,30)	2-[(1S,3S,4aS,9aR)-1-(hydroxymethyl)-6-[(2-methoxy-1-oxoethyl)amino]-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-[(2-fluorophenyl)methyl]acetamide	COCC(=O)NC1=CC2=C(C=C1)OC3C2CC(OC3CO)CC(=O)NCC4=CC=CC=C4F	1.100	54646461;54646462;54646463;54646464;54646465;54646466;54646467	CHEBI:(100796 102725 100632 99512 97170 97777 101201);PUBCHEM:(54646461 54646462 54646463 54646464 54646465 54646466 54646467)	34	476.219	186	3.096	695994879630455718	695994656778685440	270	
1	1	0.221	0.221	-269.971	0.452	0.332	59.911	C24H30O17	[M + H3N + H]+	C24H34NO17+	UHVOMJUQTUIQET	InChI=1S/C24H30O17/c25-11-5-35-20-12(6-36-19(11)20)40-17(29)3-9(23(31)32)10(24(33)34)4-18(30)41-14-8-38-21-13(7-37-22(14)21)39-16(28)2-1-15(26)27/h9-14,19-22,25H,1-8H2,(H,26,27)(H,31,32)(H,33,34)	2-[2-[[(3R,3aR,6S,6aR)-3-(3-carboxypropanoyloxy)-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl]oxy]-2-oxoethyl]-3-[2-[[(3S,3aR,6R,6aR)-3-hydroxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl]oxy]-2-oxoethyl]butanedioic acid	C1C(C2C(O1)C(CO2)OC(=O)CC(C(CC(=O)OC3COC4C3OCC4OC(=O)CCC(=O)O)C(=O)O)C(=O)O)O	-3.400	139435760	PUBCHEM:(139435760)	2	608.182	186	3.098	695995106655556122	695994656808045572	271	
1	3	0.124	0.124	-225.553	0.015	0.012	84.968	C19H24O10	[M + Na]+	C19H24NaO10+	BYESRGNJMSYROW	InChI=1S/C19H24O10/c1-7-5-9(25-3)16(17-11(7)15(26-4)8(2)18(24)28-17)29-19-14(23)13(22)12(21)10(6-20)27-19/h5,10,12-14,19-23H,6H2,1-4H3	4,7-dimethoxy-3,5-dimethyl-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2H-chromen-2-one	CC1=CC(=C(C2=C1C(=C(C(=O)O2)C)OC)OC3C(C(C(C(O3)CO)O)O)O)OC	0.100	85503190;38362980;163036689	COCONUT:(CNP0316526);SUPERNATURAL:(SN0038710);PUBCHEM:(85503190 38362980 163036689);GNPS:(CCMSLIB00000848166)	3149826	435.128	187	3.122	695994906788575509	695994656833211400	272	
1	1	0.032	0.054	-196.283	0.999	0.999	70.215	C10H16N4O5	[M + Na]+	C10H16N4NaO5+	XMSWOFBDXIPAAF	InChI=1S/C10H16N4O5/c1-5(10(18)19)14-9(17)6(11)4-13-8(16)3-2-7(12)15/h2-3,5-6H,4,11H2,1H3,(H2,12,15)(H,13,16)(H,14,17)(H,18,19)	Fumarylcarboxyamido-L-2, 3-Diaminopropionyl-L-Alanine	CC(C(=O)O)NC(=O)C(CNC(=O)C=CC(=O)N)N	-5.200	163016980;129597479;6434201;91799061;37354	COCONUT:(CNP0292793);SUPERNATURAL:(SN0434475);PUBCHEM:(163016980 129597479 6434201 91799061 37354);LOTUS:(Q75065727 Q105331412);KNAPSACK:(XMSWOFBDXIPAAF-UHFFFAOYSA-N)	271581202	295.103	187	3.123	695994837825825752	695994656858377228	273	
1	1	0.231	0.231	-329.404	0.996	0.333	111.387	C14H30N4O4	[M - H2O + H]+	C14H29N4O3+	BKCSZDHPANIZFB	InChI=1S/C14H30N4O4/c15-7-3-5-13(20)18-12(14(21)22)4-1-2-9-17-10-11(19)6-8-16/h11-12,17,19H,1-10,15-16H2,(H,18,20)(H,21,22)	alpha-(4-Aminobutyryl)hypusine	C(CCNCC(CCN)O)CC(C(=O)O)NC(=O)CCCN	-4.300	128065	MESH:(128065);PUBCHEM:(128065);DSSTox:(DTXSID00144736);PUBMED	137438953542	301.224	187	3.123	695994870671422067	695994656917097492	275	
1	2	0.475	0.475	-119.680	0.226	0.278	59.735	C16H28O11	[M + Na]+	C16H28NaO11+	ZIEQNJFDWXPCBV	InChI=1S/C16H28O11/c1-7(2)3-9(18)27-14-12(21)11(20)10(19)8(26-14)4-24-15-13(22)16(23,5-17)6-25-15/h7-8,10-15,17,19-23H,3-6H2,1-2H3	3-Methylbutanoyl-1-O-Beta-D-Glucopyranosyl-Beta-D-Apiofuranoside	CC(C)CC(=O)OC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O	-2.500	101192856;74029760;23304500;162879876;6325630	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0145498);HMDB:(HMDB0039953);CHEBI:(168368);SUPERNATURAL:(SN0471027);FooDB:(FDB019616);PUBCHEM:(101192856 74029760 23304500 162879876 6325630);DSSTox:(DTXSID601161784);LOTUS:(Q105376283 Q105376281);PUBCHEMANNOTATIONDRUG:(null)	138297737258	419.152	187	3.124	695994850379378175	695994656988400668	277	
1	1	0.534	0.534	-118.610	0.985	0.191	121.124	C16H28O11	[M + H3N + H]+	C16H32NO11+	ZIEQNJFDWXPCBV	InChI=1S/C16H28O11/c1-7(2)3-9(18)27-14-12(21)11(20)10(19)8(26-14)4-24-15-13(22)16(23,5-17)6-25-15/h7-8,10-15,17,19-23H,3-6H2,1-2H3	3-Methylbutanoyl-1-O-Beta-D-Glucopyranosyl-Beta-D-Apiofuranoside	CC(C)CC(=O)OC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O	-2.500	101192856;74029760;23304500;162879876;6325630	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0145498);HMDB:(HMDB0039953);CHEBI:(168368);SUPERNATURAL:(SN0471027);FooDB:(FDB019616);PUBCHEM:(101192856 74029760 23304500 162879876 6325630);DSSTox:(DTXSID601161784);LOTUS:(Q105376283 Q105376281);PUBCHEMANNOTATIONDRUG:(null)	138297737258	414.197	187	3.124	695994863885037925	695994656950651928	276	
1	3	0.076	0.076	-280.363	0.025	0.029	29.238	C23H26N4O4S2	[M + Na]+	C23H26N4NaO4S2+	YUYOGORELPFZKA	InChI=1S/C23H26N4O4S2/c1-4-26(5-2)14-20(28)24-18-13-17(33-16-9-7-6-8-10-16)11-12-19(18)27-21(29)15-32-22(27)25-23(30)31-3/h6-13H,4-5,14-15H2,1-3H3,(H,24,28)	3-(2-(2-Diethylaminoacetamido)-4-phenylthio-phenyl)-2-methoxycarbonyliminothiazolidin-4-one	CCN(CC)CC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N3C(=O)CSC3=NC(=O)OC	4.300	9587934;6446633;3047602	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(9587934 6446633 3047602)	67108866	509.127	188	3.131	695995064238559227	695994657017760800	278	
1	1	0.645	0.725	-65.966	1.000	0.500	76.402	C10H10O5	[M - H2O + H]+	C10H9O4+	YFXWTVLDSKSYLW	InChI=1S/C10H10O5/c1-15-8-5-6(2-3-9(12)13)4-7(11)10(8)14/h2-5,11,14H,1H3,(H,12,13)	3-(3,4-dihydroxy-5-methoxyphenyl)prop-2-enoic acid	COC1=CC(=CC(=C1O)O)C=CC(=O)O	1.100	16109942;10465704;160594;446834;54725791;54740354	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0035484);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(446834);SUPERNATURAL:(SN0449336);MESH:(446834);FooDB:(FDB014170);PUBCHEM:(16109942 10465704 160594 446834 54725791 54740354);COCONUT:(CNP0201458);METACYC:(5-HYDROXY-FERULIC-ACID);PLANTCYC:(5-HYDROXY-FERULIC-ACID);CHEBI:(144056 144381 2069 20582);KEGG:(C05619);DSSTox:(DTXSID901030502);LOTUS:(Q27109313 Q1033729 Q105347894);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(YFXWTVLDSKSYLW-UHFFFAOYSA-N)	138369173886	193.050	188	3.132	695994839771983012	695994657047120932	279	
